"location","GEO_id","year","treat","switcher","switcher2","year_switch","multi","single","l.multi","l.single","l.total","pct_asian","pct_black","pct_hisp","pct_wnh","max.group","min.group","prop_asian_elected_past12","prop_black_elected_past12","prop_latino_elected_past12","prop_white_elected_past12","prop_min_elected_past12","H_citytract_NHW","population.th","own_rate","vacancy_rate","med_value.th","med_income.th","density"
"EL SEGUNDO",622412,2017,0,0,0,NA,3,25,1.38629436111989,3.25809653802148,3.36729582998647,8.8,1.2,14.6,64.6405576230138,"white","none",0,0,0.153846153846154,0.846153846153846,NA,0.003934362,16.929,0.501450476585164,0.0597733711048159,875.6,92.942,3048.7
"EL SEGUNDO",622412,2018,0,0,0,NA,0,41,0,3.73766961828337,3.73766961828337,8.8,2.2,11.7,63.9762611275964,"white","none",0,0,0.153846153846154,0.846153846153846,NA,0.003934362,16.85,0.510705364577138,0.0481720430107527,969.7,98.813,3048.7
"EL SEGUNDO",622412,2019,0,0,0,NA,3,8,1.38629436111989,2.19722457733622,2.484906649788,8.03333333333333,1.53333333333333,13.9333333333333,65.1096158748804,"white","none",0,0,0.133333333333333,0.866666666666667,NA,0.003934362,16.8933333333333,0.50115674735449,0.05839350911298,891.2,94.4593333333333,3048.7
"EMERYVILLE",622594,2010,0,0,0,NA,0,0,0,0,0,28.2,14.2,7.2,40.295965080379,"white","asian",0,0.266666666666667,0,0.733333333333333,0,0.028670248,9.393,0.368891727882466,0.0879516102664705,437.4,61.088,8091.7
"EMERYVILLE",622594,2011,0,0,0,NA,5,1,1.79175946922805,0.693147180559945,1.94591014905531,31.3,13.6,6.1,37.6572489173025,"white","asian",0,0.266666666666667,0,0.733333333333333,0,0.028670248,9.698,0.371042590491905,0.118362124120282,353.6,69.274,8091.7
"EMERYVILLE",622594,2012,0,0,0,NA,256,0,5.54907608489522,0,5.54907608489522,25.4,15.9,5.6,40.3952251981142,"white","asian",0,0.266666666666667,0,0.733333333333333,0,0.028670248,9.969,0.358683656065015,0.117682834118899,315.9,66.136,8091.7
"EMERYVILLE",622594,2013,0,0,0,NA,190,1,5.25227342804663,0.693147180559945,5.25749537202778,25.4,15.6,5.6,42.8081520674113,"white","asian",0,0.266666666666667,0,0.733333333333333,0,0.028670248,10.206,0.339115946290307,0.106357153694432,296,65,8091.7
"EMERYVILLE",622594,2014,0,0,0,NA,209,0,5.34710753071747,0,5.34710753071747,26.3,14.8,7.3,43.6315137658379,"white","asian",0,0.230769230769231,0,0.769230769230769,0,0.028670248,10.497,0.315829600686172,0.1003600360036,317.2,69.329,8091.7
"EMERYVILLE",622594,2015,0,0,0,NA,0,2,0,1.09861228866811,1.09861228866811,26.9,14.1,7.4,44.6352723915051,"white","asian",0,0.2,0.0666666666666667,0.733333333333333,0,0.028670248,10.83,0.343741339491917,0.0907092614302462,327.7,77.806,8091.7
"EMERYVILLE",622594,2016,0,0,0,NA,0,1,0,0.693147180559945,0.693147180559945,26.5,14.2,9.1,42.2194221942219,"white","asian",0,0.166666666666667,0.0833333333333333,0.75,0,0.028670248,11.111,0.335404285971547,0.0765260984960189,396.9,74.295,8091.7
"EMERYVILLE",622594,2017,0,0,0,NA,310,2,5.73979291217923,1.09861228866811,5.74620319054015,28.7,14.2,8.2,43.543908365151,"white","asian",0,0.133333333333333,0.133333333333333,0.733333333333333,0,0.028670248,11.524,0.336400729229968,0.0584509069968327,441.9,88.661,8091.7
"EMERYVILLE",622594,2018,0,0,0,NA,66,0,4.20469261939097,0,4.20469261939097,28.3,13.5,9.2,41.9396110542477,"white","asian",0,0.153846153846154,0.153846153846154,0.692307692307692,0,0.028670248,11.724,0.342094035327246,0.0606721955477957,479.6,100.568,8091.7
"EMERYVILLE",622594,2019,0,0,0,NA,0,1,0,0.693147180559945,0.693147180559945,27.8333333333333,13.9666666666667,8.83333333333333,42.5676472045402,"white","asian",0,0.133333333333333,0.2,0.666666666666667,0,0.028670248,11.453,0.337966350176254,0.0652164003468824,439.466666666667,87.8413333333333,8091.7
"ENCINITAS",622678,2010,0,1,0,2018,0,35,0,3.58351893845611,3.58351893845611,3.2,0.4,10.5,77.5139973792141,"white","none",0,0,0,1,NA,0.032827284,58.761,0.677240952888034,0.0773125996810207,734.8,86.845,3163.9
"ENCINITAS",622678,2011,0,1,0,2018,0,89,0,4.49980967033027,4.49980967033027,3.6,0.1,9.7,77.9815274471067,"white","none",0,0,0,1,NA,0.032827284,59.223,0.690970923312362,0.0757168638459996,710.2,88.458,3163.9
"ENCINITAS",622678,2012,0,1,0,2018,20,79,3.04452243772342,4.38202663467388,4.60517018598809,4.2,0.2,10.3,76.9495834866682,"white","none",0,0,0,1,NA,0.032827284,59.782,0.696145621095526,0.07146904087414,703.8,90.868,3163.9
"ENCINITAS",622678,2013,0,1,0,2018,0,87,0,4.47733681447821,4.47733681447821,4.5,0.2,9.3,78.3292717295801,"white","none",0,0,0,1,NA,0.032827284,60.321,0.688368446512869,0.0725307401751989,695.2,91.795,3163.9
"ENCINITAS",622678,2014,0,1,0,2018,0,157,0,5.06259503302697,5.06259503302697,4.4,0.2,9.7,78.1110674009966,"white","none",0,0,0,1,NA,0.032827284,61.008,0.694879488278545,0.0764455410083967,720.8,92.564,3163.9
"ENCINITAS",622678,2015,0,1,0,2018,0,142,0,4.96284463025991,4.96284463025991,4.4,0.7,8.6,79.4251159171233,"white","none",0,0,0,1,NA,0.032827284,61.682,0.689168486586916,0.0772346533485391,755.4,95.149,3163.9
"ENCINITAS",622678,2016,0,1,0,2018,0,85,0,4.45434729625351,4.45434729625351,4.6,0.6,8.4,78.9478764478765,"white","none",0,0,0,1,NA,0.032827284,62.16,0.676589964586601,0.078266619986774,820.4,100.698,3163.9
"ENCINITAS",622678,2017,0,1,0,2018,0,115,0,4.75359019110636,4.75359019110636,3.9,0.6,9.2,78.8816998162793,"white","none",0,0,0,1,NA,0.032827284,62.595,0.666420415308269,0.0773906766460241,862.3,103.842,3163.9
"ENCINITAS",622678,2018,1,1,0,2018,0,157,0,5.06259503302697,5.06259503302697,3.5,0.6,8.8,79.4795337489835,"white","none",0,0,0,1,NA,0.032827284,62.713,0.665608567397717,0.0820901231734374,913.7,113.175,3163.9
"ENCINITAS",622678,2019,1,1,0,2018,0,185,0,5.2257466737132,5.2257466737132,4,0.6,8.8,79.1030366710464,"white","none",0,0,0,1,NA,0.032827284,62.4893333333333,0.669539649097529,0.0792491399354118,865.466666666667,105.905,3163.9
"ESCALON",622790,2010,0,0,0,NA,0,0,0,0,0,0.6,1.8,21,70.2154805783952,"white","hisp",0,0,0.0666666666666667,0.933333333333333,0.0666666666666667,0.007326573,7.054,0.842500708817692,0.0541117835528658,306.9,65.457,3099.7
"ESCALON",622790,2011,0,0,0,NA,0,0,0,0,0,1.1,1.8,17.1,74.5285674078244,"white","hisp",0,0,0.0666666666666667,0.933333333333333,0.0666666666666667,0.007326573,7.106,0.861786319954777,0.0639204545454545,241.8,61.855,3099.7
"ESCALON",622790,2012,0,0,0,NA,0,0,0,0,0,0.9,1.6,16.8,74.4612370556955,"white","hisp",0,0,0.0666666666666667,0.933333333333333,0.0666666666666667,0.007326573,7.146,0.819778058716112,0.0607695073714491,227.1,53.935,3099.7
"ESCALON",622790,2013,0,0,0,NA,0,27,0,3.3322045101752,3.3322045101752,0.7,1.7,17.5,77.6385407964355,"white","hisp",0,0,0.0769230769230769,0.923076923076923,0.0769230769230769,0.007326573,7.182,0.793151642208246,0.0956369982547993,219.4,55.875,3099.7
"ESCALON",622790,2014,0,0,0,NA,0,23,0,3.17805383034795,3.17805383034795,0.7,0,21.5,76.3099834528406,"white","hisp",0,0,0.0769230769230769,0.923076923076923,0.0769230769230769,0.007326573,7.252,0.72163807415606,0.0960866526904263,217.8,57.971,3099.7
"ESCALON",622790,2015,0,0,0,NA,0,0,0,0,0,0.7,0,25.7,72.1448087431694,"white","hisp",0,0,0,1,0,0.007326573,7.32,0.700465881063305,0.0809084457061746,231,52.125,3099.7
"ESCALON",622790,2016,0,0,0,NA,0,0,0,0,0,0.6,0,25,68.2064481170414,"white","hisp",0,0,0,1,0,0.007326573,7.382,0.668478260869565,0.0729720155862558,256.8,65.258,3099.7
"ESCALON",622790,2017,0,0,0,NA,0,2,0,1.09861228866811,1.09861228866811,0,0,24.4,71.6874748288361,"white","hisp",0,0,0,1,0,0.007326573,7.449,0.661998384056019,0.0683852488363767,289.7,67.277,3099.7
"ESCALON",622790,2018,0,0,0,NA,0,6,0,1.94591014905531,1.94591014905531,0.7,1.7,19.6,70.8749500599281,"white","hisp",0,0,0,1,0,0.007326573,7.509,0.659452237808951,0.026988125224901,315,71.563,3099.7
"ESCALON",622790,2019,0,0,0,NA,0,9,0,2.30258509299405,2.30258509299405,0.433333333333333,0.566666666666667,23,70.2562910019352,"white","hisp",0,0,0,1,0,0.007326573,7.44666666666667,0.663309627578179,0.0561151298825112,287.166666666667,68.0326666666667,3099.7
"ESCONDIDO",622804,2010,0,1,1,2014,55,84,4.02535169073515,4.44265125649032,4.9416424226093,5.4,1.9,34.5,43.918353451822,"white","hisp",0,0,0.0833333333333333,0.916666666666667,0.0833333333333333,0.14624663,140.998,0.547555275072832,0.0598384341186644,404.9,51.675,3909.3
"ESCONDIDO",622804,2011,0,1,1,2014,112,32,4.72738781871234,3.49650756146648,4.97673374242057,5.4,2.4,34.7,42.773877241834,"white","hisp",0,0,0.0833333333333333,0.916666666666667,0.0833333333333333,0.14624663,142.573,0.529858756459742,0.0575522964268479,367.3,50.597,3909.3
"ESCONDIDO",622804,2012,0,1,1,2014,36,6,3.61091791264422,1.94591014905531,3.76120011569356,5.6,2.3,35,42.5851113220752,"white","hisp",0,0,0.0833333333333333,0.916666666666667,0.0833333333333333,0.14624663,144.311,0.505375361870766,0.0578540408854994,335.2,49.787,3909.3
"ESCONDIDO",622804,2013,0,1,1,2014,61,8,4.12713438504509,2.19722457733622,4.24849524204936,5.2,2.6,35.4,42.6494079899081,"white","hisp",0,0,0.166666666666667,0.833333333333333,0.166666666666667,0.14624663,145.859,0.483759661071188,0.0524036102161436,324.6,49.362,3909.3
"ESCONDIDO",622804,2014,1,1,1,2014,122,17,4.81218435537242,2.89037175789616,4.9416424226093,5.3,3,35.8,41.6055229229758,"white","hisp",0,0,0.166666666666667,0.833333333333333,0.166666666666667,0.14624663,147.603,0.468319786552241,0.0491977247644112,335.9,49.409,3909.3
"ESCONDIDO",622804,2015,1,1,1,2014,142,20,4.96284463025991,3.04452243772342,5.09375020080676,6,3.1,35.7,40.0190503021888,"white","hisp",0,0,0.133333333333333,0.866666666666667,0.133333333333333,0.14624663,149.079,0.471565756316829,0.0455393091756728,346,50.899,3909.3
"ESCONDIDO",622804,2016,1,1,1,2014,88,81,4.48863636973214,4.40671924726425,5.13579843705026,6,3.1,36.7,38.5205987512674,"white","hisp",0,0,0.133333333333333,0.866666666666667,0.133333333333333,0.14624663,149.912,0.465242923617743,0.0435122900537293,368.5,54.268,3909.3
"ESCONDIDO",622804,2017,1,1,1,2014,224,235,5.41610040220442,5.46383180502561,6.13122648948314,6.5,3,38,36.5080944138265,"white","hisp",0,0,0.2,0.8,0.2,0.14624663,150.783,0.480062227669762,0.0431660771397708,396.2,58.834,3909.3
"ESCONDIDO",622804,2018,1,1,1,2014,198,20,5.29330482472449,3.04452243772342,5.3890717298165,6.4,3.1,39,35.4848956093042,"white","hisp",0,0,0.2,0.8,0.2,0.14624663,151.115,0.495099389355027,0.0399850832849921,423,62.319,3909.3
"ESCONDIDO",622804,2019,1,1,1,2014,0,23,0,3.17805383034795,3.17805383034795,6.3,3.06666666666667,37.9,36.8378629247994,"white","hisp",0,0,0.266666666666667,0.733333333333333,0.266666666666667,0.14624663,150.603333333333,0.480134846880844,0.0422211501594974,395.9,58.4736666666667,3909.3
"ETNA",622972,2019,0,0,0,NA,0,0,0,0,0,0,0,5.83333333333333,84.8615088496294,"white","none",0,0,0,1,NA,0,0.725666666666667,0.6312711421194,0.149290749532441,160.566666666667,38.2313333333333,972.8
"EUREKA",623042,2010,0,1,0,2018,18,3,2.94443897916644,1.38629436111989,3.09104245335832,2,1.5,7.8,75.8106403502263,"white","none",0,0,0,1,NA,0.024851408,26.954,0.478880308880309,0.0578283855225701,288.8,34.95,2897.5
"EUREKA",623042,2011,0,1,0,2018,0,0,0,0,0,2.6,1.4,7.2,76.5197765197765,"white","none",0,0,0,1,NA,0.024851408,27.027,0.498974100886532,0.0673874779984913,278.3,36.081,2897.5
"EUREKA",623042,2012,0,1,0,2018,22,5,3.13549421592915,1.79175946922805,3.3322045101752,2.7,1.3,7.3,75.474349964863,"white","none",0,0,0,1,NA,0.024851408,27.037,0.457468236752402,0.0943720815925289,269.6,36.525,2897.5
"EUREKA",623042,2013,0,1,0,2018,4,4,1.6094379124341,1.6094379124341,2.19722457733622,3.2,1.4,7.6,74.4572252838703,"white","none",0,0,0,1,NA,0.024851408,27.037,0.48839105451157,0.0879211175020542,241.4,36.618,2897.5
"EUREKA",623042,2014,0,1,0,2018,7,4,2.07944154167984,1.6094379124341,2.484906649788,3.5,1.8,8.5,73.2053700210807,"white","none",0,0,0,1,NA,0.024851408,27.039,0.453238528188989,0.100802407221665,240.9,38.007,2897.5
"EUREKA",623042,2015,0,1,0,2018,50,9,3.93182563272433,2.30258509299405,4.0943445622221,3.3,1.7,8.9,72.6811191402631,"white","none",0,0,0.0666666666666667,0.933333333333333,NA,0.024851408,26.985,0.448740937085835,0.119653893695921,238.1,37.094,2897.5
"EUREKA",623042,2016,0,1,0,2018,0,4,0,1.6094379124341,1.6094379124341,3.5,1.6,8.6,73.5019628175691,"white","none",0,0,0.0666666666666667,0.933333333333333,NA,0.024851408,27.002,0.462097651998134,0.10776493569917,241.7,39.063,2897.5
"EUREKA",623042,2017,0,1,0,2018,0,4,0,1.6094379124341,1.6094379124341,3.9,1.9,9,70.7889283599763,"white","none",0,0,0.0666666666666667,0.933333333333333,NA,0.024851408,27.024,0.462174115456238,0.101311838153943,249.3,39.72,2897.5
"EUREKA",623042,2018,1,1,0,2018,0,4,0,1.6094379124341,1.6094379124341,4.1,2,9.9,69.6299037749815,"white","none",0,0,0.0666666666666667,0.933333333333333,NA,0.024851408,27.02,0.45434791044197,0.111566018423746,270.6,41.147,2897.5
"EUREKA",623042,2019,1,1,0,2018,0,4,0,1.6094379124341,1.6094379124341,3.83333333333333,1.83333333333333,9.16666666666667,71.3069316508423,"white","none",0,0,0.133333333333333,0.866666666666667,NA,0.024851408,27.0153333333333,0.459539892632114,0.106880930758953,253.866666666667,39.9766666666667,2897.5
"EXETER",623126,2010,0,1,0,2018,NA,NA,NA,NA,NA,0,0,33.1,49.2849393431305,NA,NA,0,0,0,1,NA,0.046606265,10.139,0.644047736463162,0.0600113765642776,211.4,43.69,4195.6
"EXETER",623126,2011,0,1,0,2018,NA,NA,NA,NA,NA,0,0.6,33.3,50.9019990248659,NA,NA,0,0,0,1,NA,0.046606265,10.255,0.639526860522425,0.0796812749003984,192.4,42.446,4195.6
"EXETER",623126,2012,0,1,0,2018,NA,NA,NA,NA,NA,0,1,35.5,46.6195273149942,NA,NA,0,0,0,1,NA,0.046606265,10.324,0.60878927278066,0.0964119419337168,178.9,39.987,4195.6
"EXETER",623126,2013,0,1,0,2018,NA,NA,NA,NA,NA,0.3,1.1,36.1,49.291975724882,NA,NA,0,0,0,1,NA,0.046606265,10.381,0.525450121654501,0.0847176079734219,159.7,39.063,4195.6
"EXETER",623126,2014,0,1,0,2018,NA,NA,NA,NA,NA,0.2,0.9,32.7,53.897592663355,NA,NA,0,0,0,1,NA,0.046606265,10.468,0.571580165927069,0.0652726758971461,159.5,41.341,4195.6
"EXETER",623126,2015,0,1,0,2018,NA,NA,NA,NA,NA,0.6,1.2,36.5,53.1437839900773,NA,NA,0,0,0,1,NA,0.046606265,10.481,0.586881140435369,0.0665004156275977,165.3,41.309,4195.6
"EXETER",623126,2019,1,1,0,2018,0,0,0,0,0,1.1,0.833333333333333,35.6333333333333,51.1140546246763,NA,NA,0,0,0,1,NA,0.046606265,10.5096666666667,0.601992686553189,0.0610313597937045,183.5,44.5923333333333,4195.6
"FAIRFAX TOWN",623168,2010,0,0,0,NA,0,1,0,0.693147180559945,0.693147180559945,1.4,1.8,6.1,85.5159270351212,"white","none",0,0,0,1,NA,0.0170044,7.346,0.670160631636265,0.059449866903283,720.2,96.154,3376.9
"FAIRFAX TOWN",623168,2011,0,0,0,NA,0,1,0,0.693147180559945,0.693147180559945,0.7,1.8,6.2,88.2860998650472,"white","none",0,0,0,1,NA,0.0170044,7.41,0.631036353771026,0.0403059723448073,697,97.992,3376.9
"FAIRFAX TOWN",623168,2012,0,0,0,NA,0,1,0,0.693147180559945,0.693147180559945,0.8,2.8,4.8,88.4636046199302,"white","none",0,0,0,1,NA,0.0170044,7.446,0.59519308668647,0.0323730323730324,677.7,100.152,3376.9
"FAIRFAX TOWN",623168,2013,0,0,0,NA,0,1,0,0.693147180559945,0.693147180559945,1.1,2.1,4.2,88.484606157537,"white","none",0,0,0,1,NA,0.0170044,7.503,0.606239121703039,0.0661521499448732,668.6,88.043,3376.9
"FAIRFAX TOWN",623168,2014,0,0,0,NA,0,3,0,1.38629436111989,1.38629436111989,1.5,2.7,5.2,85.3564802544394,"white","none",0,0,0,1,NA,0.0170044,7.546,0.648342872354585,0.0690522784456248,681,93.354,3376.9
"FAIRFAX TOWN",623168,2015,0,0,0,NA,0,2,0,1.09861228866811,1.09861228866811,1.4,0.5,4.2,89.6756329113924,"white","none",0,0,0,1,NA,0.0170044,7.584,0.684057203389831,0.0649633052459908,697.7,91.607,3376.9
"FAIRFAX TOWN",623168,2016,0,0,0,NA,0,0,0,0,0,2.2,1,4.8,86.5359305080284,"white","none",0,0,0,1,NA,0.0170044,7.598,0.707771609833466,0.0757575757575758,733.8,99.438,3376.9
"FAIRFAX TOWN",623168,2017,0,0,0,NA,0,2,0,1.09861228866811,1.09861228866811,3.9,0.4,7.3,81.8408613445378,"white","none",0,0,0,1,NA,0.0170044,7.616,0.710328452710724,0.0806010928961749,793.9,98.092,3376.9
"FAIRFAX TOWN",623168,2018,0,0,0,NA,0,0,0,0,0,4.2,0.5,6.9,81.767883019365,"white","none",0,0,0,1,NA,0.0170044,7.591,0.720089994706194,0.0909090909090909,820,107.582,3376.9
"FAIRFAX TOWN",623168,2019,0,0,0,NA,0,0,0,0,0,3.43333333333333,0.633333333333333,6.33333333333333,83.3815582906438,"white","none",0,0,0,1,NA,0.0170044,7.60166666666667,0.712730019083461,0.0824225865209472,782.566666666667,101.704,3376.9
"FAIRFIELD",623182,2010,0,1,0,NA,0,139,0,4.9416424226093,4.9416424226093,13.6,17.4,19.7,35.2523674516384,"white","hisp",0,0,0.0833333333333333,0.833333333333333,0.0833333333333333,0.069798246,103.698,0.642519129591347,0.0830416448474492,392.7,68.009,2816.8
"FAIRFIELD",623182,2011,0,1,0,NA,0,181,0,5.2040066870768,5.2040066870768,14,18.1,20.1,35.6739205394429,"white","hisp",0,0,0.0833333333333333,0.833333333333333,0.0833333333333333,0.069798246,104.404,0.610984964713102,0.0779598233366576,341.6,68.037,2816.8
"FAIRFIELD",623182,2012,0,1,0,NA,0,277,0,5.62762111369064,5.62762111369064,14.3,17.2,19.5,36.1939909114195,"white","hisp",0,0,0.0833333333333333,0.833333333333333,0.0833333333333333,0.069798246,105.407,0.591952928440404,0.0717816942714298,288.2,66.363,2816.8
"FAIRFIELD",623182,2013,0,1,0,NA,0,217,0,5.38449506278909,5.38449506278909,13.5,17.1,19.9,35.4387842264838,"white","hisp",0,0,0.0833333333333333,0.833333333333333,0.0833333333333333,0.069798246,106.533,0.567921837251497,0.0568609022556391,263.5,64.702,2816.8
"FAIRFIELD",623182,2014,0,1,0,NA,0,316,0,5.75890177387728,5.75890177387728,13.7,17.6,19.9,35.0249576322199,"white","hisp",0,0,0.1,0.9,0.1,0.069798246,107.983,0.559619214606303,0.0505736425618138,262.4,66.19,2816.8
"FAIRFIELD",623182,2015,0,1,0,NA,288,383,5.66642668811243,5.95064255258773,6.51025834052315,14.1,16.8,21.5,33.2389374063653,"white","hisp",0.0833333333333333,0,0.0833333333333333,0.833333333333333,0.0833333333333333,0.069798246,109.468,0.549497527219216,0.0533956692913386,279.6,67.364,2816.8
"FAIRFIELD",623182,2016,0,1,0,NA,63,201,4.15888308335967,5.30826769740121,5.57972982598622,14.6,16.5,22.2,32.8607608627076,"white","hisp",0.1,0,0.1,0.8,0.1,0.069798246,110.953,0.548668747704737,0.0495209823235731,305.4,69.396,2816.8
"FAIRFIELD",623182,2017,0,1,0,NA,0,268,0,5.59471137960184,5.59471137960184,14.8,16.3,22.8,31.8893518928983,"white","hisp",0.0833333333333333,0,0.0833333333333333,0.833333333333333,0.0833333333333333,0.069798246,112.79,0.558767798170104,0.0450868903659806,341.5,75.292,2816.8
"FAIRFIELD",623182,2018,0,1,0,NA,0,314,0,5.75257263882563,5.75257263882563,14.8,16.5,23.2,31.2915750081069,"white","hisp",0.1,0,0.1,0.8,0.1,0.069798246,114.101,0.594704666167611,0.0407473873113058,377.4,80.95,2816.8
"FAIRFIELD",623182,2019,0,1,0,NA,0,348,0,5.85507192220243,5.85507192220243,14.7333333333333,16.4333333333333,22.7333333333333,32.0138959212376,"white","hisp",0.166666666666667,0,0.0833333333333333,0.75,0.0833333333333333,0.069798246,112.614666666667,0.567380404014151,0.0451184200002865,341.433333333333,75.2126666666667,2816.8
"FARMERSVILLE",623616,2010,0,0,0,NA,NA,NA,NA,NA,NA,0.3,0,76.6,14.2468151317709,"hisp","hisp",0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.04395669,10.283,0.629096567149664,0.0573055028462998,151.3,32.886,4688.2
"FARMERSVILLE",623616,2011,0,0,0,NA,NA,NA,NA,NA,NA,0.4,0,74.9,16.4097654380086,"hisp","hisp",0,0,0.4,0.6,0.4,0.04395669,10.445,0.627860220201053,0.0577563865235098,133.2,33.441,4688.2
"FARMERSVILLE",623616,2012,0,0,0,NA,NA,NA,NA,NA,NA,0.4,0,78.2,13.8902057457097,"hisp","hisp",0,0,0.4,0.6,0.4,0.04395669,10.547,0.642647198255428,0.0550692924872356,118,33.225,4688.2
"FARMERSVILLE",623616,2013,0,0,0,NA,NA,NA,NA,NA,NA,0,0,78.7,11.0199849170437,"hisp","hisp",0,0,0.466666666666667,0.533333333333333,0.466666666666667,0.04395669,10.608,0.633578431372549,0.04713560551124,105.1,32.384,4688.2
"FARMERSVILLE",623616,2014,0,0,0,NA,NA,NA,NA,NA,NA,0,1.5,77.7,10.0515222482436,"hisp","hisp",0,0,0.466666666666667,0.533333333333333,0.466666666666667,0.04395669,10.675,0.626042154566745,0.0445692883895131,105.5,32.455,4688.2
"FARMERSVILLE",623616,2015,0,0,0,NA,NA,NA,NA,NA,NA,0.2,1.2,79.1,9.91218236173393,"hisp","hisp",0,0,0.4,0.6,0.4,0.04395669,10.704,0.656109865470852,0.0292484265087005,114.5,33.548,4688.2
"FARMERSVILLE",623616,2019,0,0,0,NA,0,0,0,0,0,0.233333333333333,1.26666666666667,80.7333333333333,10.5017971190039,"hisp","hisp",0,0,0.533333333333333,0.466666666666667,0.533333333333333,0.04395669,10.7263333333333,0.688666784339667,0.0228517404587863,133.766666666667,36.54,4688.2
"FERNDALE",623910,2010,0,0,0,NA,0,5,0,1.79175946922805,1.79175946922805,0,0,1.5,87.7141169521559,"white","none",0,0,0,1,NA,0,1.693,0.707028942705257,0.121951219512195,441,64.107,1335.5
"FERNDALE",623910,2011,0,0,0,NA,0,0,0,0,0,0,0,0.3,91.0179640718563,"white","none",0,0,0,1,NA,0,1.503,0.753160345974717,0.181208053691275,400,60.147,1335.5
"FERNDALE",623910,2012,0,0,0,NA,0,0,0,0,0,0,0,1,89.868804664723,"white","none",0,0,0,1,NA,0,1.372,0.713556851311953,0.207908163265306,374.1,51.62,1335.5
"FERNDALE",623910,2013,0,0,0,NA,0,2,0,1.09861228866811,1.09861228866811,0,0.6,1.5,92.0254057868737,"white","none",0,0,0,1,NA,0,1.417,0.658433309809457,0.187192118226601,352.9,43.333,1335.5
"FERNDALE",623910,2014,0,0,0,NA,0,0,0,0,0,0.3,0.4,3,90.8653846153846,"white","none",0,0,0,1,NA,0,1.456,0.651785714285714,0.171428571428571,357.4,45.948,1335.5
"FERNDALE",623910,2015,0,0,0,NA,0,0,0,0,0,0.5,0.8,3.5,93.5007385524372,"white","none",0,0,0,1,NA,0,1.354,0.563515509601182,0.205378973105134,349.1,43.548,1335.5
"FERNDALE",623910,2016,0,0,0,NA,0,2,0,1.09861228866811,1.09861228866811,0.3,0.6,3,93.8689217758985,"white","none",0,0,0,1,NA,0,1.419,0.518675123326286,0.175742574257426,352.9,41.042,1335.5
"FERNDALE",623910,2017,0,0,0,NA,0,0,0,0,0,1.3,0.6,3.3,91.358024691358,"white","none",0,0,0,1,NA,0,1.458,0.513031550068587,0.16796875,368.8,41.696,1335.5
"FERNDALE",623910,2018,0,0,0,NA,0,2,0,1.09861228866811,1.09861228866811,1.7,0,3.2,89.8168498168498,"white","none",0,0,0,1,NA,0,1.365,0.558241758241758,0.191632928475034,393.9,49.75,1335.5
"FERNDALE",623910,2019,0,0,0,NA,0,4,0,1.6094379124341,1.6094379124341,1.1,0.4,3.16666666666667,91.6812654280355,"white","none",0,0,0,1,NA,0,1.414,0.529982810545544,0.178448084244153,371.866666666667,44.1626666666667,1335.5
"FILLMORE",624092,2010,0,0,0,NA,0,1,0,0.693147180559945,0.693147180559945,2,0.5,56.4,22.8652944772774,"white","hisp",0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.0069905324,14.721,0.661077515118197,0.0325094633711868,410.1,58.076,4460.1
"FILLMORE",624092,2011,0,0,0,NA,0,4,0,1.6094379124341,1.6094379124341,1,0.6,60,20.8638901971338,"white","hisp",0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.0069905324,14.863,0.635055325504039,0.0441785549930971,352.7,60.605,4460.1
"FILLMORE",624092,2012,0,0,0,NA,0,18,0,2.94443897916644,2.94443897916644,0.7,0.4,64.2,20.1523962301985,"white","hisp",0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.0069905324,14.961,0.631767247198596,0.0495665703489664,327.9,59.706,4460.1
"FILLMORE",624092,2013,0,0,0,NA,0,21,0,3.09104245335832,3.09104245335832,0.3,0,64.2,21.6171398248872,"white","hisp",0,0,0.266666666666667,0.733333333333333,0.266666666666667,0.0069905324,15.076,0.628176758532824,0.0526315789473684,305,55.186,4460.1
"FILLMORE",624092,2014,0,0,0,NA,0,41,0,3.73766961828337,3.73766961828337,0.5,0,67.2,19.1278037229494,"white","hisp",0,0,0.266666666666667,0.733333333333333,0.266666666666667,0.0069905324,15.203,0.667642752562225,0.052088113813676,299.1,54.519,4460.1
"FILLMORE",624092,2015,0,0,0,NA,0,50,0,3.93182563272433,3.93182563272433,0.9,0,69.8,18.6911610878661,"white","hisp",0,0,0.2,0.8,0.2,0.0069905324,15.296,0.680458096120747,0.0489155514536225,306.3,56.239,4460.1
"FILLMORE",624092,2016,0,0,0,NA,0,62,0,4.14313472639153,4.14313472639153,1.3,0.1,67.9,19.7647976089923,"white","hisp",0,0,0.2,0.8,0.2,0.0069905324,15.391,0.687368421052632,0.043449346043006,320.6,55.512,4460.1
"FILLMORE",624092,2017,0,0,0,NA,0,54,0,4.00733318523247,4.00733318523247,2.3,0.2,66.3,20.0528044304205,"white","hisp",0,0,0.2,0.8,0.2,0.0069905324,15.529,0.683922284522102,0.0566037735849057,354.9,62.696,4460.1
