"GEO_ID","id",
"NAME","Geographic Area Name",
"B25002_001E","Estimate!!Total",
"B25002_001M","Margin of Error!!Total",
"B25002_002E","Estimate!!Total!!Occupied",
"B25002_002M","Margin of Error!!Total!!Occupied",
"B25002_003E","Estimate!!Total!!Vacant",
"B25002_003M","Margin of Error!!Total!!Vacant",
