GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; One race-- - White,Total; Margin of Error; One race-- - White,Median income (dollars); Estimate; One race-- - White,Median income (dollars); Margin of Error; One race-- - White,Total; Estimate; One race-- - Black or African American,Total; Margin of Error; One race-- - Black or African American,Median income (dollars); Estimate; One race-- - Black or African American,Median income (dollars); Margin of Error; One race-- - Black or African American,Total; Estimate; One race-- - American Indian and Alaska Native,Total; Margin of Error; One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; One race-- - American Indian and Alaska Native,Total; Estimate; One race-- - Asian,Total; Margin of Error; One race-- - Asian,Median income (dollars); Estimate; One race-- - Asian,Median income (dollars); Margin of Error; One race-- - Asian,Total; Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; One race-- - Some other race,Total; Margin of Error; One race-- - Some other race,Median income (dollars); Estimate; One race-- - Some other race,Median income (dollars); Margin of Error; One race-- - Some other race,Total; Estimate; Two or more races,Total; Margin of Error; Two or more races,Median income (dollars); Estimate; Two or more races,Median income (dollars); Margin of Error; Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children under 18 years,Total; Margin of Error; FAMILIES - Families - With own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children under 18 years,Total; Estimate; FAMILIES - Families - With no own children under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children under 18 years,Total; Estimate; FAMILIES - Married-couple families,Total; Margin of Error; FAMILIES - Married-couple families,Median income (dollars); Estimate; FAMILIES - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Married-couple families,"Total; Estimate; FAMILIES - Female householder, no husband present","Total; Margin of Error; FAMILIES - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Female householder, no husband present","Total; Estimate; FAMILIES - Male householder, no wife present","Total; Margin of Error; FAMILIES - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
1600000US0600135,0600135,"Acalanes Ridge CDP, California",482,99,138672,19188,81.5,11.0,133839,24848,0.0,7.5,-,**,0.0,7.5,-,**,10.8,8.7,137917,82490,7.7,11.7,-,**,0.0,7.5,-,**,0.0,7.5,-,**,0.0,7.5,-,**,81.5,11.0,133839,24848,0.0,7.5,-,**,41.9,19.6,162635,49552,51.9,19.4,138438,69876,6.2,7.1,102344,58313,377,111,146708,26119,59.7,17.5,155078,116539,40.3,17.5,146667,20071,88.6,11.3,155968,19635,11.4,11.3,109271,65018,0.0,9.5,-,**,105,59,64297,46529,70.5,27.4,64063,65944,70.5,27.4,64063,65944,0.0,29.2,-,**,29.5,27.4,70221,93952,13.3,21.3,-,**,16.2,22.8,-,**,21.8,(X),(X),(X),23.3,(X),(X),(X),16.2,(X),(X),(X)
1600000US0600156,0600156,"Acampo CDP, California",71,97,121455,38122,100.0,37.8,121455,38122,0.0,37.8,-,**,0.0,37.8,-,**,0.0,37.8,-,**,0.0,37.8,-,**,0.0,37.8,-,**,0.0,37.8,-,**,85.9,39.3,-,**,14.1,39.3,-,**,0.0,37.8,-,**,0.0,37.8,-,**,100.0,37.8,121455,38122,0.0,37.8,-,**,71,97,121455,38122,0.0,37.8,-,**,100.0,37.8,121455,38122,100.0,37.8,121455,38122,0.0,37.8,-,**,0.0,37.8,-,**,0,95,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,100.0,(X),(X),(X),100.0,(X),(X),(X),-,(X),(X),(X)
1600000US0600212,0600212,"Acton CDP, California",2414,194,87896,9668,95.3,2.4,88323,9823,0.0,1.5,-,**,0.0,1.5,-,**,0.5,0.6,165625,42122,0.0,1.5,-,**,4.2,2.4,67083,43583,0.0,1.5,-,**,8.5,2.9,85167,38273,90.9,2.9,88095,9765,0.0,1.5,-,**,22.5,3.7,89919,21414,58.2,5.0,94327,9844,19.2,3.6,55625,23998,1974,189,94673,8759,41.8,6.2,91250,12340,58.2,6.2,100121,14220,89.2,5.3,100319,13540,9.0,4.8,45259,38816,1.8,1.6,93333,10005,440,125,43833,13510,25.7,13.0,40893,19683,25.7,13.0,40893,19683,0.0,8.2,-,**,74.3,13.0,44479,22404,52.5,16.9,29886,40428,21.8,16.3,62670,24197,21.1,(X),(X),(X),21.8,(X),(X),(X),18.2,(X),(X),(X)
1600000US0600296,0600296,"Adelanto city, California",7060,386,42208,3350,55.3,4.7,49466,4778,22.8,3.8,21262,6030,1.0,0.9,49115,5926,2.9,1.6,46964,45996,0.6,0.8,125556,138015,13.7,3.5,33986,9876,3.7,1.8,38500,22250,43.4,4.0,45157,5014,26.9,3.8,48608,6099,7.1,3.5,31207,10528,51.0,4.5,48854,4985,31.9,3.4,42977,4589,10.0,2.3,28484,10880,5958,315,45187,4278,68.0,3.4,45757,3902,32.0,3.4,41370,12447,60.9,4.7,54846,4300,31.8,4.6,17067,3693,7.4,2.8,56480,10750,1102,250,29688,9622,49.7,12.0,29375,9267,41.5,13.2,28698,14206,8.3,6.0,40052,28586,50.3,12.0,30938,17966,37.1,9.6,24519,25833,13.2,7.6,31328,47469,29.6,(X),(X),(X),27.8,(X),(X),(X),24.6,(X),(X),(X)
1600000US0600310,0600310,"Adin CDP, California",198,70,45625,36880,100.0,17.2,45625,36880,0.0,17.2,-,**,0.0,17.2,-,**,0.0,17.2,-,**,0.0,17.2,-,**,0.0,17.2,-,**,0.0,17.2,-,**,0.0,17.2,-,**,100.0,17.2,45625,36880,0.0,17.2,-,**,26.3,20.7,77368,57497,36.4,20.1,53400,34907,37.4,17.7,22833,12226,135,60,57550,15166,32.6,29.2,59700,30428,67.4,29.2,52850,56445,81.5,26.2,53800,23351,18.5,26.2,-,**,0.0,23.9,-,**,63,35,19107,8197,68.3,28.5,18083,8791,68.3,28.5,18083,8791,0.0,40.1,-,**,31.7,28.5,34167,23533,31.7,28.5,34167,23533,0.0,40.1,-,**,13.1,(X),(X),(X),11.9,(X),(X),(X),15.9,(X),(X),(X)
1600000US0600394,0600394,"Agoura Hills city, California",7182,238,108820,10332,87.0,2.9,109157,9798,0.6,0.7,133170,147614,0.0,0.5,-,**,6.5,1.6,144219,26355,0.0,0.5,-,**,3.8,1.9,83250,24914,2.1,1.2,137616,43183,9.0,2.5,93686,14868,83.2,3.2,108736,9216,0.9,0.8,21875,147464,27.9,3.4,115553,14582,54.6,3.5,138605,17884,16.7,2.2,52857,12761,5595,203,129648,14466,50.8,3.3,148081,8615,49.2,3.3,111429,16052,85.1,3.4,147695,11092,12.2,3.0,55938,20271,2.7,1.5,88487,40421,1587,279,57917,21510,43.0,8.8,55027,6338,38.0,8.2,52393,10503,5.0,3.7,129891,317860,57.0,8.8,89038,41858,39.4,9.1,53698,37295,17.6,8.3,97739,2921,25.9,(X),(X),(X),26.1,(X),(X),(X),23.9,(X),(X),(X)
1600000US0600450,0600450,"Agua Dulce CDP, California",1042,132,97000,24297,94.0,5.4,98000,22703,0.0,3.5,-,**,0.0,3.5,-,**,1.1,1.6,"250,000+",***,0.0,3.5,-,**,1.2,1.8,-,**,3.7,4.8,58319,53911,13.7,6.8,115982,121298,81.5,8.7,96938,23945,0.0,3.5,-,**,24.4,8.6,81860,62418,61.4,9.2,111944,25949,14.2,5.6,52917,28657,828,138,105833,19243,34.7,9.5,114125,59543,65.3,9.5,101016,13640,90.8,8.8,117250,22295,7.2,8.2,29244,45028,1.9,3.2,-,**,214,89,29375,9937,49.5,21.7,30400,17722,49.5,21.7,30400,17722,0.0,16.0,-,**,50.5,21.7,28542,80396,23.8,18.1,18650,3459,26.6,20.0,187625,203461,37.1,(X),(X),(X),41.4,(X),(X),(X),20.6,(X),(X),(X)
1600000US0600464,0600464,"Aguanga CDP, California",562,192,47754,7865,89.9,8.0,47989,6342,3.9,6.7,-,**,0.0,6.5,-,**,0.0,6.5,-,**,0.0,6.5,-,**,2.1,3.3,-,**,4.1,6.9,-,**,2.1,3.3,-,**,89.9,8.0,47989,6342,0.0,6.5,-,**,2.1,3.3,-,**,54.3,18.1,48207,4764,43.6,18.1,33917,49616,300,161,49275,11603,67.0,22.4,47880,2739,33.0,22.4,78583,57518,85.0,17.3,49076,3998,5.7,9.3,"2,500-",***,9.3,15.3,-,**,262,140,26944,39379,19.8,19.4,11304,22465,14.1,17.2,10489,1996,5.7,9.4,-,**,80.2,19.4,27454,106398,80.2,19.4,27454,106398,0.0,13.3,-,**,30.6,(X),(X),(X),34.3,(X),(X),(X),26.3,(X),(X),(X)
1600000US0600478,0600478,"Ahwahnee CDP, California",798,160,48289,21654,100.0,4.6,48289,21654,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,100.0,4.6,48289,21654,0.0,4.6,-,**,24.9,12.9,32538,15529,33.2,13.5,77361,39527,41.9,13.6,37292,31073,451,128,59063,11458,18.2,14.9,131818,331352,81.8,14.9,57473,6591,98.0,3.4,58125,10924,2.0,3.4,-,**,0.0,8.0,-,**,347,130,24792,12452,55.3,21.5,15476,7949,51.9,20.9,12421,9308,3.5,5.4,-,**,44.7,21.5,29085,2536,44.7,21.5,29085,2536,0.0,10.2,-,**,34.1,(X),(X),(X),34.1,(X),(X),(X),34.0,(X),(X),(X)
