GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Householder who is White alone,Margin of Error; Total: - Householder who is White alone,Estimate; Total: - Householder who is Black or African American alone,Margin of Error; Total: - Householder who is Black or African American alone,Estimate; Total: - Householder who is American Indian and Alaska Native alone,Margin of Error; Total: - Householder who is American Indian and Alaska Native alone,Estimate; Total: - Householder who is Asian alone,Margin of Error; Total: - Householder who is Asian alone,Estimate; Total: - Householder who is Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Householder who is Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Householder who is Some other race alone,Margin of Error; Total: - Householder who is Some other race alone,Estimate; Total: - Householder who is Two or more races:,Margin of Error; Total: - Householder who is Two or more races:,Estimate; Total: - Householder who is Two or more races: - Householder who is Two races including Some other race,Margin of Error; Total: - Householder who is Two or more races: - Householder who is Two races including Some other race,"Estimate; Total: - Householder who is Two or more races: - Householder who is Two races excluding Some other race, and three or more races","Margin of Error; Total: - Householder who is Two or more races: - Householder who is Two races excluding Some other race, and three or more races"
1500000US060375400003,060375400003,"Block Group 3, Census Tract 5400, Los Angeles County, California",238,63,98,52,0,12,0,12,0,12,0,12,140,64,0,12,0,12,0,12
1500000US060375400004,060375400004,"Block Group 4, Census Tract 5400, Los Angeles County, California",535,84,180,72,70,40,7,11,10,15,0,12,262,77,6,11,6,11,0,12
1500000US060375401011,060375401011,"Block Group 1, Census Tract 5401.01, Los Angeles County, California",217,63,112,63,4,8,0,12,23,36,0,12,78,44,0,12,0,12,0,12
1500000US060375401012,060375401012,"Block Group 2, Census Tract 5401.01, Los Angeles County, California",380,75,68,45,75,48,0,12,56,65,0,12,166,54,15,24,0,12,15,24
1500000US060375401013,060375401013,"Block Group 3, Census Tract 5401.01, Los Angeles County, California",370,78,135,69,64,45,0,12,4,8,0,12,167,78,0,12,0,12,0,12
1500000US060375401014,060375401014,"Block Group 4, Census Tract 5401.01, Los Angeles County, California",498,98,235,98,59,41,0,12,0,12,0,12,204,79,0,12,0,12,0,12
1500000US060375401021,060375401021,"Block Group 1, Census Tract 5401.02, Los Angeles County, California",418,108,153,78,58,39,0,12,9,14,0,12,198,94,0,12,0,12,0,12
1500000US060375401022,060375401022,"Block Group 2, Census Tract 5401.02, Los Angeles County, California",375,74,132,43,24,23,0,12,0,12,0,12,207,77,12,19,12,19,0,12
1500000US060375401023,060375401023,"Block Group 3, Census Tract 5401.02, Los Angeles County, California",550,114,160,61,116,61,0,12,0,12,0,12,268,98,6,11,6,11,0,12
1500000US060375401024,060375401024,"Block Group 4, Census Tract 5401.02, Los Angeles County, California",223,78,107,53,64,51,0,12,0,12,0,12,40,45,12,18,12,18,0,12
1500000US060375402011,060375402011,"Block Group 1, Census Tract 5402.01, Los Angeles County, California",368,63,127,61,5,7,0,12,0,12,0,12,233,66,3,5,0,12,3,5
1500000US060375402012,060375402012,"Block Group 2, Census Tract 5402.01, Los Angeles County, California",205,51,97,40,11,17,0,12,0,12,0,12,93,53,4,8,4,8,0,12
1500000US060375402021,060375402021,"Block Group 1, Census Tract 5402.02, Los Angeles County, California",546,126,212,77,20,33,0,12,0,12,0,12,306,100,8,14,8,14,0,12
1500000US060375402022,060375402022,"Block Group 2, Census Tract 5402.02, Los Angeles County, California",677,122,229,101,83,72,0,12,9,15,0,12,346,107,10,17,10,17,0,12
1500000US060375402023,060375402023,"Block Group 3, Census Tract 5402.02, Los Angeles County, California",269,87,75,52,21,30,0,12,0,12,0,12,160,72,13,20,0,12,13,20
1500000US060375402024,060375402024,"Block Group 4, Census Tract 5402.02, Los Angeles County, California",197,74,62,49,32,38,0,12,0,12,0,12,94,71,9,14,9,14,0,12
1500000US060375402031,060375402031,"Block Group 1, Census Tract 5402.03, Los Angeles County, California",652,77,189,76,37,30,12,20,15,24,0,12,371,90,28,31,0,12,28,31
1500000US060375402032,060375402032,"Block Group 2, Census Tract 5402.03, Los Angeles County, California",352,70,144,57,23,35,0,12,0,12,0,12,168,81,17,20,17,20,0,12
1500000US060375402033,060375402033,"Block Group 3, Census Tract 5402.03, Los Angeles County, California",284,68,74,41,34,27,0,12,0,12,0,12,176,68,0,12,0,12,0,12
1500000US060375403001,060375403001,"Block Group 1, Census Tract 5403, Los Angeles County, California",261,85,104,48,0,12,9,14,16,24,0,12,115,70,17,23,17,23,0,12
1500000US060375403002,060375403002,"Block Group 2, Census Tract 5403, Los Angeles County, California",346,91,172,81,0,12,0,12,0,12,0,12,163,72,11,16,11,16,0,12
1500000US060375403003,060375403003,"Block Group 3, Census Tract 5403, Los Angeles County, California",161,76,64,50,9,15,0,12,0,12,0,12,88,69,0,12,0,12,0,12
1500000US060375403004,060375403004,"Block Group 4, Census Tract 5403, Los Angeles County, California",387,86,117,66,26,38,6,11,0,12,0,12,238,88,0,12,0,12,0,12
1500000US060375404001,060375404001,"Block Group 1, Census Tract 5404, Los Angeles County, California",179,42,66,34,18,17,0,12,0,12,0,12,93,45,2,5,0,12,2,5
1500000US060375404002,060375404002,"Block Group 2, Census Tract 5404, Los Angeles County, California",291,45,129,39,81,30,0,12,0,12,11,16,70,38,0,12,0,12,0,12
1500000US060375405011,060375405011,"Block Group 1, Census Tract 5405.01, Los Angeles County, California",288,81,75,55,48,35,0,12,7,12,0,12,158,86,0,12,0,12,0,12
1500000US060375405012,060375405012,"Block Group 2, Census Tract 5405.01, Los Angeles County, California",174,73,29,28,17,18,0,12,0,12,0,12,128,70,0,12,0,12,0,12
1500000US060375405013,060375405013,"Block Group 3, Census Tract 5405.01, Los Angeles County, California",309,85,65,46,45,32,0,12,0,12,0,12,179,82,20,24,0,12,20,24
1500000US060375405014,060375405014,"Block Group 4, Census Tract 5405.01, Los Angeles County, California",286,84,83,52,32,27,10,16,0,12,0,12,161,80,0,12,0,12,0,12
1500000US060375405021,060375405021,"Block Group 1, Census Tract 5405.02, Los Angeles County, California",693,93,264,79,102,47,10,16,13,20,0,12,304,78,0,12,0,12,0,12
1500000US060375405022,060375405022,"Block Group 2, Census Tract 5405.02, Los Angeles County, California",342,83,150,74,45,47,0,12,0,12,0,12,147,70,0,12,0,12,0,12
1500000US060375405023,060375405023,"Block Group 3, Census Tract 5405.02, Los Angeles County, California",442,91,141,68,80,42,0,12,0,12,0,12,221,80,0,12,0,12,0,12
1500000US060375406001,060375406001,"Block Group 1, Census Tract 5406, Los Angeles County, California",720,99,122,80,453,87,26,31,0,12,0,12,108,63,11,18,0,12,11,18
1500000US060375406002,060375406002,"Block Group 2, Census Tract 5406, Los Angeles County, California",323,77,119,75,77,52,0,12,0,12,0,12,127,63,0,12,0,12,0,12
1500000US060375407001,060375407001,"Block Group 1, Census Tract 5407, Los Angeles County, California",189,76,47,34,92,58,0,12,0,12,0,12,41,42,9,14,0,12,9,14
1500000US060375407002,060375407002,"Block Group 2, Census Tract 5407, Los Angeles County, California",367,92,49,40,214,66,0,12,20,27,0,12,65,74,19,31,0,12,19,31
1500000US060375407003,060375407003,"Block Group 3, Census Tract 5407, Los Angeles County, California",176,62,33,25,86,45,0,12,13,20,0,12,44,36,0,12,0,12,0,12
