GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
1500000US060371011101,060371011101,"Block Group 1, Census Tract 1011.10, Los Angeles County, California",428900,39036
1500000US060371011102,060371011102,"Block Group 2, Census Tract 1011.10, Los Angeles County, California",358100,30411
1500000US060371011103,060371011103,"Block Group 3, Census Tract 1011.10, Los Angeles County, California",333100,32146
1500000US060371011221,060371011221,"Block Group 1, Census Tract 1011.22, Los Angeles County, California",502300,51707
1500000US060371011222,060371011222,"Block Group 2, Census Tract 1011.22, Los Angeles County, California",490600,47841
1500000US060371012101,060371012101,"Block Group 1, Census Tract 1012.10, Los Angeles County, California",303000,43544
1500000US060371012102,060371012102,"Block Group 2, Census Tract 1012.10, Los Angeles County, California",295900,57199
1500000US060371012201,060371012201,"Block Group 1, Census Tract 1012.20, Los Angeles County, California",374600,65760
1500000US060371012202,060371012202,"Block Group 2, Census Tract 1012.20, Los Angeles County, California",291200,65047
1500000US060371013001,060371013001,"Block Group 1, Census Tract 1013, Los Angeles County, California",472900,33933
1500000US060371013002,060371013002,"Block Group 2, Census Tract 1013, Los Angeles County, California",421200,82909
1500000US060371013003,060371013003,"Block Group 3, Census Tract 1013, Los Angeles County, California",464900,22924
1500000US060371013004,060371013004,"Block Group 4, Census Tract 1013, Los Angeles County, California",418200,63978
1500000US060371014001,060371014001,"Block Group 1, Census Tract 1014, Los Angeles County, California",239600,113720
1500000US060371014002,060371014002,"Block Group 2, Census Tract 1014, Los Angeles County, California",512400,64034
1500000US060371014003,060371014003,"Block Group 3, Census Tract 1014, Los Angeles County, California",461300,60084
1500000US060371021031,060371021031,"Block Group 1, Census Tract 1021.03, Los Angeles County, California",489500,48837
1500000US060371021041,060371021041,"Block Group 1, Census Tract 1021.04, Los Angeles County, California",401600,22703
1500000US060371021042,060371021042,"Block Group 2, Census Tract 1021.04, Los Angeles County, California",475600,76918
1500000US060371021051,060371021051,"Block Group 1, Census Tract 1021.05, Los Angeles County, California",397200,68978
1500000US060371021052,060371021052,"Block Group 2, Census Tract 1021.05, Los Angeles County, California",373800,59760
1500000US060371021071,060371021071,"Block Group 1, Census Tract 1021.07, Los Angeles County, California",525500,68754
1500000US060371021072,060371021072,"Block Group 2, Census Tract 1021.07, Los Angeles County, California",483600,80636
1500000US060371031011,060371031011,"Block Group 1, Census Tract 1031.01, Los Angeles County, California",387100,25864
1500000US060371031012,060371031012,"Block Group 2, Census Tract 1031.01, Los Angeles County, California",428400,44426
