"place","year","candidates","candidates_l","seats_l","totalvotes","totalvotes_l","n_elected","n_elected_l","n_elected_a","n_elected_b","n_elected_w","prop_latino_elected","prop_asian_elected","prop_black_elected","prop_white_elected","prop_latino_ran","latino_voteshare"
"13945",2018,3,0,0,4541,0,2,0,0,0,2,0,0,0,1,0,0
"14190",1998,5,0,0,4550,0,3,0,0,0,3,0,0,0,1,0,0
"14190",2000,5,0,0,4363,0,2,0,0,0,2,0,0,0,1,0,0
"14190",2004,4,0,0,5353,0,2,0,0,0,2,0,0,0,1,0,0
"14190",2006,5,0,0,6600,0,3,0,0,0,3,0,0,0,1,0,0
"14190",2008,4,0,0,8346,0,3,0,0,0,3,0,0,0,1,0,0
"14190",2010,5,0,0,6778,0,3,0,0,0,3,0,0,0,1,0,0
"14190",2012,3,0,0,5267,0,2,0,0,0,2,0,0,0,1,0,0
"14190",2014,5,0,0,5086,0,3,0,0,0,3,0,0,0,1,0,0
"14190",2016,8,0,0,6307,0,2,0,0,0,2,0,0,0,1,0,0
"14190",2018,6,1,1,8288,2107,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.254222972972973
"14218",2001,7,0,0,15538,0,2,0,0,0,2,0,0,0,1,0,0
"14218",2009,3,0,0,25260,0,2,0,0,0,2,0,0,0,1,0,0
"14218",2017,5,0,0,21651,0,3,0,1,0,2,0,0.333333333333333,0,0.666666666666667,0,0
"14218",2019,4,2,2,25018,9410,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.666666666666667,0.376129186985371
"14260",1999,3,3,2,1206,1206,2,2,0,0,0,1,0,0,0,1,1
"14260",2001,7,7,3,3151,3151,3,3,0,0,0,1,0,0,0,1,1
"14260",2004,4,4,2,4457,4457,2,2,0,0,0,1,0,0,0,1,1
"14260",2006,7,7,2,3826,3826,2,2,0,0,0,1,0,0,0,1,1
"14260",2008,5,5,2,7003,7003,2,2,0,0,0,1,0,0,0,1,1
"14260",2010,4,4,2,4931,4931,2,2,0,0,0,1,0,0,0,1,1
"14260",2012,4,4,2,7130,7130,2,2,0,0,0,1,0,0,0,1,1
"14260",2014,6,6,2,5448,5448,2,2,0,0,0,1,0,0,0,1,1
"14260",2016,2,2,2,8025,8025,2,2,0,0,0,1,0,0,0,1,1
"14260",2018,5,5,2,7862,7862,2,2,0,0,0,1,0,0,0,1,1
"14274",1998,7,0,0,5865,0,3,0,0,0,3,0,0,0,1,0,0
"14274",2000,6,1,1,4476,644,2,0,0,0,2,0,0,0,1,0.5,0.143878462913315
"14274",2002,6,1,1,4671,478,3,0,0,0,3,0,0,0,1,0.333333333333333,0.102333547420253
"14274",2004,7,0,0,4498,0,2,0,0,0,2,0,0,0,1,0,0
"14274",2006,11,2,2,5407,1142,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.666666666666667,0.21120769373035
"14274",2008,5,0,0,4967,0,2,0,0,0,2,0,0,0,1,0,0
"14274",2010,4,1,1,4382,1088,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.248288452761296
"14274",2012,4,0,0,4138,0,2,0,0,0,2,0,0,0,1,0,0
"14274",2014,6,2,2,4514,1197,3,0,0,0,3,0,0,0,1,0.666666666666667,0.26517501107665
"14274",2016,5,1,1,4848,761,2,0,0,0,2,0,0,0,1,0.5,0.156971947194719
"14274",2018,6,1,1,1812,245,3,0,0,0,3,0,0,0,1,0.333333333333333,0.135209713024283
"14498",1998,4,0,0,864,0,3,0,0,0,3,0,0,0,1,0,0
"14498",2000,4,0,0,954,0,2,0,0,0,2,0,0,0,1,0,0
"14498",2002,3,0,0,850,0,3,0,0,0,3,0,0,0,1,0,0
"14498",2004,3,0,0,1540,0,3,0,0,0,3,0,0,0,1,0,0
"14498",2006,5,0,0,1294,0,3,0,0,0,3,0,0,0,1,0,0
"14498",2008,5,0,0,1474,0,3,0,0,0,3,0,0,0,1,0,0
"14498",2012,3,0,0,827,0,2,0,0,0,2,0,0,0,1,0,0
"14498",2014,8,0,0,1029,0,3,0,0,0,3,0,0,0,1,0,0
"14498",2016,4,2,2,1123,486,2,0,0,0,2,0,0,0,1,1,0.432769367764915
"14498",2018,12,1,1,2329,311,4,1,0,0,3,0.25,0,0,0.75,0.25,0.133533705452984
"14736",1998,2,0,0,227,0,2,0,1,0,1,0,0.5,0,0.5,0,0
"14736",2000,6,2,2,808,342,3,2,0,0,1,0.666666666666667,0,0,0.333333333333333,0.666666666666667,0.423267326732673
"14736",2002,3,0,0,377,0,2,0,1,0,1,0,0.5,0,0.5,0,0
"14736",2004,5,2,2,1353,307,3,1,0,0,1,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0.22690317812269
"14736",2006,3,0,0,558,0,2,0,1,0,1,0,0.5,0,0.5,0,0
"14736",2008,4,3,3,1026,758,3,2,0,0,1,0.666666666666667,0,0,0.333333333333333,1,0.738791423001949
"14736",2010,2,0,0,416,0,2,0,1,0,1,0,0.5,0,0.5,0,0
"14736",2016,5,2,2,1068,424,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.666666666666667,0.397003745318352
"14736",2018,2,0,0,584,0,2,0,1,0,1,0,0.5,0,0.5,0,0
"14764",2014,4,0,0,447,0,2,0,0,0,1,0,0,0,0.5,0,0
"14890",1998,11,6,3,4160,1919,4,1,0,2,1,0.25,0,0.5,0.25,0.75,0.461298076923077
"14890",2000,7,2,2,4467,1057,3,1,0,0,1,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0.236624132527423
"14890",2001,3,0,0,330,0,1,0,0,1,0,0,0,1,0,0,0
"14890",2002,3,1,0,437,246,3,3,0,0,0,1,0,0,0,0,0.562929061784897
"14890",2004,4,2,1,4257,1297,3,1,0,1,1,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.304674653511863
"14890",2006,7,6,3,3214,2750,3,3,0,0,0,1,0,0,0,1,0.855631611698818
"14890",2007,7,5,1,755,683,1,1,0,0,0,1,0,0,0,1,0.904635761589404
"14890",2008,8,5,2,5823,3298,3,2,0,0,0,0.666666666666667,0,0,0,0.666666666666667,0.566374720934226
"14890",2010,6,6,3,4007,4007,3,3,0,0,0,1,0,0,0,1,1
"14890",2012,8,5,2,5382,2965,3,2,0,0,0,0.666666666666667,0,0,0,0.666666666666667,0.55091044221479
"14890",2014,5,5,3,2709,2709,3,3,0,0,0,1,0,0,0,1,1
"14890",2016,8,3,2,6279,2989,3,2,0,1,0,0.666666666666667,0,0.333333333333333,0,0.666666666666667,0.47603121516165
"14890",2018,3,3,3,4263,4263,3,3,0,0,0,1,0,0,0,1,1
"14946",1998,3,0,0,2649,0,2,0,0,0,2,0,0,0,1,0,0
"14946",2000,5,0,0,3918,0,3,0,0,0,3,0,0,0,1,0,0
"14946",2002,5,0,0,2522,0,2,0,0,0,2,0,0,0,1,0,0
"14946",2004,4,0,0,3855,0,3,0,0,0,3,0,0,0,1,0,0
"14946",2006,4,0,0,2563,0,2,0,0,0,2,0,0,0,1,0,0
"14946",2007,3,0,0,1012,0,1,0,0,0,1,0,0,0,1,0,0
"14946",2008,3,0,0,3018,0,3,0,0,0,3,0,0,0,1,0,0
"14946",2012,6,1,1,4120,1190,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.288834951456311
"14946",2016,4,1,1,4757,1134,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.238385537103216
"14946",2018,4,0,0,3978,0,3,0,0,0,3,0,0,0,1,0,0
"14974",2005,9,8,3,5198,4828,3,3,0,0,0,1,0,0,0,1,0.928818776452482
"14974",2007,5,5,2,2913,2913,2,2,0,0,0,1,0,0,0,1,1
"14974",2008,5,5,2,5504,5504,2,2,0,0,0,1,0,0,0,1,1
"14974",2009,10,10,3,4621,4621,3,3,0,0,0,1,0,0,0,1,1
"14974",2011,8,8,2,2609,2609,2,2,0,0,0,1,0,0,0,1,1
"14974",2013,6,6,3,3549,3549,3,3,0,0,0,1,0,0,0,1,1
"14974",2015,6,6,2,2622,2622,2,2,0,0,0,1,0,0,0,1,1
"14974",2017,11,11,3,4508,4508,3,3,0,0,0,1,0,0,0,1,1
"15044",2001,10,2,0,18849,2983,2,0,0,2,0,0,0,1,0,0,0.158257732505703
"15044",2003,8,1,1,11541,1813,2,0,0,2,0,0,0,1,0,0.5,0.157092106403258
"15044",2005,11,2,0,12022,1422,2,0,0,2,0,0,0,1,0,0,0.118283147562802
"15044",2007,5,1,1,5738,1045,2,0,0,2,0,0,0,1,0,0.5,0.182119205298013
"15044",2009,4,0,0,3822,0,3,0,0,3,0,0,0,1,0,0,0
"15044",2011,7,2,0,3371,839,2,1,0,1,0,0.5,0,0.5,0,0,0.248887570453871
"15044",2013,7,2,0,1206,440,2,1,0,1,0,0.5,0,0.5,0,0,0.364842454394693
"15044",2015,12,3,0,2645,1109,2,1,0,1,0,0.5,0,0.5,0,0,0.419281663516068
"15044",2017,5,1,0,2165,649,2,1,0,1,0,0.5,0,0.5,0,0,0.299769053117783
"15044",2019,9,3,0,3052,943,2,0,0,2,0,0,0,1,0,0,0.308977719528178
"16000",2000,4,0,0,64112,0,2,0,0,0,2,0,0,0,1,0,0
"16000",2002,7,1,1,66373,9341,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.140734937399244
"16000",2004,3,0,0,60935,0,2,0,0,0,2,0,0,0,1,0,0
"16000",2006,8,1,1,69833,12381,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.177294402359916
"16000",2008,3,0,0,61606,0,2,0,0,0,2,0,0,0,1,0,0
"16000",2010,10,0,0,82895,0,3,0,0,0,3,0,0,0,1,0,0
"16000",2012,11,1,1,69129,2148,2,0,0,0,2,0,0,0,1,0.5,0.0310723430108927
"16000",2014,9,0,0,58814,0,3,0,0,0,3,0,0,0,1,0,0
"16000",2016,7,2,2,65773,9286,2,0,0,0,2,0,0,0,1,1,0.141182552111049
"16000",2018,6,0,0,20300,0,3,0,0,0,3,0,0,0,1,0,0
"16224",1998,5,1,1,3428,838,3,1,0,1,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.244457409568261
"16224",2000,6,2,2,3813,2175,2,1,0,0,1,0.5,0,0,0.5,1,0.570416994492526
"16224",2002,4,1,1,2791,758,3,1,0,2,0,0.333333333333333,0,0.666666666666667,0,0.333333333333333,0.271587244715156
"16224",2006,4,1,1,3266,951,3,1,0,1,1,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.291181873851806
"16224",2008,3,2,2,3487,2329,2,1,0,0,1,0.5,0,0,0.5,1,0.667909377688558
"16224",2012,4,1,1,3394,825,2,0,0,0,1,0,0,0,0.5,0.5,0.243076016499705
"16224",2014,4,2,2,2898,1706,3,2,0,1,0,0.666666666666667,0,0.333333333333333,0,0.666666666666667,0.588681849551415
"16224",2016,6,1,1,3769,787,2,1,0,0,0,0.5,0,0,0,0.5,0.208808702573627
"16322",1998,3,0,0,2365,0,2,0,0,0,2,0,0,0,1,0,0
"16322",2000,4,0,0,2605,0,2,0,0,0,2,0,0,0,1,0,0
"16322",2002,4,0,0,997,0,2,0,0,0,2,0,0,0,1,0,0
"16322",2004,7,1,1,3037,645,2,1,0,0,1,0.5,0,0,0.5,0.5,0.212380638788278
"16322",2006,5,0,0,2433,0,2,0,0,0,2,0,0,0,1,0,0
"16322",2008,5,1,1,3041,482,2,0,0,0,2,0,0,0,1,0.5,0.158500493258796
"16322",2010,6,1,1,2684,587,2,1,0,0,1,0.5,0,0,0.5,0.5,0.218703427719821
"16322",2012,3,1,1,2587,1009,2,1,0,0,1,0.5,0,0,0.5,0.5,0.390027058368767
"16322",2014,3,0,0,1683,0,2,0,0,0,2,0,0,0,1,0,0
"16322",2016,4,1,1,2995,869,2,1,0,0,1,0.5,0,0,0.5,0.5,0.290150250417362
"16322",2018,4,0,0,2350,0,2,0,0,0,2,0,0,0,1,0,0
"16350",1998,4,0,0,47977,0,3,0,0,0,3,0,0,0,1,0,0
"16350",2000,8,2,2,56592,18710,2,0,0,0,2,0,0,0,1,1,0.330612100650269
"16350",2002,7,2,2,50347,17758,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.666666666666667,0.352712177488232
"16350",2004,6,1,1,66893,8049,2,0,0,0,2,0,0,0,1,0.5,0.12032649156115
"16350",2006,4,1,1,57247,13581,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.237235138959247
"16350",2008,5,0,0,63986,0,2,0,0,0,2,0,0,0,1,0,0
"16350",2010,4,1,1,59416,14899,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.250757371751717
"16350",2012,6,0,0,59031,0,2,0,0,0,2,0,0,0,1,0,0
"16350",2014,6,1,1,48554,9037,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.186122667545413
"16350",2016,5,2,2,72035,18500,2,0,0,0,2,0,0,0,1,1,0.256819601582564
"16350",2018,11,1,1,27697,3172,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.114525038812868
"16378",1998,6,0,0,13343,0,2,0,0,0,2,0,0,0,1,0,0
"16378",2000,8,0,0,14744,0,2,0,0,0,2,0,0,0,1,0,0
"16378",2002,7,0,0,11744,0,2,0,0,0,1,0,0,0,0.5,0,0
"16378",2004,4,0,0,14467,0,2,0,0,0,2,0,0,0,1,0,0
"16378",2006,5,0,0,11821,0,2,0,0,0,1,0,0,0,0.5,0,0
"16378",2008,5,0,0,13630,0,2,0,0,0,2,0,0,0,1,0,0
"16378",2009,3,0,0,4766,0,1,0,0,0,1,0,0,0,1,0,0
"16378",2010,3,0,0,10521,0,2,0,0,0,2,0,0,0,1,0,0
"16378",2012,5,0,0,13910,0,2,0,0,0,2,0,0,0,1,0,0
"16378",2014,3,1,1,9079,1363,2,0,0,0,2,0,0,0,1,0.5,0.150126665932371
"16378",2016,5,0,0,13307,0,2,0,0,0,2,0,0,0,1,0,0
"16378",2018,5,0,0,12776,0,2,0,0,0,2,0,0,0,1,0,0
"16462",1999,3,0,0,4667,0,2,0,1,0,1,0,0.5,0,0.5,0,0
"16462",2001,5,0,0,5367,0,3,0,0,0,3,0,0,0,1,0,0
"16462",2003,3,0,0,3263,0,2,0,1,0,1,0,0.5,0,0.5,0,0
"16462",2009,4,0,0,5701,0,3,0,0,0,3,0,0,0,1,0,0
"16462",2011,3,0,0,4511,0,2,0,0,0,2,0,0,0,1,0,0
"16462",2013,4,0,0,5681,0,3,0,0,0,3,0,0,0,1,0,0
"16462",2015,3,0,0,2998,0,2,0,0,0,2,0,0,0,1,0,0
"16462",2018,4,0,0,6487,0,3,0,0,0,3,0,0,0,1,0,0
"16532",1998,6,0,0,35660,0,2,0,0,0,2,0,0,0,1,0,0
"16532",2000,11,0,0,73889,0,3,0,0,0,3,0,0,0,1,0,0
"16532",2002,5,0,0,34658,0,2,0,0,0,2,0,0,0,1,0,0
"16532",2004,12,1,1,84216,5797,3,0,0,0,3,0,0,0,1,0.333333333333333,0.0688349007314525
"16532",2006,6,1,1,39088,2717,2,0,0,0,2,0,0,0,1,0.5,0.0695098239869014
"16532",2008,9,0,0,84831,0,3,0,0,0,3,0,0,0,1,0,0
"16532",2010,5,0,0,41017,0,2,0,0,0,2,0,0,0,1,0,0
"16532",2012,8,0,0,89170,0,3,0,0,0,3,0,0,0,1,0,0
"16532",2014,8,1,1,35286,5305,2,0,0,0,2,0,0,0,1,0.5,0.15034291220314
"16532",2016,7,1,1,95534,10334,3,0,0,0,3,0,0,0,1,0.333333333333333,0.108170912973392
"16532",2018,8,2,1,13707,2312,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.168672940833151
"16560",1998,6,0,0,3864,0,2,0,0,0,2,0,0,0,1,0,0
"16560",2000,13,0,0,7275,0,3,0,0,0,3,0,0,0,1,0,0
"16560",2002,3,0,0,3441,0,2,0,0,0,2,0,0,0,1,0,0
"16560",2004,8,0,0,8138,0,3,0,0,0,3,0,0,0,1,0,0
"16560",2006,3,0,0,4059,0,2,0,0,0,2,0,0,0,1,0,0
"16560",2008,6,0,0,7901,0,3,0,0,0,3,0,0,0,1,0,0
"16560",2009,3,0,0,1386,0,1,0,0,0,1,0,0,0,1,0,0
"16560",2010,3,0,0,4157,0,2,0,0,0,2,0,0,0,1,0,0
"16560",2012,4,0,0,6601,0,3,0,0,0,3,0,0,0,1,0,0
"16560",2014,3,0,0,2521,0,2,0,0,0,2,0,0,0,1,0,0
"16560",2016,6,0,0,7897,0,3,0,0,0,3,0,0,0,1,0,0
"16560",2018,3,0,0,4934,0,2,0,0,0,2,0,0,0,1,0,0
"16742",2005,11,3,3,9009,2092,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,1,0.232212232212232
"16742",2007,9,3,2,6647,1469,2,0,0,0,2,0,0,0,1,1,0.22100195576952
"16742",2009,8,1,1,8213,605,3,0,0,0,3,0,0,0,1,0.333333333333333,0.0736637038840862
"16742",2013,4,1,1,7448,1837,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.246643394199785
"16742",2017,4,2,2,8288,4832,3,2,0,0,1,0.666666666666667,0,0,0.333333333333333,0.666666666666667,0.583011583011583
"17022",1998,3,0,0,1357,0,2,0,0,0,2,0,0,0,1,0,0
"17022",2000,6,0,0,2328,0,3,0,0,1,2,0,0,0.333333333333333,0.666666666666667,0,0
"17022",2002,3,0,0,1255,0,1,0,0,0,1,0,0,0,1,0,0
"17022",2004,7,0,0,2742,0,3,0,0,2,1,0,0,0.666666666666667,0.333333333333333,0,0
"17022",2006,5,0,0,1351,0,2,0,0,0,2,0,0,0,1,0,0
"17022",2008,9,0,0,2888,0,5,0,0,0,5,0,0,0,1,0,0
"17022",2010,3,0,0,1369,0,1,0,0,0,1,0,0,0,1,0,0
"17022",2012,6,0,0,2646,0,3,0,0,0,3,0,0,0,1,0,0
"17022",2014,5,0,0,1346,0,2,0,0,0,2,0,0,0,1,0,0
"17022",2016,6,0,0,2611,0,3,0,0,0,3,0,0,0,1,0,0
"17022",2018,3,1,1,1313,297,2,0,0,0,2,0,0,0,1,0.5,0.226199543031226
"17498",2007,5,5,3,2555,2555,3,3,0,0,0,1,0,0,0,1,1
"17498",2009,5,5,2,2457,2457,2,2,0,0,0,1,0,0,0,1,1
"17498",2013,9,9,3,3309,3309,3,3,0,0,0,1,0,0,0,1,1
"17498",2015,5,5,3,2114,2114,3,3,0,0,0,1,0,0,0,1,1
"17498",2017,9,9,2,2426,2426,2,2,0,0,0,1,0,0,0,1,1
"17498",2018,12,12,2,11000,11000,2,2,0,0,0,1,0,0,0,1,1
"17568",2004,6,1,1,14946,2092,3,0,0,0,3,0,0,0,1,0.333333333333333,0.139970560685133
"17568",2006,3,0,0,7853,0,2,0,0,0,2,0,0,0,1,0,0
"17568",2008,9,1,1,12193,2381,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.195275978020176
"17568",2010,4,0,0,8693,0,2,0,0,0,2,0,0,0,1,0,0
"17568",2012,9,0,0,20993,0,4,0,0,0,4,0,0,0,1,0,0
"17568",2014,4,0,0,6751,0,2,0,0,0,2,0,0,0,1,0,0
"17568",2016,7,1,1,14333,768,3,0,0,0,3,0,0,0,1,0.333333333333333,0.0535826414567781
"17568",2018,4,1,1,13109,3264,2,0,0,0,1,0,0,0,0.5,0.5,0.248989244030819
"17610",1999,3,0,0,12819,0,2,0,1,0,1,0,0.5,0,0.5,0,0
"17610",2001,6,1,1,18184,3846,3,1,1,0,1,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.211504619445667
"17610",2003,4,0,0,11893,0,2,0,1,0,1,0,0.5,0,0.5,0,0
"17610",2005,6,1,1,34141,7752,3,1,1,0,1,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.227058375560177
"17610",2007,6,0,0,16838,0,2,0,2,0,0,0,1,0,0,0,0
"17610",2008,3,0,0,14004,0,1,0,0,0,1,0,0,0,1,0,0
"17610",2009,7,0,0,26605,0,3,0,1,0,2,0,0.333333333333333,0,0.666666666666667,0,0
"17610",2011,6,0,0,18395,0,2,0,1,0,1,0,0.5,0,0.5,0,0
"17610",2014,8,0,0,36024,0,3,0,1,0,2,0,0.333333333333333,0,0.666666666666667,0,0
"17610",2016,8,0,0,36452,0,2,0,0,0,2,0,0,0,1,0,0
"17610",2018,8,0,0,52616,0,3,0,1,0,2,0,0.333333333333333,0,0.666666666666667,0,0
"17750",1998,10,0,0,34410,0,3,0,1,0,2,0,0.333333333333333,0,0.666666666666667,0,0
"17750",2002,8,0,0,30091,0,3,0,1,0,2,0,0.333333333333333,0,0.666666666666667,0,0
"17750",2004,2,0,0,23548,0,2,0,0,0,2,0,0,0,1,0,0
"17750",2006,7,1,1,29754,4087,3,0,1,0,2,0,0.333333333333333,0,0.666666666666667,0.333333333333333,0.137359682731734
"17750",2012,4,0,0,27330,0,2,0,0,0,2,0,0,0,1,0,0
"17750",2014,7,1,1,26664,5486,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.205745574557456
"17750",2016,4,1,1,29555,5596,2,0,0,0,2,0,0,0,1,0.5,0.189341904923025
"17750",2018,6,2,2,40495,13669,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667,0.666666666666667,0.337547845413014
"17918",1998,6,1,1,36430,7386,3,0,0,0,1,0,0,0,0.333333333333333,0.333333333333333,0.202744990392534
"17918",2000,3,1,1,33124,15940,2,1,0,0,0,0.5,0,0,0,0.5,0.481222074628668
"17918",2002,6,2,2,33591,10690,3,1,0,0,1,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0.318240004763181
"17918",2004,4,1,1,36699,14224,2,1,0,0,1,0.5,0,0,0.5,0.5,0.387585492792719
"17918",2006,7,3,3,42878,15200,3,1,0,0,1,0.333333333333333,0,0,0.333333333333333,1,0.354494146182191
"17918",2008,3,1,1,39914,13873,2,1,0,0,1,0.5,0,0,0.5,0.5,0.347572280402866
"17918",2010,5,1,1,40337,9252,3,1,0,0,1,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.229367578154052
"17918",2011,3,0,0,7506,0,1,0,1,0,0,0,1,0,0,0,0
"17918",2012,5,1,1,41152,13207,2,1,0,0,1,0.5,0,0,0.5,0.5,0.320932153965785
"17918",2014,4,0,0,29083,0,3,0,1,0,1,0,0.333333333333333,0,0.333333333333333,0,0
"17918",2016,5,0,0,46726,0,2,0,1,0,1,0,0.5,0,0.5,0,0
"17918",2018,4,0,0,55092,0,3,0,2,0,1,0,0.666666666666667,0,0.333333333333333,0,0
"17946",1998,11,0,0,29573,0,3,0,0,0,3,0,0,0,1,0,0
"17946",2000,5,0,0,23979,0,2,0,0,0,2,0,0,0,1,0,0
"17946",2002,10,0,0,27989,0,3,0,0,0,3,0,0,0,1,0,0
"17946",2004,5,0,0,28501,0,2,0,0,0,2,0,0,0,1,0,0
"17946",2006,8,1,1,26682,1303,3,0,0,0,3,0,0,0,1,0.333333333333333,0.0488344202083802
"17946",2008,3,0,0,21493,0,2,0,0,0,2,0,0,0,1,0,0
"17946",2010,5,0,0,28557,0,3,0,0,0,3,0,0,0,1,0,0
"17946",2012,4,1,1,22950,6257,2,1,0,0,1,0.5,0,0,0.5,0.5,0.272636165577342
"17946",2014,9,0,0,23901,0,3,0,0,0,3,0,0,0,1,0,0
"17946",2016,5,0,0,24927,0,2,0,0,0,2,0,0,0,1,0,0
"17946",2018,8,0,0,9199,0,3,0,0,0,3,0,0,0,1,0,0
"17988",2000,6,0,0,49776,0,3,0,0,0,3,0,0,0,1,0,0
"17988",2002,6,0,0,26726,0,2,0,0,0,2,0,0,0,1,0,0
"17988",2004,4,0,0,49177,0,3,0,0,0,3,0,0,0,1,0,0
"17988",2006,3,0,0,26394,0,2,0,0,0,2,0,0,0,1,0,0
"17988",2008,4,0,0,51626,0,3,0,0,0,3,0,0,0,1,0,0
"17988",2012,7,0,0,51787,0,3,0,0,0,3,0,0,0,1,0,0
"17988",2014,3,0,0,22148,0,2,0,0,0,2,0,0,0,1,0,0
"17988",2018,3,0,0,32793,0,2,0,0,0,2,0,0,0,1,0,0
"18100",1998,5,0,0,27506,0,2,0,0,0,2,0,0,0,1,0,0
"18100",2000,8,0,0,48281,0,3,0,0,0,3,0,0,0,1,0,0
"18100",2002,6,0,0,26992,0,2,0,0,0,2,0,0,0,1,0,0
"18100",2004,8,0,0,47709,0,3,0,0,0,3,0,0,0,1,0,0
"18100",2006,5,0,0,27530,0,2,0,0,0,2,0,0,0,1,0,0
"18100",2008,6,1,1,37083,4878,3,0,0,0,3,0,0,0,1,0.333333333333333,0.131542755440498
"18100",2010,5,0,0,23069,0,2,0,0,0,2,0,0,0,1,0,0
"18100",2012,5,0,0,35227,0,3,0,1,0,2,0,0.333333333333333,0,0.666666666666667,0,0
"18100",2014,5,0,0,23140,0,2,0,0,0,2,0,0,0,1,0,0
"18100",2016,4,0,0,43102,0,3,0,1,0,2,0,0.333333333333333,0,0.666666666666667,0,0
"18100",2018,9,2,2,31739,8151,2,1,0,0,1,0.5,0,0,0.5,1,0.256813384164592
"18394",1998,4,3,2,6146,4545,2,2,0,0,0,1,0,0,0,1,0.739505369345916
"18394",2000,5,4,3,9901,7811,3,2,0,0,1,0.666666666666667,0,0,0.333333333333333,1,0.788910211089789
"18394",2002,6,5,2,6627,5280,2,1,0,1,0,0.5,0,0.5,0,1,0.796740606609325
"18394",2004,7,5,3,13738,10552,3,3,0,0,0,1,0,0,0,1,0.768088513611879
"18394",2006,4,1,1,6646,1453,2,0,0,2,0,0,0,1,0,0.5,0.218627746012639
"18394",2007,3,1,1,2311,404,1,0,0,1,0,0,0,1,0,1,0.174816096927737
"18394",2008,7,5,3,13827,10255,3,3,0,0,0,1,0,0,0,1,0.741664858609966
"18394",2010,3,1,1,6819,2431,2,1,0,1,0,0.5,0,0.5,0,0.5,0.356503886200323
"18394",2012,4,4,3,11328,11328,3,3,0,0,0,1,0,0,0,1,1
"18394",2014,7,4,2,7091,3379,2,0,0,2,0,0,0,1,0,1,0.476519531800874
"18394",2016,5,5,3,14126,14126,3,3,0,0,0,1,0,0,0,1,1
"18394",2018,7,3,3,15382,7217,3,1,0,1,0,0.333333333333333,0,0.333333333333333,0,1,0.46918476140944
"18506",1998,3,0,0,3571,0,2,0,0,0,2,0,0,0,1,0,0
"18506",2000,4,0,0,5811,0,3,0,0,0,3,0,0,0,1,0,0
"18506",2002,3,0,0,3069,0,2,0,0,0,2,0,0,0,1,0,0
"18506",2004,6,0,0,6310,0,3,0,0,0,3,0,0,0,1,0,0
"18506",2006,4,0,0,3634,0,2,0,0,0,2,0,0,0,1,0,0
"18506",2008,3,0,0,4418,0,3,0,0,0,3,0,0,0,1,0,0
"18506",2010,3,0,0,2827,0,2,0,0,0,2,0,0,0,1,0,0
"18506",2012,3,0,0,3838,0,3,0,0,0,3,0,0,0,1,0,0
"18506",2016,6,0,0,6482,0,3,0,0,0,3,0,0,0,1,0,0
"18506",2018,4,0,0,4254,0,2,0,0,0,2,0,0,0,1,0,0
"18688",2002,3,0,0,1122,0,2,0,0,0,2,0,0,0,1,0,0
"18688",2004,2,0,0,1167,0,2,0,0,0,2,0,0,0,1,0,0
"18688",2006,2,0,0,906,0,2,0,0,0,2,0,0,0,1,0,0
"18688",2010,2,0,0,989,0,2,0,0,0,2,0,0,0,1,0,0
"18688",2012,3,0,0,1385,0,2,0,0,0,2,0,0,0,1,0,0
"18688",2014,3,0,0,897,0,2,0,0,0,2,0,0,0,1,0,0
"18688",2016,3,0,0,1438,0,2,0,0,0,2,0,0,0,1,0,0
