GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2017 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2017 inflation-adjusted dollars)
1500000US060371011101,060371011101,"Block Group 1, Census Tract 1011.10, Los Angeles County, California",75694,19787
1500000US060371011102,060371011102,"Block Group 2, Census Tract 1011.10, Los Angeles County, California",31667,15790
1500000US060371011103,060371011103,"Block Group 3, Census Tract 1011.10, Los Angeles County, California",51950,12060
1500000US060371011221,060371011221,"Block Group 1, Census Tract 1011.22, Los Angeles County, California",86000,19253
1500000US060371011222,060371011222,"Block Group 2, Census Tract 1011.22, Los Angeles County, California",84375,21909
1500000US060371012101,060371012101,"Block Group 1, Census Tract 1012.10, Los Angeles County, California",29422,5656
1500000US060371012102,060371012102,"Block Group 2, Census Tract 1012.10, Los Angeles County, California",44020,6961
1500000US060371012201,060371012201,"Block Group 1, Census Tract 1012.20, Los Angeles County, California",45568,14764
1500000US060371012202,060371012202,"Block Group 2, Census Tract 1012.20, Los Angeles County, California",38578,8148
1500000US060371013001,060371013001,"Block Group 1, Census Tract 1013, Los Angeles County, California",109609,39890
1500000US060371013002,060371013002,"Block Group 2, Census Tract 1013, Los Angeles County, California",92900,16561
1500000US060371013003,060371013003,"Block Group 3, Census Tract 1013, Los Angeles County, California",54643,32123
1500000US060371013004,060371013004,"Block Group 4, Census Tract 1013, Los Angeles County, California",59038,42101
1500000US060371014001,060371014001,"Block Group 1, Census Tract 1014, Los Angeles County, California",37232,21100
1500000US060371014002,060371014002,"Block Group 2, Census Tract 1014, Los Angeles County, California",81875,16360
1500000US060371014003,060371014003,"Block Group 3, Census Tract 1014, Los Angeles County, California",79135,19806
1500000US060371021031,060371021031,"Block Group 1, Census Tract 1021.03, Los Angeles County, California",81477,10437
1500000US060371021041,060371021041,"Block Group 1, Census Tract 1021.04, Los Angeles County, California",72802,5842
1500000US060371021042,060371021042,"Block Group 2, Census Tract 1021.04, Los Angeles County, California",78231,17904
1500000US060371021051,060371021051,"Block Group 1, Census Tract 1021.05, Los Angeles County, California",52042,11521
1500000US060371021052,060371021052,"Block Group 2, Census Tract 1021.05, Los Angeles County, California",45729,16754
1500000US060371021071,060371021071,"Block Group 1, Census Tract 1021.07, Los Angeles County, California",86250,34354
1500000US060371021072,060371021072,"Block Group 2, Census Tract 1021.07, Los Angeles County, California",61618,40410
1500000US060371031011,060371031011,"Block Group 1, Census Tract 1031.01, Los Angeles County, California",76786,21124
1500000US060371031012,060371031012,"Block Group 2, Census Tract 1031.01, Los Angeles County, California",59250,25874
1500000US060371031021,060371031021,"Block Group 1, Census Tract 1031.02, Los Angeles County, California",54559,33088
1500000US060371031022,060371031022,"Block Group 2, Census Tract 1031.02, Los Angeles County, California",109531,47684
1500000US060371031023,060371031023,"Block Group 3, Census Tract 1031.02, Los Angeles County, California",103068,36211
1500000US060371031024,060371031024,"Block Group 4, Census Tract 1031.02, Los Angeles County, California",-,**
1500000US060371031025,060371031025,"Block Group 5, Census Tract 1031.02, Los Angeles County, California",78125,31497
1500000US060371032001,060371032001,"Block Group 1, Census Tract 1032, Los Angeles County, California",71042,41120
1500000US060371032002,060371032002,"Block Group 2, Census Tract 1032, Los Angeles County, California",78750,27360
1500000US060371032003,060371032003,"Block Group 3, Census Tract 1032, Los Angeles County, California",42061,19446
1500000US060371033001,060371033001,"Block Group 1, Census Tract 1033, Los Angeles County, California",94306,15493
1500000US060371033002,060371033002,"Block Group 2, Census Tract 1033, Los Angeles County, California",93750,48418
1500000US060371034001,060371034001,"Block Group 1, Census Tract 1034, Los Angeles County, California",-,**
1500000US060371034002,060371034002,"Block Group 2, Census Tract 1034, Los Angeles County, California",83542,43387
1500000US060371034003,060371034003,"Block Group 3, Census Tract 1034, Los Angeles County, California",140083,63044
1500000US060371034004,060371034004,"Block Group 4, Census Tract 1034, Los Angeles County, California",-,**
1500000US060371034005,060371034005,"Block Group 5, Census Tract 1034, Los Angeles County, California",97879,29721
1500000US060371041031,060371041031,"Block Group 1, Census Tract 1041.03, Los Angeles County, California",89167,12690
1500000US060371041032,060371041032,"Block Group 2, Census Tract 1041.03, Los Angeles County, California",73304,22578
1500000US060371041051,060371041051,"Block Group 1, Census Tract 1041.05, Los Angeles County, California",69960,18050
1500000US060371041052,060371041052,"Block Group 2, Census Tract 1041.05, Los Angeles County, California",32315,9679
1500000US060371041081,060371041081,"Block Group 1, Census Tract 1041.08, Los Angeles County, California",52313,10525
1500000US060371041082,060371041082,"Block Group 2, Census Tract 1041.08, Los Angeles County, California",34449,11967
1500000US060371041083,060371041083,"Block Group 3, Census Tract 1041.08, Los Angeles County, California",80491,50598
1500000US060371041241,060371041241,"Block Group 1, Census Tract 1041.24, Los Angeles County, California",73553,18935
1500000US060371041242,060371041242,"Block Group 2, Census Tract 1041.24, Los Angeles County, California",84076,20615
