GEO.id,GEO.id2,GEO.display-label,D001,D002,D003
Id,Id2,Geography,Total:,Occupied,Vacant
1500000US060374075023,060374075023,"Block Group 3, Census Tract 4075.02, Los Angeles County, California",254,249,5
1500000US060374076011,060374076011,"Block Group 1, Census Tract 4076.01, Los Angeles County, California",400,386,14
1500000US060374076012,060374076012,"Block Group 2, Census Tract 4076.01, Los Angeles County, California",506,477,29
1500000US060374076013,060374076013,"Block Group 3, Census Tract 4076.01, Los Angeles County, California",270,263,7
1500000US060374076021,060374076021,"Block Group 1, Census Tract 4076.02, Los Angeles County, California",269,263,6
1500000US060374076022,060374076022,"Block Group 2, Census Tract 4076.02, Los Angeles County, California",213,208,5
1500000US060374076023,060374076023,"Block Group 3, Census Tract 4076.02, Los Angeles County, California",243,239,4
1500000US060374076024,060374076024,"Block Group 4, Census Tract 4076.02, Los Angeles County, California",210,202,8
1500000US060374077011,060374077011,"Block Group 1, Census Tract 4077.01, Los Angeles County, California",595,573,22
1500000US060374077012,060374077012,"Block Group 2, Census Tract 4077.01, Los Angeles County, California",396,387,9
1500000US060374077013,060374077013,"Block Group 3, Census Tract 4077.01, Los Angeles County, California",265,253,12
1500000US060374077021,060374077021,"Block Group 1, Census Tract 4077.02, Los Angeles County, California",817,796,21
1500000US060374077022,060374077022,"Block Group 2, Census Tract 4077.02, Los Angeles County, California",485,474,11
1500000US060374077023,060374077023,"Block Group 3, Census Tract 4077.02, Los Angeles County, California",401,388,13
1500000US060374078011,060374078011,"Block Group 1, Census Tract 4078.01, Los Angeles County, California",310,303,7
1500000US060374078012,060374078012,"Block Group 2, Census Tract 4078.01, Los Angeles County, California",418,410,8
1500000US060374078013,060374078013,"Block Group 3, Census Tract 4078.01, Los Angeles County, California",347,341,6
1500000US060374078021,060374078021,"Block Group 1, Census Tract 4078.02, Los Angeles County, California",457,450,7
1500000US060374078022,060374078022,"Block Group 2, Census Tract 4078.02, Los Angeles County, California",341,335,6
1500000US060374079001,060374079001,"Block Group 1, Census Tract 4079, Los Angeles County, California",1258,1228,30
1500000US060374079002,060374079002,"Block Group 2, Census Tract 4079, Los Angeles County, California",263,255,8
1500000US060374080031,060374080031,"Block Group 1, Census Tract 4080.03, Los Angeles County, California",491,471,20
1500000US060374080032,060374080032,"Block Group 2, Census Tract 4080.03, Los Angeles County, California",903,867,36
1500000US060374080041,060374080041,"Block Group 1, Census Tract 4080.04, Los Angeles County, California",821,789,32
1500000US060374080051,060374080051,"Block Group 1, Census Tract 4080.05, Los Angeles County, California",551,534,17
1500000US060374080052,060374080052,"Block Group 2, Census Tract 4080.05, Los Angeles County, California",554,536,18
1500000US060374080053,060374080053,"Block Group 3, Census Tract 4080.05, Los Angeles County, California",579,557,22
1500000US060374080061,060374080061,"Block Group 1, Census Tract 4080.06, Los Angeles County, California",1141,1094,47
1500000US060374081331,060374081331,"Block Group 1, Census Tract 4081.33, Los Angeles County, California",399,390,9
1500000US060374081332,060374081332,"Block Group 2, Census Tract 4081.33, Los Angeles County, California",851,825,26
1500000US060374081333,060374081333,"Block Group 3, Census Tract 4081.33, Los Angeles County, California",415,411,4
1500000US060374081341,060374081341,"Block Group 1, Census Tract 4081.34, Los Angeles County, California",853,833,20
1500000US060374081351,060374081351,"Block Group 1, Census Tract 4081.35, Los Angeles County, California",867,840,27
1500000US060374081352,060374081352,"Block Group 2, Census Tract 4081.35, Los Angeles County, California",397,381,16
1500000US060374081361,060374081361,"Block Group 1, Census Tract 4081.36, Los Angeles County, California",536,520,16
1500000US060374081362,060374081362,"Block Group 2, Census Tract 4081.36, Los Angeles County, California",556,536,20
1500000US060374081371,060374081371,"Block Group 1, Census Tract 4081.37, Los Angeles County, California",896,844,52
1500000US060374081372,060374081372,"Block Group 2, Census Tract 4081.37, Los Angeles County, California",536,503,33
1500000US060374081381,060374081381,"Block Group 1, Census Tract 4081.38, Los Angeles County, California",363,347,16
1500000US060374081382,060374081382,"Block Group 2, Census Tract 4081.38, Los Angeles County, California",926,893,33
1500000US060374081391,060374081391,"Block Group 1, Census Tract 4081.39, Los Angeles County, California",374,362,12
1500000US060374081392,060374081392,"Block Group 2, Census Tract 4081.39, Los Angeles County, California",451,440,11
1500000US060374081401,060374081401,"Block Group 1, Census Tract 4081.40, Los Angeles County, California",531,525,6
1500000US060374081402,060374081402,"Block Group 2, Census Tract 4081.40, Los Angeles County, California",232,223,9
1500000US060374081411,060374081411,"Block Group 1, Census Tract 4081.41, Los Angeles County, California",998,967,31
1500000US060374081412,060374081412,"Block Group 2, Census Tract 4081.41, Los Angeles County, California",168,161,7
1500000US060374082021,060374082021,"Block Group 1, Census Tract 4082.02, Los Angeles County, California",281,269,12
1500000US060374082022,060374082022,"Block Group 2, Census Tract 4082.02, Los Angeles County, California",208,199,9
1500000US060374082111,060374082111,"Block Group 1, Census Tract 4082.11, Los Angeles County, California",349,338,11
1500000US060374082112,060374082112,"Block Group 2, Census Tract 4082.11, Los Angeles County, California",890,846,44
1500000US060374082113,060374082113,"Block Group 3, Census Tract 4082.11, Los Angeles County, California",585,562,23
1500000US060374082121,060374082121,"Block Group 1, Census Tract 4082.12, Los Angeles County, California",708,694,14
1500000US060374082122,060374082122,"Block Group 2, Census Tract 4082.12, Los Angeles County, California",636,617,19
1500000US060374083011,060374083011,"Block Group 1, Census Tract 4083.01, Los Angeles County, California",1033,998,35
1500000US060374083012,060374083012,"Block Group 2, Census Tract 4083.01, Los Angeles County, California",192,188,4
1500000US060374083021,060374083021,"Block Group 1, Census Tract 4083.02, Los Angeles County, California",1098,1075,23
1500000US060374083031,060374083031,"Block Group 1, Census Tract 4083.03, Los Angeles County, California",1153,1124,29
1500000US060374084011,060374084011,"Block Group 1, Census Tract 4084.01, Los Angeles County, California",683,652,31
1500000US060374084012,060374084012,"Block Group 2, Census Tract 4084.01, Los Angeles County, California",552,536,16
1500000US060374084021,060374084021,"Block Group 1, Census Tract 4084.02, Los Angeles County, California",385,378,7
1500000US060374084022,060374084022,"Block Group 2, Census Tract 4084.02, Los Angeles County, California",450,435,15
1500000US060374084023,060374084023,"Block Group 3, Census Tract 4084.02, Los Angeles County, California",999,962,37
1500000US060374085011,060374085011,"Block Group 1, Census Tract 4085.01, Los Angeles County, California",807,779,28
1500000US060374085031,060374085031,"Block Group 1, Census Tract 4085.03, Los Angeles County, California",466,457,9
1500000US060374085032,060374085032,"Block Group 2, Census Tract 4085.03, Los Angeles County, California",341,335,6
1500000US060374085033,060374085033,"Block Group 3, Census Tract 4085.03, Los Angeles County, California",1193,1162,31
1500000US060374085041,060374085041,"Block Group 1, Census Tract 4085.04, Los Angeles County, California",411,397,14
1500000US060374085042,060374085042,"Block Group 2, Census Tract 4085.04, Los Angeles County, California",821,802,19
1500000US060374085043,060374085043,"Block Group 3, Census Tract 4085.04, Los Angeles County, California",381,375,6
1500000US060374085051,060374085051,"Block Group 1, Census Tract 4085.05, Los Angeles County, California",386,369,17
1500000US060374085052,060374085052,"Block Group 2, Census Tract 4085.05, Los Angeles County, California",394,389,5
1500000US060374086231,060374086231,"Block Group 1, Census Tract 4086.23, Los Angeles County, California",1019,993,26
1500000US060374086241,060374086241,"Block Group 1, Census Tract 4086.24, Los Angeles County, California",696,689,7
1500000US060374086242,060374086242,"Block Group 2, Census Tract 4086.24, Los Angeles County, California",325,319,6
1500000US060374086251,060374086251,"Block Group 1, Census Tract 4086.25, Los Angeles County, California",382,374,8
1500000US060374086252,060374086252,"Block Group 2, Census Tract 4086.25, Los Angeles County, California",394,383,11
1500000US060374086253,060374086253,"Block Group 3, Census Tract 4086.25, Los Angeles County, California",572,560,12
1500000US060374086261,060374086261,"Block Group 1, Census Tract 4086.26, Los Angeles County, California",455,434,21
1500000US060374086262,060374086262,"Block Group 2, Census Tract 4086.26, Los Angeles County, California",565,452,113
1500000US060374086263,060374086263,"Block Group 3, Census Tract 4086.26, Los Angeles County, California",549,538,11
1500000US060374086271,060374086271,"Block Group 1, Census Tract 4086.27, Los Angeles County, California",592,584,8
1500000US060374086272,060374086272,"Block Group 2, Census Tract 4086.27, Los Angeles County, California",340,331,9
1500000US060374086281,060374086281,"Block Group 1, Census Tract 4086.28, Los Angeles County, California",599,589,10
1500000US060374086282,060374086282,"Block Group 2, Census Tract 4086.28, Los Angeles County, California",546,536,10
1500000US060374086283,060374086283,"Block Group 3, Census Tract 4086.28, Los Angeles County, California",781,736,45
1500000US060374086291,060374086291,"Block Group 1, Census Tract 4086.29, Los Angeles County, California",468,452,16
1500000US060374086292,060374086292,"Block Group 2, Census Tract 4086.29, Los Angeles County, California",522,510,12
1500000US060374086301,060374086301,"Block Group 1, Census Tract 4086.30, Los Angeles County, California",224,213,11
1500000US060374086302,060374086302,"Block Group 2, Census Tract 4086.30, Los Angeles County, California",340,329,11
1500000US060374086311,060374086311,"Block Group 1, Census Tract 4086.31, Los Angeles County, California",877,853,24
1500000US060374086312,060374086312,"Block Group 2, Census Tract 4086.31, Los Angeles County, California",330,324,6
1500000US060374086313,060374086313,"Block Group 3, Census Tract 4086.31, Los Angeles County, California",174,173,1
1500000US060374087031,060374087031,"Block Group 1, Census Tract 4087.03, Los Angeles County, California",678,656,22
1500000US060374087032,060374087032,"Block Group 2, Census Tract 4087.03, Los Angeles County, California",1302,1251,51
1500000US060374087041,060374087041,"Block Group 1, Census Tract 4087.04, Los Angeles County, California",1081,1026,55
1500000US060374087051,060374087051,"Block Group 1, Census Tract 4087.05, Los Angeles County, California",386,372,14
1500000US060374087052,060374087052,"Block Group 2, Census Tract 4087.05, Los Angeles County, California",696,674,22
1500000US060374087053,060374087053,"Block Group 3, Census Tract 4087.05, Los Angeles County, California",502,488,14
1500000US060374087061,060374087061,"Block Group 1, Census Tract 4087.06, Los Angeles County, California",486,473,13
1500000US060374087221,060374087221,"Block Group 1, Census Tract 4087.22, Los Angeles County, California",621,608,13
1500000US060374087222,060374087222,"Block Group 2, Census Tract 4087.22, Los Angeles County, California",667,655,12
1500000US060374087231,060374087231,"Block Group 1, Census Tract 4087.23, Los Angeles County, California",791,768,23
1500000US060374087241,060374087241,"Block Group 1, Census Tract 4087.24, Los Angeles County, California",566,514,52
1500000US060374087242,060374087242,"Block Group 2, Census Tract 4087.24, Los Angeles County, California",980,952,28
1500000US060374088001,060374088001,"Block Group 1, Census Tract 4088, Los Angeles County, California",376,339,37
1500000US060374088002,060374088002,"Block Group 2, Census Tract 4088, Los Angeles County, California",477,433,44
1500000US060374088003,060374088003,"Block Group 3, Census Tract 4088, Los Angeles County, California",600,537,63
1500000US060374300021,060374300021,"Block Group 1, Census Tract 4300.02, Los Angeles County, California",393,384,9
1500000US060374300022,060374300022,"Block Group 2, Census Tract 4300.02, Los Angeles County, California",367,338,29
1500000US060374300023,060374300023,"Block Group 3, Census Tract 4300.02, Los Angeles County, California",431,419,12
1500000US060374300024,060374300024,"Block Group 4, Census Tract 4300.02, Los Angeles County, California",523,490,33
1500000US060374300025,060374300025,"Block Group 5, Census Tract 4300.02, Los Angeles County, California",855,832,23
1500000US060374300031,060374300031,"Block Group 1, Census Tract 4300.03, Los Angeles County, California",279,279,0
1500000US060374300032,060374300032,"Block Group 2, Census Tract 4300.03, Los Angeles County, California",1071,1057,14
1500000US060374300033,060374300033,"Block Group 3, Census Tract 4300.03, Los Angeles County, California",0,0,0
1500000US060374300034,060374300034,"Block Group 4, Census Tract 4300.03, Los Angeles County, California",218,214,4
1500000US060374301011,060374301011,"Block Group 1, Census Tract 4301.01, Los Angeles County, California",1026,988,38
1500000US060374301012,060374301012,"Block Group 2, Census Tract 4301.01, Los Angeles County, California",342,322,20
1500000US060374301013,060374301013,"Block Group 3, Census Tract 4301.01, Los Angeles County, California",207,203,4
1500000US060374301014,060374301014,"Block Group 4, Census Tract 4301.01, Los Angeles County, California",289,265,24
1500000US060374301021,060374301021,"Block Group 1, Census Tract 4301.02, Los Angeles County, California",509,498,11
1500000US060374301022,060374301022,"Block Group 2, Census Tract 4301.02, Los Angeles County, California",301,294,7
1500000US060374301023,060374301023,"Block Group 3, Census Tract 4301.02, Los Angeles County, California",443,430,13
1500000US060374302001,060374302001,"Block Group 1, Census Tract 4302, Los Angeles County, California",592,516,76
1500000US060374303011,060374303011,"Block Group 1, Census Tract 4303.01, Los Angeles County, California",377,368,9
1500000US060374303012,060374303012,"Block Group 2, Census Tract 4303.01, Los Angeles County, California",2,2,0
1500000US060374303013,060374303013,"Block Group 3, Census Tract 4303.01, Los Angeles County, California",522,502,20
1500000US060374303014,060374303014,"Block Group 4, Census Tract 4303.01, Los Angeles County, California",864,831,33
1500000US060374303021,060374303021,"Block Group 1, Census Tract 4303.02, Los Angeles County, California",402,392,10
1500000US060374303022,060374303022,"Block Group 2, Census Tract 4303.02, Los Angeles County, California",714,688,26
1500000US060374303023,060374303023,"Block Group 3, Census Tract 4303.02, Los Angeles County, California",363,349,14
1500000US060374303024,060374303024,"Block Group 4, Census Tract 4303.02, Los Angeles County, California",605,558,47
1500000US060374303025,060374303025,"Block Group 5, Census Tract 4303.02, Los Angeles County, California",447,417,30
1500000US060374304001,060374304001,"Block Group 1, Census Tract 4304, Los Angeles County, California",572,553,19
1500000US060374304002,060374304002,"Block Group 2, Census Tract 4304, Los Angeles County, California",255,249,6
1500000US060374304003,060374304003,"Block Group 3, Census Tract 4304, Los Angeles County, California",292,280,12
1500000US060374304004,060374304004,"Block Group 4, Census Tract 4304, Los Angeles County, California",418,402,16
1500000US060374305011,060374305011,"Block Group 1, Census Tract 4305.01, Los Angeles County, California",425,409,16
1500000US060374305012,060374305012,"Block Group 2, Census Tract 4305.01, Los Angeles County, California",461,442,19
1500000US060374305013,060374305013,"Block Group 3, Census Tract 4305.01, Los Angeles County, California",403,382,21
1500000US060374305014,060374305014,"Block Group 4, Census Tract 4305.01, Los Angeles County, California",564,537,27
1500000US060374305021,060374305021,"Block Group 1, Census Tract 4305.02, Los Angeles County, California",260,252,8
1500000US060374305022,060374305022,"Block Group 2, Census Tract 4305.02, Los Angeles County, California",782,749,33
1500000US060374305023,060374305023,"Block Group 3, Census Tract 4305.02, Los Angeles County, California",737,679,58
1500000US060374305024,060374305024,"Block Group 4, Census Tract 4305.02, Los Angeles County, California",297,281,16
1500000US060374305025,060374305025,"Block Group 5, Census Tract 4305.02, Los Angeles County, California",447,425,22
1500000US060374305026,060374305026,"Block Group 6, Census Tract 4305.02, Los Angeles County, California",737,681,56
1500000US060374306001,060374306001,"Block Group 1, Census Tract 4306, Los Angeles County, California",235,228,7
1500000US060374306002,060374306002,"Block Group 2, Census Tract 4306, Los Angeles County, California",356,344,12
1500000US060374306003,060374306003,"Block Group 3, Census Tract 4306, Los Angeles County, California",284,255,29
1500000US060374306004,060374306004,"Block Group 4, Census Tract 4306, Los Angeles County, California",675,639,36
1500000US060374307011,060374307011,"Block Group 1, Census Tract 4307.01, Los Angeles County, California",317,310,7
1500000US060374307012,060374307012,"Block Group 2, Census Tract 4307.01, Los Angeles County, California",970,909,61
1500000US060374307013,060374307013,"Block Group 3, Census Tract 4307.01, Los Angeles County, California",355,346,9
1500000US060374307014,060374307014,"Block Group 4, Census Tract 4307.01, Los Angeles County, California",384,376,8
1500000US060374307211,060374307211,"Block Group 1, Census Tract 4307.21, Los Angeles County, California",309,301,8
1500000US060374307212,060374307212,"Block Group 2, Census Tract 4307.21, Los Angeles County, California",670,628,42
1500000US060374307213,060374307213,"Block Group 3, Census Tract 4307.21, Los Angeles County, California",325,302,23
1500000US060374307231,060374307231,"Block Group 1, Census Tract 4307.23, Los Angeles County, California",805,726,79
1500000US060374307232,060374307232,"Block Group 2, Census Tract 4307.23, Los Angeles County, California",983,931,52
1500000US060374307241,060374307241,"Block Group 1, Census Tract 4307.24, Los Angeles County, California",1082,997,85
1500000US060374307242,060374307242,"Block Group 2, Census Tract 4307.24, Los Angeles County, California",1089,983,106
1500000US060374308011,060374308011,"Block Group 1, Census Tract 4308.01, Los Angeles County, California",285,262,23
1500000US060374308012,060374308012,"Block Group 2, Census Tract 4308.01, Los Angeles County, California",876,839,37
1500000US060374308013,060374308013,"Block Group 3, Census Tract 4308.01, Los Angeles County, California",444,413,31
1500000US060374308014,060374308014,"Block Group 4, Census Tract 4308.01, Los Angeles County, California",784,732,52
1500000US060374308021,060374308021,"Block Group 1, Census Tract 4308.02, Los Angeles County, California",212,202,10
1500000US060374308022,060374308022,"Block Group 2, Census Tract 4308.02, Los Angeles County, California",476,454,22
1500000US060374308023,060374308023,"Block Group 3, Census Tract 4308.02, Los Angeles County, California",328,314,14
1500000US060374308024,060374308024,"Block Group 4, Census Tract 4308.02, Los Angeles County, California",388,369,19
1500000US060374308031,060374308031,"Block Group 1, Census Tract 4308.03, Los Angeles County, California",304,295,9
1500000US060374308032,060374308032,"Block Group 2, Census Tract 4308.03, Los Angeles County, California",478,465,13
1500000US060374308033,060374308033,"Block Group 3, Census Tract 4308.03, Los Angeles County, California",462,439,23
1500000US060374308034,060374308034,"Block Group 4, Census Tract 4308.03, Los Angeles County, California",362,353,9
1500000US060374308035,060374308035,"Block Group 5, Census Tract 4308.03, Los Angeles County, California",241,234,7
1500000US060374309011,060374309011,"Block Group 1, Census Tract 4309.01, Los Angeles County, California",650,611,39
1500000US060374309012,060374309012,"Block Group 2, Census Tract 4309.01, Los Angeles County, California",375,361,14
1500000US060374309013,060374309013,"Block Group 3, Census Tract 4309.01, Los Angeles County, California",676,635,41
1500000US060374309021,060374309021,"Block Group 1, Census Tract 4309.02, Los Angeles County, California",1047,992,55
1500000US060374309022,060374309022,"Block Group 2, Census Tract 4309.02, Los Angeles County, California",430,409,21
1500000US060374309023,060374309023,"Block Group 3, Census Tract 4309.02, Los Angeles County, California",270,260,10
1500000US060374310011,060374310011,"Block Group 1, Census Tract 4310.01, Los Angeles County, California",406,380,26
1500000US060374310012,060374310012,"Block Group 2, Census Tract 4310.01, Los Angeles County, California",637,603,34
1500000US060374310013,060374310013,"Block Group 3, Census Tract 4310.01, Los Angeles County, California",805,745,60
1500000US060374310014,060374310014,"Block Group 4, Census Tract 4310.01, Los Angeles County, California",1196,1107,89
1500000US060374310021,060374310021,"Block Group 1, Census Tract 4310.02, Los Angeles County, California",825,794,31
1500000US060374310022,060374310022,"Block Group 2, Census Tract 4310.02, Los Angeles County, California",561,541,20
1500000US060374311001,060374311001,"Block Group 1, Census Tract 4311, Los Angeles County, California",545,520,25
1500000US060374311002,060374311002,"Block Group 2, Census Tract 4311, Los Angeles County, California",546,525,21
1500000US060374311003,060374311003,"Block Group 3, Census Tract 4311, Los Angeles County, California",461,448,13
1500000US060374311004,060374311004,"Block Group 4, Census Tract 4311, Los Angeles County, California",321,310,11
1500000US060374311005,060374311005,"Block Group 5, Census Tract 4311, Los Angeles County, California",241,229,12
1500000US060374312001,060374312001,"Block Group 1, Census Tract 4312, Los Angeles County, California",390,365,25
1500000US060374312002,060374312002,"Block Group 2, Census Tract 4312, Los Angeles County, California",328,318,10
1500000US060374312003,060374312003,"Block Group 3, Census Tract 4312, Los Angeles County, California",256,249,7
1500000US060374312004,060374312004,"Block Group 4, Census Tract 4312, Los Angeles County, California",555,540,15
1500000US060374313001,060374313001,"Block Group 1, Census Tract 4313, Los Angeles County, California",345,339,6
1500000US060374313002,060374313002,"Block Group 2, Census Tract 4313, Los Angeles County, California",567,547,20
1500000US060374314001,060374314001,"Block Group 1, Census Tract 4314, Los Angeles County, California",352,345,7
1500000US060374314002,060374314002,"Block Group 2, Census Tract 4314, Los Angeles County, California",434,419,15
1500000US060374314003,060374314003,"Block Group 3, Census Tract 4314, Los Angeles County, California",353,336,17
1500000US060374314004,060374314004,"Block Group 4, Census Tract 4314, Los Angeles County, California",319,305,14
1500000US060374315011,060374315011,"Block Group 1, Census Tract 4315.01, Los Angeles County, California",522,510,12
1500000US060374315012,060374315012,"Block Group 2, Census Tract 4315.01, Los Angeles County, California",598,574,24
1500000US060374315013,060374315013,"Block Group 3, Census Tract 4315.01, Los Angeles County, California",581,546,35
1500000US060374315021,060374315021,"Block Group 1, Census Tract 4315.02, Los Angeles County, California",431,416,15
1500000US060374315022,060374315022,"Block Group 2, Census Tract 4315.02, Los Angeles County, California",427,414,13
1500000US060374315023,060374315023,"Block Group 3, Census Tract 4315.02, Los Angeles County, California",277,260,17
1500000US060374315024,060374315024,"Block Group 4, Census Tract 4315.02, Los Angeles County, California",358,347,11
1500000US060374316001,060374316001,"Block Group 1, Census Tract 4316, Los Angeles County, California",409,397,12
1500000US060374316002,060374316002,"Block Group 2, Census Tract 4316, Los Angeles County, California",590,560,30
1500000US060374316003,060374316003,"Block Group 3, Census Tract 4316, Los Angeles County, California",321,307,14
1500000US060374317001,060374317001,"Block Group 1, Census Tract 4317, Los Angeles County, California",375,360,15
1500000US060374317002,060374317002,"Block Group 2, Census Tract 4317, Los Angeles County, California",392,378,14
1500000US060374317003,060374317003,"Block Group 3, Census Tract 4317, Los Angeles County, California",323,308,15
1500000US060374317004,060374317004,"Block Group 4, Census Tract 4317, Los Angeles County, California",321,311,10
1500000US060374317005,060374317005,"Block Group 5, Census Tract 4317, Los Angeles County, California",792,755,37
1500000US060374318001,060374318001,"Block Group 1, Census Tract 4318, Los Angeles County, California",828,782,46
1500000US060374318002,060374318002,"Block Group 2, Census Tract 4318, Los Angeles County, California",692,673,19
1500000US060374318003,060374318003,"Block Group 3, Census Tract 4318, Los Angeles County, California",556,535,21
1500000US060374319001,060374319001,"Block Group 1, Census Tract 4319, Los Angeles County, California",408,378,30
1500000US060374319002,060374319002,"Block Group 2, Census Tract 4319, Los Angeles County, California",481,460,21
1500000US060374319003,060374319003,"Block Group 3, Census Tract 4319, Los Angeles County, California",554,521,33
1500000US060374320001,060374320001,"Block Group 1, Census Tract 4320, Los Angeles County, California",667,636,31
1500000US060374320002,060374320002,"Block Group 2, Census Tract 4320, Los Angeles County, California",308,304,4
1500000US060374320003,060374320003,"Block Group 3, Census Tract 4320, Los Angeles County, California",634,620,14
1500000US060374320004,060374320004,"Block Group 4, Census Tract 4320, Los Angeles County, California",320,304,16
1500000US060374320005,060374320005,"Block Group 5, Census Tract 4320, Los Angeles County, California",370,355,15
1500000US060374320006,060374320006,"Block Group 6, Census Tract 4320, Los Angeles County, California",469,451,18
1500000US060374321011,060374321011,"Block Group 1, Census Tract 4321.01, Los Angeles County, California",441,427,14
1500000US060374321012,060374321012,"Block Group 2, Census Tract 4321.01, Los Angeles County, California",531,512,19
1500000US060374321013,060374321013,"Block Group 3, Census Tract 4321.01, Los Angeles County, California",431,411,20
1500000US060374321021,060374321021,"Block Group 1, Census Tract 4321.02, Los Angeles County, California",441,430,11
1500000US060374321022,060374321022,"Block Group 2, Census Tract 4321.02, Los Angeles County, California",400,379,21
1500000US060374321023,060374321023,"Block Group 3, Census Tract 4321.02, Los Angeles County, California",318,304,14
1500000US060374321024,060374321024,"Block Group 4, Census Tract 4321.02, Los Angeles County, California",242,231,11
1500000US060374321025,060374321025,"Block Group 5, Census Tract 4321.02, Los Angeles County, California",392,377,15
1500000US060374322011,060374322011,"Block Group 1, Census Tract 4322.01, Los Angeles County, California",563,513,50
1500000US060374322012,060374322012,"Block Group 2, Census Tract 4322.01, Los Angeles County, California",833,810,23
1500000US060374322021,060374322021,"Block Group 1, Census Tract 4322.02, Los Angeles County, California",380,369,11
1500000US060374322022,060374322022,"Block Group 2, Census Tract 4322.02, Los Angeles County, California",280,268,12
1500000US060374322023,060374322023,"Block Group 3, Census Tract 4322.02, Los Angeles County, California",566,551,15
1500000US060374323001,060374323001,"Block Group 1, Census Tract 4323, Los Angeles County, California",407,396,11
1500000US060374323002,060374323002,"Block Group 2, Census Tract 4323, Los Angeles County, California",273,268,5
1500000US060374323003,060374323003,"Block Group 3, Census Tract 4323, Los Angeles County, California",475,453,22
1500000US060374324011,060374324011,"Block Group 1, Census Tract 4324.01, Los Angeles County, California",586,563,23
1500000US060374324012,060374324012,"Block Group 2, Census Tract 4324.01, Los Angeles County, California",425,412,13
1500000US060374324021,060374324021,"Block Group 1, Census Tract 4324.02, Los Angeles County, California",727,695,32
1500000US060374324022,060374324022,"Block Group 2, Census Tract 4324.02, Los Angeles County, California",473,460,13
1500000US060374324023,060374324023,"Block Group 3, Census Tract 4324.02, Los Angeles County, California",489,468,21
1500000US060374325001,060374325001,"Block Group 1, Census Tract 4325, Los Angeles County, California",479,470,9
1500000US060374325002,060374325002,"Block Group 2, Census Tract 4325, Los Angeles County, California",801,769,32
1500000US060374325003,060374325003,"Block Group 3, Census Tract 4325, Los Angeles County, California",600,587,13
1500000US060374325004,060374325004,"Block Group 4, Census Tract 4325, Los Angeles County, California",459,450,9
1500000US060374326011,060374326011,"Block Group 1, Census Tract 4326.01, Los Angeles County, California",263,256,7
1500000US060374326012,060374326012,"Block Group 2, Census Tract 4326.01, Los Angeles County, California",522,506,16
1500000US060374326013,060374326013,"Block Group 3, Census Tract 4326.01, Los Angeles County, California",401,379,22
1500000US060374326014,060374326014,"Block Group 4, Census Tract 4326.01, Los Angeles County, California",450,429,21
1500000US060374326021,060374326021,"Block Group 1, Census Tract 4326.02, Los Angeles County, California",434,424,10
1500000US060374326022,060374326022,"Block Group 2, Census Tract 4326.02, Los Angeles County, California",380,370,10
1500000US060374326023,060374326023,"Block Group 3, Census Tract 4326.02, Los Angeles County, California",321,314,7
1500000US060374327001,060374327001,"Block Group 1, Census Tract 4327, Los Angeles County, California",662,641,21
1500000US060374327002,060374327002,"Block Group 2, Census Tract 4327, Los Angeles County, California",317,307,10
1500000US060374327003,060374327003,"Block Group 3, Census Tract 4327, Los Angeles County, California",318,310,8
1500000US060374328011,060374328011,"Block Group 1, Census Tract 4328.01, Los Angeles County, California",183,167,16
1500000US060374328012,060374328012,"Block Group 2, Census Tract 4328.01, Los Angeles County, California",739,722,17
1500000US060374328021,060374328021,"Block Group 1, Census Tract 4328.02, Los Angeles County, California",630,564,66
1500000US060374328022,060374328022,"Block Group 2, Census Tract 4328.02, Los Angeles County, California",486,432,54
1500000US060374328023,060374328023,"Block Group 3, Census Tract 4328.02, Los Angeles County, California",422,406,16
1500000US060374329011,060374329011,"Block Group 1, Census Tract 4329.01, Los Angeles County, California",582,560,22
1500000US060374329012,060374329012,"Block Group 2, Census Tract 4329.01, Los Angeles County, California",420,402,18
1500000US060374329013,060374329013,"Block Group 3, Census Tract 4329.01, Los Angeles County, California",259,249,10
1500000US060374329021,060374329021,"Block Group 1, Census Tract 4329.02, Los Angeles County, California",207,199,8
1500000US060374329022,060374329022,"Block Group 2, Census Tract 4329.02, Los Angeles County, California",269,263,6
1500000US060374329023,060374329023,"Block Group 3, Census Tract 4329.02, Los Angeles County, California",432,417,15
1500000US060374331011,060374331011,"Block Group 1, Census Tract 4331.01, Los Angeles County, California",258,249,9
1500000US060374331012,060374331012,"Block Group 2, Census Tract 4331.01, Los Angeles County, California",326,324,2
1500000US060374331021,060374331021,"Block Group 1, Census Tract 4331.02, Los Angeles County, California",706,677,29
1500000US060374331022,060374331022,"Block Group 2, Census Tract 4331.02, Los Angeles County, California",542,530,12
1500000US060374332001,060374332001,"Block Group 1, Census Tract 4332, Los Angeles County, California",330,321,9
1500000US060374332002,060374332002,"Block Group 2, Census Tract 4332, Los Angeles County, California",280,272,8
1500000US060374332003,060374332003,"Block Group 3, Census Tract 4332, Los Angeles County, California",314,308,6
1500000US060374332004,060374332004,"Block Group 4, Census Tract 4332, Los Angeles County, California",655,640,15
1500000US060374333021,060374333021,"Block Group 1, Census Tract 4333.02, Los Angeles County, California",424,398,26
1500000US060374333041,060374333041,"Block Group 1, Census Tract 4333.04, Los Angeles County, California",534,508,26
1500000US060374333042,060374333042,"Block Group 2, Census Tract 4333.04, Los Angeles County, California",782,734,48
