GEO.id,GEO.id2,GEO.display-label,D001,D002,D003
Id,Id2,Geography,Total:,Occupied,Vacant
1500000US060371131011,060371131011,"Block Group 1, Census Tract 1131.01, Los Angeles County, California",538,527,11
1500000US060371131012,060371131012,"Block Group 2, Census Tract 1131.01, Los Angeles County, California",602,591,11
1500000US060371131021,060371131021,"Block Group 1, Census Tract 1131.02, Los Angeles County, California",511,498,13
1500000US060371131022,060371131022,"Block Group 2, Census Tract 1131.02, Los Angeles County, California",456,445,11
1500000US060371132111,060371132111,"Block Group 1, Census Tract 1132.11, Los Angeles County, California",755,721,34
1500000US060371132112,060371132112,"Block Group 2, Census Tract 1132.11, Los Angeles County, California",858,827,31
1500000US060371132121,060371132121,"Block Group 1, Census Tract 1132.12, Los Angeles County, California",452,441,11
1500000US060371132122,060371132122,"Block Group 2, Census Tract 1132.12, Los Angeles County, California",630,604,26
1500000US060371132131,060371132131,"Block Group 1, Census Tract 1132.13, Los Angeles County, California",902,875,27
1500000US060371132132,060371132132,"Block Group 2, Census Tract 1132.13, Los Angeles County, California",758,719,39
1500000US060371132311,060371132311,"Block Group 1, Census Tract 1132.31, Los Angeles County, California",603,583,20
1500000US060371132312,060371132312,"Block Group 2, Census Tract 1132.31, Los Angeles County, California",207,206,1
1500000US060371132321,060371132321,"Block Group 1, Census Tract 1132.32, Los Angeles County, California",786,759,27
1500000US060371132322,060371132322,"Block Group 2, Census Tract 1132.32, Los Angeles County, California",602,583,19
1500000US060371132331,060371132331,"Block Group 1, Census Tract 1132.33, Los Angeles County, California",578,545,33
1500000US060371132332,060371132332,"Block Group 2, Census Tract 1132.33, Los Angeles County, California",643,613,30
1500000US060371132333,060371132333,"Block Group 3, Census Tract 1132.33, Los Angeles County, California",1227,1125,102
1500000US060371132341,060371132341,"Block Group 1, Census Tract 1132.34, Los Angeles County, California",521,483,38
1500000US060371132342,060371132342,"Block Group 2, Census Tract 1132.34, Los Angeles County, California",1064,1011,53
1500000US060371132351,060371132351,"Block Group 1, Census Tract 1132.35, Los Angeles County, California",766,663,103
1500000US060371132371,060371132371,"Block Group 1, Census Tract 1132.37, Los Angeles County, California",1005,972,33
1500000US060371132372,060371132372,"Block Group 2, Census Tract 1132.37, Los Angeles County, California",491,460,31
1500000US060371133011,060371133011,"Block Group 1, Census Tract 1133.01, Los Angeles County, California",233,232,1
1500000US060371133012,060371133012,"Block Group 2, Census Tract 1133.01, Los Angeles County, California",749,485,264
1500000US060371133031,060371133031,"Block Group 1, Census Tract 1133.03, Los Angeles County, California",797,779,18
1500000US060371133032,060371133032,"Block Group 2, Census Tract 1133.03, Los Angeles County, California",601,583,18
1500000US060371133211,060371133211,"Block Group 1, Census Tract 1133.21, Los Angeles County, California",1617,1500,117
1500000US060371133212,060371133212,"Block Group 2, Census Tract 1133.21, Los Angeles County, California",789,752,37
1500000US060371133221,060371133221,"Block Group 1, Census Tract 1133.22, Los Angeles County, California",629,609,20
1500000US060371133222,060371133222,"Block Group 2, Census Tract 1133.22, Los Angeles County, California",741,714,27
1500000US060371134011,060371134011,"Block Group 1, Census Tract 1134.01, Los Angeles County, California",670,642,28
1500000US060371134012,060371134012,"Block Group 2, Census Tract 1134.01, Los Angeles County, California",466,455,11
1500000US060371134013,060371134013,"Block Group 3, Census Tract 1134.01, Los Angeles County, California",641,619,22
1500000US060371134211,060371134211,"Block Group 1, Census Tract 1134.21, Los Angeles County, California",499,469,30
1500000US060371134212,060371134212,"Block Group 2, Census Tract 1134.21, Los Angeles County, California",774,760,14
1500000US060371134213,060371134213,"Block Group 3, Census Tract 1134.21, Los Angeles County, California",791,723,68
1500000US060371134221,060371134221,"Block Group 1, Census Tract 1134.22, Los Angeles County, California",534,516,18
1500000US060371134222,060371134222,"Block Group 2, Census Tract 1134.22, Los Angeles County, California",938,859,79
1500000US060371134223,060371134223,"Block Group 3, Census Tract 1134.22, Los Angeles County, California",343,332,11
1500000US060371134224,060371134224,"Block Group 4, Census Tract 1134.22, Los Angeles County, California",343,336,7
1500000US060371151011,060371151011,"Block Group 1, Census Tract 1151.01, Los Angeles County, California",586,578,8
1500000US060371151012,060371151012,"Block Group 2, Census Tract 1151.01, Los Angeles County, California",679,663,16
1500000US060371151013,060371151013,"Block Group 3, Census Tract 1151.01, Los Angeles County, California",459,447,12
1500000US060371151031,060371151031,"Block Group 1, Census Tract 1151.03, Los Angeles County, California",31,30,1
1500000US060371151041,060371151041,"Block Group 1, Census Tract 1151.04, Los Angeles County, California",412,393,19
1500000US060371151042,060371151042,"Block Group 2, Census Tract 1151.04, Los Angeles County, California",1705,1586,119
1500000US060371152011,060371152011,"Block Group 1, Census Tract 1152.01, Los Angeles County, California",1332,1214,118
1500000US060371152012,060371152012,"Block Group 2, Census Tract 1152.01, Los Angeles County, California",776,749,27
1500000US060371152013,060371152013,"Block Group 3, Census Tract 1152.01, Los Angeles County, California",803,773,30
1500000US060371152021,060371152021,"Block Group 1, Census Tract 1152.02, Los Angeles County, California",743,695,48
1500000US060371152022,060371152022,"Block Group 2, Census Tract 1152.02, Los Angeles County, California",615,583,32
1500000US060371152023,060371152023,"Block Group 3, Census Tract 1152.02, Los Angeles County, California",593,554,39
1500000US060371153011,060371153011,"Block Group 1, Census Tract 1153.01, Los Angeles County, California",414,405,9
1500000US060371153012,060371153012,"Block Group 2, Census Tract 1153.01, Los Angeles County, California",1352,1264,88
1500000US060371153021,060371153021,"Block Group 1, Census Tract 1153.02, Los Angeles County, California",1025,960,65
1500000US060371154011,060371154011,"Block Group 1, Census Tract 1154.01, Los Angeles County, California",908,860,48
1500000US060371154012,060371154012,"Block Group 2, Census Tract 1154.01, Los Angeles County, California",1147,1099,48
1500000US060371154031,060371154031,"Block Group 1, Census Tract 1154.03, Los Angeles County, California",1045,978,67
1500000US060371154041,060371154041,"Block Group 1, Census Tract 1154.04, Los Angeles County, California",334,319,15
1500000US060371154042,060371154042,"Block Group 2, Census Tract 1154.04, Los Angeles County, California",533,505,28
1500000US060371171011,060371171011,"Block Group 1, Census Tract 1171.01, Los Angeles County, California",513,496,17
1500000US060371171012,060371171012,"Block Group 2, Census Tract 1171.01, Los Angeles County, California",863,825,38
1500000US060371171021,060371171021,"Block Group 1, Census Tract 1171.02, Los Angeles County, California",325,306,19
1500000US060371171022,060371171022,"Block Group 2, Census Tract 1171.02, Los Angeles County, California",503,473,30
1500000US060371172011,060371172011,"Block Group 1, Census Tract 1172.01, Los Angeles County, California",887,832,55
1500000US060371172012,060371172012,"Block Group 2, Census Tract 1172.01, Los Angeles County, California",346,338,8
1500000US060371172021,060371172021,"Block Group 1, Census Tract 1172.02, Los Angeles County, California",439,424,15
1500000US060371172022,060371172022,"Block Group 2, Census Tract 1172.02, Los Angeles County, California",301,290,11
1500000US060371173011,060371173011,"Block Group 1, Census Tract 1173.01, Los Angeles County, California",467,455,12
1500000US060371173012,060371173012,"Block Group 2, Census Tract 1173.01, Los Angeles County, California",453,445,8
1500000US060371173013,060371173013,"Block Group 3, Census Tract 1173.01, Los Angeles County, California",316,307,9
1500000US060371173021,060371173021,"Block Group 1, Census Tract 1173.02, Los Angeles County, California",362,345,17
1500000US060371173022,060371173022,"Block Group 2, Census Tract 1173.02, Los Angeles County, California",339,329,10
