location,year,total,single,multi,multiTwo,multiThreeFour,multiFivePlus
ANGELS,1999,66,66,0,0,0,0
ANGELS,1998,36,36,0,0,0,0
ANGELS,1997,23,23,0,0,0,0
ANGELS,1996,35,35,0,0,0,0
ANGELS,1995,12,12,0,0,0,0
ANGELS,1994,19,19,0,0,0,0
ANGELS,1993,14,14,0,0,0,0
ANGELS,1992,13,13,0,0,0,0
ANGELS,1991,21,21,0,0,0,0
ANGELS,1990,28,28,0,0,0,0
ANGELS,1989,10,10,0,0,0,0
ANGELS,1988,5,5,0,0,0,0
ANGELS,1987,7,7,0,0,0,0
ANGELS,1986,7,7,0,0,0,0
ANGELS,1985,57,7,50,2,0,48
ANGELS,1984,6,6,0,0,0,0
ANGELS,1983,2,2,0,0,0,0
ANGELS,1982,3,3,0,0,0,0
ANGELS,1981,1,1,0,0,0,0
ANGELS,1980,3,3,0,0,0,0
ANTIOCH,2018,121,63,58,0,0,58
ANTIOCH,2017,45,45,0,0,0,0
ANTIOCH,2016,127,42,85,0,0,85
ANTIOCH,2015,68,68,0,0,0,0
ANTIOCH,2014,83,83,0,0,0,0
ANTIOCH,2013,240,240,0,0,0,0
ANTIOCH,2012,263,263,0,0,0,0
ANTIOCH,2011,149,149,0,0,0,0
ANTIOCH,2010,108,108,0,0,0,0
ANTIOCH,2009,127,119,8,0,0,8
ANTIOCH,2008,122,122,0,0,0,0
ANTIOCH,2007,158,158,0,0,0,0
ANTIOCH,2006,193,153,40,6,16,18
ANTIOCH,2005,352,352,0,0,0,0
ANTIOCH,2004,287,287,0,0,0,0
ANTIOCH,2003,255,253,2,2,0,0
ANTIOCH,2002,684,682,2,2,0,0
ANTIOCH,2001,1370,1005,365,8,10,347
ANTIOCH,2000,1157,1157,0,0,0,0
ANTIOCH,1999,686,686,0,0,0,0
ANTIOCH,1998,929,629,300,0,0,300
ANTIOCH,1997,625,620,5,0,0,5
ANTIOCH,1996,689,687,2,2,0,0
ANTIOCH,1995,506,506,0,0,0,0
ANTIOCH,1994,709,709,0,0,0,0
ANTIOCH,1993,923,841,82,0,0,82
ANTIOCH,1992,845,795,50,0,0,50
ANTIOCH,1991,658,658,0,0,0,0
ANTIOCH,1990,826,826,0,0,0,0
ANTIOCH,1989,1057,1042,15,2,3,10
ANTIOCH,1988,899,743,156,0,0,156
ANTIOCH,1987,574,538,36,2,4,30
ANTIOCH,1986,1830,1344,486,2,8,476
ANTIOCH,1985,1308,580,728,0,8,720
ANTIOCH,1984,581,433,148,0,9,139
ANTIOCH,1983,345,340,5,2,3,0
ANTIOCH,1982,133,133,0,0,0,0
ANTIOCH,1981,312,212,100,0,0,100
ANTIOCH,1980,459,459,0,0,0,0
APPLE VALLEY TOWN,2018,79,79,0,0,0,0
APPLE VALLEY TOWN,2017,237,237,0,0,0,0
APPLE VALLEY TOWN,2016,148,148,0,0,0,0
APPLE VALLEY TOWN,2015,110,110,0,0,0,0
APPLE VALLEY TOWN,2014,129,125,4,4,0,0
APPLE VALLEY TOWN,2013,97,97,0,0,0,0
APPLE VALLEY TOWN,2012,62,62,0,0,0,0
APPLE VALLEY TOWN,2011,22,22,0,0,0,0
APPLE VALLEY TOWN,2010,79,67,12,8,4,0
APPLE VALLEY TOWN,2009,40,40,0,0,0,0
APPLE VALLEY TOWN,2008,74,56,18,0,0,18
APPLE VALLEY TOWN,2007,165,149,16,0,8,8
APPLE VALLEY TOWN,2006,918,904,14,10,4,0
APPLE VALLEY TOWN,2005,1533,1349,184,14,0,170
APPLE VALLEY TOWN,2004,1019,1019,0,0,0,0
APPLE VALLEY TOWN,2003,644,641,3,0,3,0
APPLE VALLEY TOWN,2002,542,542,0,0,0,0
APPLE VALLEY TOWN,2001,362,362,0,0,0,0
APPLE VALLEY TOWN,2000,277,277,0,0,0,0
APPLE VALLEY TOWN,1999,363,323,40,0,0,40
APPLE VALLEY TOWN,1998,374,278,96,0,0,96
APPLE VALLEY TOWN,1997,215,215,0,0,0,0
APPLE VALLEY TOWN,1996,212,212,0,0,0,0
APPLE VALLEY TOWN,1995,121,121,0,0,0,0
APPLE VALLEY TOWN,1994,156,156,0,0,0,0
APPLE VALLEY TOWN,1993,294,286,8,8,0,0
APPLE VALLEY TOWN,1992,284,274,10,0,10,0
APPLE VALLEY TOWN,1991,238,232,6,0,6,0
APPLE VALLEY TOWN,1990,864,833,31,14,17,0
APPLE VALLEY TOWN,1989,988,923,65,0,27,38
APPLE VALLEY TOWN,1988,0,0,0,0,0,0
APPLE VALLEY TOWN,1987,0,0,0,0,0,0
APPLE VALLEY TOWN,1986,0,0,0,0,0,0
APPLE VALLEY TOWN,1985,0,0,0,0,0,0
APPLE VALLEY TOWN,1984,0,0,0,0,0,0
APPLE VALLEY TOWN,1983,0,0,0,0,0,0
APPLE VALLEY TOWN,1982,0,0,0,0,0,0
APPLE VALLEY TOWN,1981,0,0,0,0,0,0
APPLE VALLEY TOWN,1980,0,0,0,0,0,0
ARCADIA,2018,90,79,11,0,3,8
ARCADIA,2017,247,95,152,4,21,127
ARCADIA,2016,267,75,192,0,0,192
ARCADIA,2015,240,68,172,0,0,172
ARCADIA,2014,215,59,156,0,0,156
ARCADIA,2013,200,60,140,0,0,140
ARCADIA,2012,164,42,122,0,0,122
ARCADIA,2011,110,29,81,0,0,81
ARCADIA,2010,93,33,60,0,0,60
ARCADIA,2009,74,34,40,0,0,40
ARCADIA,2008,110,47,63,0,0,63
ARCADIA,2007,163,93,70,0,0,70
ARCADIA,2006,205,139,66,0,0,66
ARCADIA,2005,248,196,52,0,0,52
ARCADIA,2004,232,185,47,0,0,47
ARCADIA,2003,255,201,54,0,0,54
ARCADIA,2002,151,127,24,0,0,24
ARCADIA,2001,131,131,0,0,0,0
ARCADIA,2000,135,135,0,0,0,0
ARCADIA,1999,220,220,0,0,0,0
ARCADIA,1998,238,210,28,0,3,25
ARCADIA,1997,99,78,21,12,9,0
ARCADIA,1996,88,88,0,0,0,0
ARCADIA,1995,59,59,0,0,0,0
ARCADIA,1994,95,73,22,4,11,7
ARCADIA,1993,73,73,0,0,0,0
ARCADIA,1992,70,67,3,0,3,0
ARCADIA,1991,148,148,0,0,0,0
ARCADIA,1990,214,214,0,0,0,0
ARCADIA,1989,247,241,6,0,6,0
ARCADIA,1988,358,153,205,10,29,166
ARCADIA,1987,351,127,224,8,60,156
ARCADIA,1986,178,175,3,0,3,0
ARCADIA,1985,189,49,140,2,31,107
ARCADIA,1984,172,31,141,2,10,129
ARCADIA,1983,84,25,59,6,12,41
ARCADIA,1982,51,51,0,0,0,0
ARCADIA,1981,51,31,20,6,3,11
ARCADIA,1980,338,32,306,0,15,291
ARCATA,2018,206,24,182,0,0,182
ARCATA,2017,100,18,82,4,0,78
ARCATA,2016,38,12,26,8,18,0
ARCATA,2015,20,20,0,0,0,0
ARCATA,2014,25,7,18,0,4,14
ARCATA,2013,24,6,18,0,4,14
ARCATA,2012,34,3,31,0,3,28
ARCATA,2011,54,2,52,0,8,44
ARCATA,2010,14,14,0,0,0,0
ARCATA,2009,9,9,0,0,0,0
ARCATA,2008,27,25,2,2,0,0
ARCATA,2007,52,37,15,0,0,15
ARCATA,2006,72,23,49,10,3,36
ARCATA,2005,54,54,0,0,0,0
ARCATA,2004,88,78,10,2,0,8
ARCATA,2003,30,28,2,2,0,0
ARCATA,2002,96,20,76,0,8,68
ARCATA,2001,18,18,0,0,0,0
ARCATA,2000,23,23,0,0,0,0
ARCATA,1999,36,24,12,0,0,12
ARCATA,1998,44,32,12,0,0,12
ARCATA,1997,85,35,50,2,4,44
ARCATA,1996,47,20,27,0,0,27
ARCATA,1995,61,33,28,2,15,11
ARCATA,1994,141,48,93,14,44,35
ARCATA,1993,103,42,61,10,36,15
ARCATA,1992,107,37,70,14,42,14
ARCATA,1991,0,0,0,0,0,0
ARCATA,1990,0,0,0,0,0,0
ARCATA,1989,0,0,0,0,0,0
ARCATA,1988,0,0,0,0,0,0
ARCATA,1987,0,0,0,0,0,0
ARCATA,1986,0,0,0,0,0,0
ARCATA,1985,0,0,0,0,0,0
ARCATA,1984,0,0,0,0,0,0
ARCATA,1983,0,0,0,0,0,0
ARCATA,1982,0,0,0,0,0,0
ARCATA,1981,0,0,0,0,0,0
ARCATA,1980,0,0,0,0,0,0
ARROYO GRANDE,2018,35,35,0,0,0,0
ARROYO GRANDE,2017,53,51,2,2,0,0
ARROYO GRANDE,2016,31,31,0,0,0,0
ARROYO GRANDE,2015,15,15,0,0,0,0
ARROYO GRANDE,2014,54,45,9,0,4,5
ARROYO GRANDE,2013,57,17,40,4,0,36
ARROYO GRANDE,2012,27,20,7,0,0,7
ARROYO GRANDE,2011,20,15,5,0,0,5
ARROYO GRANDE,2010,16,11,5,0,0,5
ARROYO GRANDE,2009,12,12,0,0,0,0
ARROYO GRANDE,2008,8,8,0,0,0,0
ARROYO GRANDE,2007,123,44,79,0,3,76
ARROYO GRANDE,2006,182,65,117,0,3,114
ARROYO GRANDE,2005,150,86,64,0,0,64
ARROYO GRANDE,2004,192,84,108,0,0,108
ARROYO GRANDE,2003,52,52,0,0,0,0
ARROYO GRANDE,2002,169,165,4,4,0,0
ARROYO GRANDE,2001,142,142,0,0,0,0
ARROYO GRANDE,2000,100,100,0,0,0,0
ARROYO GRANDE,1999,167,153,14,2,12,0
ARROYO GRANDE,1998,171,171,0,0,0,0
ARROYO GRANDE,1997,104,104,0,0,0,0
ARROYO GRANDE,1996,63,63,0,0,0,0
ARROYO GRANDE,1995,46,46,0,0,0,0
ARROYO GRANDE,1994,47,47,0,0,0,0
ARROYO GRANDE,1993,36,36,0,0,0,0
ARROYO GRANDE,1992,20,20,0,0,0,0
ARROYO GRANDE,1991,28,28,0,0,0,0
ARROYO GRANDE,1990,52,52,0,0,0,0
ARROYO GRANDE,1989,182,182,0,0,0,0
ARROYO GRANDE,1988,299,299,0,0,0,0
ARROYO GRANDE,1987,163,161,2,2,0,0
ARROYO GRANDE,1986,79,79,0,0,0,0
ARROYO GRANDE,1985,116,85,31,4,27,0
ARROYO GRANDE,1984,129,99,30,0,22,8
ARROYO GRANDE,1983,197,161,36,36,0,0
ARROYO GRANDE,1982,117,105,12,0,0,12
ARROYO GRANDE,1981,47,47,0,0,0,0
ARROYO GRANDE,1980,128,61,67,2,4,61
ARTESIA,2018,13,13,0,0,0,0
ARTESIA,2017,7,7,0,0,0,0
ARTESIA,2016,18,7,11,0,6,5
ARTESIA,2015,16,7,9,6,3,0
ARTESIA,2014,24,7,17,4,3,10
ARTESIA,2013,19,7,12,4,8,0
ARTESIA,2012,5,0,5,0,0,5
ARTESIA,2011,1,1,0,0,0,0
ARTESIA,2010,0,0,0,0,0,0
ARTESIA,2009,0,0,0,0,0,0
ARTESIA,2008,0,0,0,0,0,0
ARTESIA,2007,1,1,0,0,0,0
ARTESIA,2006,2,2,0,0,0,0
ARTESIA,2005,3,3,0,0,0,0
ARTESIA,2004,5,5,0,0,0,0
ARTESIA,2003,4,4,0,0,0,0
ARTESIA,2002,3,3,0,0,0,0
ARTESIA,2001,2,2,0,0,0,0
ARTESIA,2000,9,1,8,0,8,0
ARTESIA,1999,4,1,3,0,3,0
ARTESIA,1998,3,0,3,0,3,0
ARTESIA,1997,16,4,12,0,12,0
ARTESIA,1996,10,4,6,0,6,0
ARTESIA,1995,12,3,9,0,9,0
ARTESIA,1994,13,4,9,0,9,0
ARTESIA,1993,6,2,4,0,4,0
ARTESIA,1992,12,5,7,4,3,0
ARTESIA,1991,20,1,19,2,17,0
ARTESIA,1990,39,9,30,4,11,15
ARTESIA,1989,42,29,13,2,11,0
ARTESIA,1988,21,8,13,0,7,6
ARTESIA,1987,44,11,33,8,16,9
ARTESIA,1986,16,7,9,2,7,0
ARTESIA,1985,19,10,9,6,3,0
ARTESIA,1984,74,6,68,2,0,66
ARTESIA,1983,18,13,5,2,3,0
ARTESIA,1982,11,4,7,4,3,0
ARTESIA,1981,33,4,29,0,13,16
ARTESIA,1980,13,13,0,0,0,0
ARVIN,2018,107,107,0,0,0,0
ARVIN,2017,86,86,0,0,0,0
ARVIN,2016,37,37,0,0,0,0
ARVIN,2015,72,72,0,0,0,0
ARVIN,2014,59,59,0,0,0,0
ARVIN,2013,56,8,48,0,0,48
ARVIN,2012,28,5,23,0,0,23
ARVIN,2011,55,6,49,0,0,49
ARVIN,2010,65,65,0,0,0,0
ARVIN,2009,27,27,0,0,0,0
ARVIN,2008,27,27,0,0,0,0
ARVIN,2007,38,38,0,0,0,0
ARVIN,2006,55,55,0,0,0,0
ARVIN,2005,77,77,0,0,0,0
ARVIN,2004,75,75,0,0,0,0
ARVIN,2003,66,66,0,0,0,0
ARVIN,2002,62,62,0,0,0,0
ARVIN,2001,60,60,0,0,0,0
ARVIN,2000,47,47,0,0,0,0
ARVIN,1999,68,66,2,2,0,0
ARVIN,1998,103,57,46,6,40,0
ARVIN,1997,61,59,2,2,0,0
ARVIN,1996,104,104,0,0,0,0
ARVIN,1995,58,58,0,0,0,0
ARVIN,1994,66,66,0,0,0,0
ARVIN,1993,81,79,2,2,0,0
ARVIN,1992,148,148,0,0,0,0
ARVIN,1991,9,9,0,0,0,0
ARVIN,1990,11,9,2,2,0,0
ARVIN,1989,14,14,0,0,0,0
ARVIN,1988,55,19,36,0,0,36
ARVIN,1987,7,7,0,0,0,0
ARVIN,1986,20,4,16,4,0,12
ARVIN,1985,4,4,0,0,0,0
ARVIN,1984,105,10,95,26,8,61
ARVIN,1983,22,22,0,0,0,0
ARVIN,1982,42,40,2,2,0,0
ARVIN,1981,11,11,0,0,0,0
ARVIN,1980,2,2,0,0,0,0
ATASCADERO,2018,29,29,0,0,0,0
ATASCADERO,2017,76,53,23,0,0,23
ATASCADERO,2016,101,11,90,4,6,80
ATASCADERO,2015,96,61,35,0,0,35
ATASCADERO,2014,185,141,44,0,11,33
ATASCADERO,2013,42,39,3,0,3,0
ATASCADERO,2012,35,32,3,0,3,0
ATASCADERO,2011,27,24,3,0,3,0
ATASCADERO,2010,12,12,0,0,0,0
ATASCADERO,2009,13,13,0,0,0,0
ATASCADERO,2008,21,21,0,0,0,0
ATASCADERO,2007,154,154,0,0,0,0
ATASCADERO,2006,235,207,28,8,0,20
ATASCADERO,2005,261,254,7,4,3,0
ATASCADERO,2004,253,246,7,4,3,0
ATASCADERO,2003,180,162,18,0,18,0
ATASCADERO,2002,156,144,12,0,12,0
ATASCADERO,2001,146,137,9,0,9,0
ATASCADERO,2000,137,126,11,0,11,0
ATASCADERO,1999,152,132,20,0,0,20
ATASCADERO,1998,131,131,0,0,0,0
ATASCADERO,1997,68,68,0,0,0,0
ATASCADERO,1996,80,74,6,2,4,0
ATASCADERO,1995,98,88,10,0,0,10
ATASCADERO,1994,89,89,0,0,0,0
ATASCADERO,1993,90,90,0,0,0,0
ATASCADERO,1992,50,46,4,4,0,0
ATASCADERO,1991,104,98,6,6,0,0
ATASCADERO,1990,121,111,10,10,0,0
ATASCADERO,1989,179,169,10,10,0,0
ATASCADERO,1988,151,135,16,10,6,0
ATASCADERO,1987,267,197,70,4,18,48
ATASCADERO,1986,667,164,503,14,24,465
ATASCADERO,1985,504,171,333,26,60,247
ATASCADERO,1984,352,184,168,26,28,114
ATASCADERO,1983,263,154,109,20,64,25
ATASCADERO,1982,138,97,41,4,16,21
ATASCADERO,1981,161,125,36,14,0,22
ATASCADERO,1980,113,79,34,6,28,0
ATHERTON TOWN,2018,29,29,0,0,0,0
ATHERTON TOWN,2017,30,30,0,0,0,0
ATHERTON TOWN,2016,27,27,0,0,0,0
ATHERTON TOWN,2015,31,31,0,0,0,0
ATHERTON TOWN,2014,33,33,0,0,0,0
ATHERTON TOWN,2013,28,28,0,0,0,0
ATHERTON TOWN,2012,31,31,0,0,0,0
ATHERTON TOWN,2011,27,27,0,0,0,0
ATHERTON TOWN,2010,14,14,0,0,0,0
ATHERTON TOWN,2009,10,10,0,0,0,0
ATHERTON TOWN,2008,24,24,0,0,0,0
ATHERTON TOWN,2007,14,14,0,0,0,0
ATHERTON TOWN,2006,22,22,0,0,0,0
ATHERTON TOWN,2005,31,31,0,0,0,0
ATHERTON TOWN,2004,31,31,0,0,0,0
ATHERTON TOWN,2003,27,27,0,0,0,0
ATHERTON TOWN,2002,28,28,0,0,0,0
ATHERTON TOWN,2001,12,12,0,0,0,0
ATHERTON TOWN,2000,12,12,0,0,0,0
ATHERTON TOWN,1999,12,12,0,0,0,0
ATHERTON TOWN,1998,14,14,0,0,0,0
ATHERTON TOWN,1997,14,14,0,0,0,0
ATHERTON TOWN,1996,15,15,0,0,0,0
ATHERTON TOWN,1995,13,13,0,0,0,0
ATHERTON TOWN,1994,15,15,0,0,0,0
ATHERTON TOWN,1993,15,15,0,0,0,0
ATHERTON TOWN,1992,13,13,0,0,0,0
ATHERTON TOWN,1991,23,23,0,0,0,0
ATHERTON TOWN,1990,15,15,0,0,0,0
ATHERTON TOWN,1989,23,23,0,0,0,0
ATHERTON TOWN,1988,21,21,0,0,0,0
ATHERTON TOWN,1987,15,15,0,0,0,0
ATHERTON TOWN,1986,14,14,0,0,0,0
ATHERTON TOWN,1985,1,1,0,0,0,0
ATHERTON TOWN,1984,12,12,0,0,0,0
ATHERTON TOWN,1983,9,9,0,0,0,0
ATHERTON TOWN,1982,7,7,0,0,0,0
ATHERTON TOWN,1981,7,7,0,0,0,0
ATHERTON TOWN,1980,7,7,0,0,0,0
ATWATER,2018,3,3,0,0,0,0
ATWATER,2017,3,3,0,0,0,0
ATWATER,2016,3,3,0,0,0,0
ATWATER,2015,3,3,0,0,0,0
ATWATER,2014,4,4,0,0,0,0
ATWATER,2013,4,4,0,0,0,0
ATWATER,2012,5,5,0,0,0,0
ATWATER,2011,3,3,0,0,0,0
ATWATER,2010,4,4,0,0,0,0
ATWATER,2009,1,1,0,0,0,0
ATWATER,2008,2,2,0,0,0,0
ATWATER,2007,52,52,0,0,0,0
ATWATER,2006,122,122,0,0,0,0
ATWATER,2005,356,356,0,0,0,0
ATWATER,2004,352,352,0,0,0,0
ATWATER,2003,69,69,0,0,0,0
ATWATER,2002,140,140,0,0,0,0
ATWATER,2001,190,190,0,0,0,0
ATWATER,2000,92,92,0,0,0,0
ATWATER,1999,111,111,0,0,0,0
ATWATER,1998,107,107,0,0,0,0
ATWATER,1997,153,153,0,0,0,0
ATWATER,1996,155,155,0,0,0,0
ATWATER,1995,158,158,0,0,0,0
ATWATER,1994,182,182,0,0,0,0
ATWATER,1993,103,103,0,0,0,0
ATWATER,1992,54,54,0,0,0,0
ATWATER,1991,23,11,12,0,6,6
ATWATER,1990,135,122,13,0,13,0
ATWATER,1989,126,123,3,0,3,0
ATWATER,1988,107,85,22,2,15,5
ATWATER,1987,110,96,14,4,4,6
ATWATER,1986,158,133,25,2,12,11
ATWATER,1985,277,74,203,10,81,112
ATWATER,1984,59,49,10,4,6,0
ATWATER,1983,144,130,14,4,4,6
ATWATER,1982,74,16,58,36,22,0
ATWATER,1981,63,16,47,2,8,37
ATWATER,1980,205,57,148,0,25,123
AUBURN,2018,31,25,6,6,0,0
AUBURN,2017,64,40,24,16,0,8
AUBURN,2016,21,21,0,0,0,0
AUBURN,2015,9,7,2,2,0,0
AUBURN,2014,15,13,2,2,0,0
AUBURN,2013,14,14,0,0,0,0
AUBURN,2012,62,2,60,0,0,60
AUBURN,2011,7,7,0,0,0,0
AUBURN,2010,19,19,0,0,0,0
AUBURN,2009,5,5,0,0,0,0
AUBURN,2008,10,4,6,0,6,0
AUBURN,2007,35,26,9,0,4,5
AUBURN,2006,25,25,0,0,0,0
AUBURN,2005,108,108,0,0,0,0
AUBURN,2004,85,85,0,0,0,0
AUBURN,2003,87,87,0,0,0,0
AUBURN,2002,57,55,2,2,0,0
AUBURN,2001,49,49,0,0,0,0
AUBURN,2000,54,54,0,0,0,0
AUBURN,1999,65,65,0,0,0,0
AUBURN,1998,51,51,0,0,0,0
AUBURN,1997,53,51,2,2,0,0
AUBURN,1996,52,52,0,0,0,0
AUBURN,1995,59,54,5,0,0,5
AUBURN,1994,119,59,60,0,0,60
AUBURN,1993,58,55,3,0,3,0
AUBURN,1992,49,49,0,0,0,0
AUBURN,1991,69,33,36,0,8,28
AUBURN,1990,153,153,0,0,0,0
AUBURN,1989,224,205,19,2,0,17
AUBURN,1988,205,205,0,0,0,0
AUBURN,1987,213,119,94,2,0,92
AUBURN,1986,133,68,65,0,8,57
AUBURN,1985,139,137,2,2,0,0
AUBURN,1984,117,90,27,0,17,10
AUBURN,1983,61,34,27,16,3,8
AUBURN,1982,56,51,5,2,3,0
AUBURN,1981,68,35,33,0,0,33
AUBURN,1980,23,20,3,0,3,0
AVALON,2018,0,0,0,0,0,0
AVALON,2017,0,0,0,0,0,0
AVALON,2016,2,2,0,0,0,0
AVALON,2015,2,0,2,2,0,0
AVALON,2014,0,0,0,0,0,0
AVALON,2013,3,0,3,0,3,0
AVALON,2012,0,0,0,0,0,0
AVALON,2011,1,1,0,0,0,0
AVALON,2010,0,0,0,0,0,0
AVALON,2009,0,0,0,0,0,0
AVALON,2008,1,1,0,0,0,0
AVALON,2007,1,1,0,0,0,0
AVALON,2006,0,0,0,0,0,0
AVALON,2005,3,3,0,0,0,0
AVALON,2004,1,1,0,0,0,0
AVALON,2003,0,0,0,0,0,0
AVALON,2002,4,4,0,0,0,0
AVALON,2001,5,5,0,0,0,0
AVALON,2000,2,2,0,0,0,0
AVALON,1999,2,2,0,0,0,0
AVALON,1998,0,0,0,0,0,0
AVALON,1997,0,0,0,0,0,0
AVALON,1996,2,2,0,0,0,0
AVALON,1995,2,2,0,0,0,0
AVALON,1994,9,0,9,0,0,9
AVALON,1993,80,0,80,0,0,80
AVALON,1992,10,1,9,0,4,5
AVALON,1991,12,2,10,0,4,6
AVALON,1990,9,2,7,2,0,5
AVALON,1989,57,5,52,2,4,46
AVALON,1988,33,0,33,0,0,33
AVALON,1987,38,2,36,4,0,32
AVALON,1986,60,2,58,2,0,56
AVALON,1985,4,2,2,2,0,0
AVALON,1984,25,7,18,2,0,16
AVALON,1983,22,0,22,2,8,12
AVALON,1982,115,0,115,2,3,110
AVALON,1981,29,3,26,0,4,22
AVALON,1980,25,2,23,12,11,0
AVENAL,2018,52,16,36,0,36,0
AVENAL,2017,8,8,0,0,0,0
AVENAL,2016,4,4,0,0,0,0
AVENAL,2015,3,3,0,0,0,0
AVENAL,2014,4,4,0,0,0,0
AVENAL,2013,10,10,0,0,0,0
AVENAL,2012,1,1,0,0,0,0
AVENAL,2011,6,6,0,0,0,0
AVENAL,2010,31,31,0,0,0,0
AVENAL,2009,16,16,0,0,0,0
AVENAL,2008,19,19,0,0,0,0
AVENAL,2007,21,21,0,0,0,0
AVENAL,2006,45,42,3,0,3,0
AVENAL,2005,56,53,3,0,3,0
AVENAL,2004,56,52,4,0,4,0
AVENAL,2003,146,34,112,4,0,108
AVENAL,2002,102,22,80,0,0,80
AVENAL,2001,14,14,0,0,0,0
AVENAL,2000,13,13,0,0,0,0
AVENAL,1999,14,14,0,0,0,0
AVENAL,1998,11,11,0,0,0,0
AVENAL,1997,6,6,0,0,0,0
AVENAL,1996,22,22,0,0,0,0
AVENAL,1995,7,7,0,0,0,0
AVENAL,1994,27,27,0,0,0,0
AVENAL,1993,3,3,0,0,0,0
AVENAL,1992,61,45,16,16,0,0
AVENAL,1991,33,33,0,0,0,0
AVENAL,1990,4,4,0,0,0,0
AVENAL,1989,23,23,0,0,0,0
AVENAL,1988,31,29,2,2,0,0
AVENAL,1987,119,65,54,16,38,0
AVENAL,1986,26,22,4,0,4,0
AVENAL,1985,237,3,234,36,112,86
AVENAL,1984,55,3,52,8,44,0
AVENAL,1983,8,0,8,8,0,0
AVENAL,1982,42,2,40,0,0,40
AVENAL,1981,20,20,0,0,0,0
AVENAL,1980,1,1,0,0,0,0
AZUSA,2018,177,39,138,4,36,98
AZUSA,2017,123,76,47,0,4,43
AZUSA,2016,106,63,43,0,0,43
AZUSA,2015,113,111,2,2,0,0
AZUSA,2014,297,297,0,0,0,0
AZUSA,2013,208,208,0,0,0,0
AZUSA,2012,136,136,0,0,0,0
AZUSA,2011,153,153,0,0,0,0
AZUSA,2010,35,35,0,0,0,0
AZUSA,2009,2,2,0,0,0,0
AZUSA,2008,4,4,0,0,0,0
AZUSA,2007,170,159,11,8,3,0
AZUSA,2006,53,53,0,0,0,0
AZUSA,2005,57,57,0,0,0,0
AZUSA,2004,23,21,2,2,0,0
AZUSA,2003,164,164,0,0,0,0
AZUSA,2002,151,151,0,0,0,0
AZUSA,2001,131,131,0,0,0,0
AZUSA,2000,63,61,2,2,0,0
AZUSA,1999,22,22,0,0,0,0
AZUSA,1998,26,26,0,0,0,0
AZUSA,1997,0,0,0,0,0,0
AZUSA,1996,75,75,0,0,0,0
AZUSA,1995,176,174,2,2,0,0
AZUSA,1994,19,17,2,2,0,0
AZUSA,1993,1,1,0,0,0,0
AZUSA,1992,23,13,10,10,0,0
AZUSA,1991,66,50,16,6,10,0
AZUSA,1990,31,19,12,12,0,0
AZUSA,1989,101,27,74,28,10,36
AZUSA,1988,283,36,247,56,24,167
AZUSA,1987,641,12,629,12,23,594
AZUSA,1986,388,12,376,2,61,313
AZUSA,1985,445,4,441,0,44,397
AZUSA,1984,53,7,46,2,44,0
AZUSA,1983,99,9,90,6,22,62
AZUSA,1982,25,7,18,8,10,0
AZUSA,1981,158,5,153,0,27,126
AZUSA,1980,381,8,373,10,32,331
BAKERSFIELD,2018,1108,1061,47,28,3,16
BAKERSFIELD,2017,1637,1542,95,92,3,0
BAKERSFIELD,2016,1438,1338,100,96,4,0
BAKERSFIELD,2015,1463,1391,72,0,0,72
BAKERSFIELD,2014,1659,1277,382,6,29,347
BAKERSFIELD,2013,1524,1166,358,6,23,329
BAKERSFIELD,2012,1379,1091,288,4,28,256
BAKERSFIELD,2011,422,422,0,0,0,0
BAKERSFIELD,2010,1074,816,258,6,8,244
BAKERSFIELD,2009,1176,1087,89,6,0,83
BAKERSFIELD,2008,1551,1038,513,160,90,263
BAKERSFIELD,2007,2133,1820,313,128,113,72
BAKERSFIELD,2006,3937,3353,584,36,519,29
BAKERSFIELD,2005,5326,4898,428,38,154,236
BAKERSFIELD,2004,4059,3766,293,22,121,150
BAKERSFIELD,2003,3795,3664,131,0,16,115
BAKERSFIELD,2002,2946,2946,0,0,0,0
BAKERSFIELD,2001,2432,2432,0,0,0,0
BAKERSFIELD,2000,2111,1982,129,10,34,85
BAKERSFIELD,1999,1936,1871,65,0,65,0
BAKERSFIELD,1998,2104,1740,364,6,103,255
BAKERSFIELD,1997,1550,1409,141,2,20,119
BAKERSFIELD,1996,1472,1331,141,0,101,40
BAKERSFIELD,1995,1950,1567,383,2,67,314
BAKERSFIELD,1994,1615,1432,183,2,145,36
BAKERSFIELD,1993,1884,1696,188,20,122,46
BAKERSFIELD,1992,2142,1761,381,20,112,249
BAKERSFIELD,1991,1203,1059,144,8,77,59
BAKERSFIELD,1990,1554,1434,120,14,3,103
BAKERSFIELD,1989,1360,1236,124,2,28,94
BAKERSFIELD,1988,1055,1033,22,6,16,0
BAKERSFIELD,1987,1504,1205,299,12,120,167
BAKERSFIELD,1986,1610,1412,198,18,117,63
BAKERSFIELD,1985,2301,1299,1002,42,386,574
BAKERSFIELD,1984,3914,1713,2201,58,531,1612
BAKERSFIELD,1983,3622,1585,2037,92,510,1435
BAKERSFIELD,1982,2716,1944,772,134,291,347
BAKERSFIELD,1981,1299,677,622,20,323,279
BAKERSFIELD,1980,1277,849,428,14,98,316
BALDWIN PARK,2018,79,79,0,0,0,0
BALDWIN PARK,2017,57,57,0,0,0,0
BALDWIN PARK,2016,28,24,4,0,4,0
BALDWIN PARK,2015,21,21,0,0,0,0
