GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Occupied,Margin of Error; Total: - Occupied,Estimate; Total: - Vacant,Margin of Error; Total: - Vacant
1500000US060371011101,060371011101,"Block Group 1, Census Tract 1011.10, Los Angeles County, California",646,112,623,113,23,35
1500000US060371011102,060371011102,"Block Group 2, Census Tract 1011.10, Los Angeles County, California",658,97,614,89,44,46
1500000US060371011103,060371011103,"Block Group 3, Census Tract 1011.10, Los Angeles County, California",416,85,397,85,19,29
1500000US060371011221,060371011221,"Block Group 1, Census Tract 1011.22, Los Angeles County, California",838,85,796,91,42,47
1500000US060371011222,060371011222,"Block Group 2, Census Tract 1011.22, Los Angeles County, California",542,84,446,86,96,56
1500000US060371012101,060371012101,"Block Group 1, Census Tract 1012.10, Los Angeles County, California",924,130,900,130,24,36
1500000US060371012102,060371012102,"Block Group 2, Census Tract 1012.10, Los Angeles County, California",1432,139,1404,141,28,45
1500000US060371012201,060371012201,"Block Group 1, Census Tract 1012.20, Los Angeles County, California",413,65,380,60,33,37
1500000US060371012202,060371012202,"Block Group 2, Census Tract 1012.20, Los Angeles County, California",875,76,840,79,35,40
1500000US060371013001,060371013001,"Block Group 1, Census Tract 1013, Los Angeles County, California",464,84,441,77,23,36
1500000US060371013002,060371013002,"Block Group 2, Census Tract 1013, Los Angeles County, California",443,82,443,82,0,12
1500000US060371013003,060371013003,"Block Group 3, Census Tract 1013, Los Angeles County, California",341,81,320,84,21,24
1500000US060371013004,060371013004,"Block Group 4, Census Tract 1013, Los Angeles County, California",302,70,257,71,45,45
1500000US060371014001,060371014001,"Block Group 1, Census Tract 1014, Los Angeles County, California",359,87,359,87,0,12
1500000US060371014002,060371014002,"Block Group 2, Census Tract 1014, Los Angeles County, California",704,91,675,93,29,46
1500000US060371014003,060371014003,"Block Group 3, Census Tract 1014, Los Angeles County, California",536,90,519,92,17,27
1500000US060371021031,060371021031,"Block Group 1, Census Tract 1021.03, Los Angeles County, California",718,12,683,36,35,35
1500000US060371021041,060371021041,"Block Group 1, Census Tract 1021.04, Los Angeles County, California",931,101,856,100,75,60
1500000US060371021042,060371021042,"Block Group 2, Census Tract 1021.04, Los Angeles County, California",415,97,415,97,0,12
1500000US060371021051,060371021051,"Block Group 1, Census Tract 1021.05, Los Angeles County, California",238,45,238,45,0,12
1500000US060371021052,060371021052,"Block Group 2, Census Tract 1021.05, Los Angeles County, California",341,44,324,51,17,26
1500000US060371021071,060371021071,"Block Group 1, Census Tract 1021.07, Los Angeles County, California",928,79,866,91,62,58
1500000US060371021072,060371021072,"Block Group 2, Census Tract 1021.07, Los Angeles County, California",410,73,376,64,34,40
1500000US060371031011,060371031011,"Block Group 1, Census Tract 1031.01, Los Angeles County, California",592,49,564,49,28,30
1500000US060371031012,060371031012,"Block Group 2, Census Tract 1031.01, Los Angeles County, California",358,47,358,47,0,12
1500000US060371031021,060371031021,"Block Group 1, Census Tract 1031.02, Los Angeles County, California",257,63,257,63,0,12
1500000US060371031022,060371031022,"Block Group 2, Census Tract 1031.02, Los Angeles County, California",282,67,282,67,0,12
1500000US060371031023,060371031023,"Block Group 3, Census Tract 1031.02, Los Angeles County, California",372,91,372,91,0,12
1500000US060371031024,060371031024,"Block Group 4, Census Tract 1031.02, Los Angeles County, California",338,99,301,91,37,56
1500000US060371031025,060371031025,"Block Group 5, Census Tract 1031.02, Los Angeles County, California",465,91,433,85,32,50
1500000US060371032001,060371032001,"Block Group 1, Census Tract 1032, Los Angeles County, California",709,134,709,134,0,12
1500000US060371032002,060371032002,"Block Group 2, Census Tract 1032, Los Angeles County, California",704,125,603,128,101,89
1500000US060371032003,060371032003,"Block Group 3, Census Tract 1032, Los Angeles County, California",890,140,890,140,0,12
1500000US060371033001,060371033001,"Block Group 1, Census Tract 1033, Los Angeles County, California",701,84,622,80,79,54
1500000US060371033002,060371033002,"Block Group 2, Census Tract 1033, Los Angeles County, California",694,77,563,85,131,65
1500000US060371034001,060371034001,"Block Group 1, Census Tract 1034, Los Angeles County, California",498,124,498,124,0,12
1500000US060371034002,060371034002,"Block Group 2, Census Tract 1034, Los Angeles County, California",305,117,305,117,0,12
1500000US060371034003,060371034003,"Block Group 3, Census Tract 1034, Los Angeles County, California",210,66,210,66,0,12
1500000US060371034004,060371034004,"Block Group 4, Census Tract 1034, Los Angeles County, California",412,122,412,122,0,12
1500000US060371034005,060371034005,"Block Group 5, Census Tract 1034, Los Angeles County, California",1116,148,1035,151,81,75
1500000US060371041031,060371041031,"Block Group 1, Census Tract 1041.03, Los Angeles County, California",398,61,398,61,0,12
1500000US060371041032,060371041032,"Block Group 2, Census Tract 1041.03, Los Angeles County, California",461,65,418,68,43,39
1500000US060371041051,060371041051,"Block Group 1, Census Tract 1041.05, Los Angeles County, California",411,83,411,83,0,12
1500000US060371041052,060371041052,"Block Group 2, Census Tract 1041.05, Los Angeles County, California",1164,91,1138,95,26,39
1500000US060371041081,060371041081,"Block Group 1, Census Tract 1041.08, Los Angeles County, California",447,89,413,84,34,39
1500000US060371041082,060371041082,"Block Group 2, Census Tract 1041.08, Los Angeles County, California",680,97,680,97,0,12
1500000US060371041083,060371041083,"Block Group 3, Census Tract 1041.08, Los Angeles County, California",311,85,311,85,0,12
1500000US060371041241,060371041241,"Block Group 1, Census Tract 1041.24, Los Angeles County, California",606,107,575,111,31,46
1500000US060371041242,060371041242,"Block Group 2, Census Tract 1041.24, Los Angeles County, California",403,95,403,95,0,12
1500000US060371041243,060371041243,"Block Group 3, Census Tract 1041.24, Los Angeles County, California",299,78,299,78,0,12
1500000US060371042011,060371042011,"Block Group 1, Census Tract 1042.01, Los Angeles County, California",299,68,299,68,0,12
1500000US060371042012,060371042012,"Block Group 2, Census Tract 1042.01, Los Angeles County, California",343,64,343,64,0,12
1500000US060371042013,060371042013,"Block Group 3, Census Tract 1042.01, Los Angeles County, California",265,70,265,70,0,12
1500000US060371042031,060371042031,"Block Group 1, Census Tract 1042.03, Los Angeles County, California",584,70,566,74,18,28
1500000US060371042032,060371042032,"Block Group 2, Census Tract 1042.03, Los Angeles County, California",504,74,461,77,43,39
1500000US060371042041,060371042041,"Block Group 1, Census Tract 1042.04, Los Angeles County, California",314,54,306,54,8,13
1500000US060371042042,060371042042,"Block Group 2, Census Tract 1042.04, Los Angeles County, California",439,45,429,50,10,15
1500000US060371043101,060371043101,"Block Group 1, Census Tract 1043.10, Los Angeles County, California",246,51,219,48,27,30
1500000US060371043102,060371043102,"Block Group 2, Census Tract 1043.10, Los Angeles County, California",371,67,356,61,15,24
1500000US060371043103,060371043103,"Block Group 3, Census Tract 1043.10, Los Angeles County, California",290,55,276,52,14,21
1500000US060371043201,060371043201,"Block Group 1, Census Tract 1043.20, Los Angeles County, California",616,114,616,114,0,12
1500000US060371043202,060371043202,"Block Group 2, Census Tract 1043.20, Los Angeles County, California",310,106,282,108,28,35
1500000US060371043203,060371043203,"Block Group 3, Census Tract 1043.20, Los Angeles County, California",206,60,195,60,11,19
1500000US060371043204,060371043204,"Block Group 4, Census Tract 1043.20, Los Angeles County, California",156,69,156,69,0,12
1500000US060371044011,060371044011,"Block Group 1, Census Tract 1044.01, Los Angeles County, California",314,48,303,50,11,17
1500000US060371044012,060371044012,"Block Group 2, Census Tract 1044.01, Los Angeles County, California",427,50,416,51,11,18
1500000US060371044031,060371044031,"Block Group 1, Census Tract 1044.03, Los Angeles County, California",410,57,394,57,16,25
1500000US060371044032,060371044032,"Block Group 2, Census Tract 1044.03, Los Angeles County, California",240,55,240,55,0,12
1500000US060371044041,060371044041,"Block Group 1, Census Tract 1044.04, Los Angeles County, California",245,48,245,48,0,12
