GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Family households:,Margin of Error; Family households:,Estimate; Family households: - Married-couple family,Margin of Error; Family households: - Married-couple family,Estimate; Family households: - Other family:,Margin of Error; Family households: - Other family:,"Estimate; Family households: - Other family: - Male householder, no wife present","Margin of Error; Family households: - Other family: - Male householder, no wife present","Estimate; Family households: - Other family: - Female householder, no husband present","Margin of Error; Family households: - Other family: - Female householder, no husband present",Estimate; Nonfamily households:,Margin of Error; Nonfamily households:,Estimate; Nonfamily households: - Householder living alone,Margin of Error; Nonfamily households: - Householder living alone,Estimate; Nonfamily households: - Householder not living alone,Margin of Error; Nonfamily households: - Householder not living alone
1500000US060371031025,060371031025,"Block Group 5, Census Tract 1031.02, Los Angeles County, California",27,31,27,31,27,31,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371032001,060371032001,"Block Group 1, Census Tract 1032, Los Angeles County, California",263,142,153,105,52,84,101,90,62,73,39,60,110,109,44,71,66,87
1500000US060371032002,060371032002,"Block Group 2, Census Tract 1032, Los Angeles County, California",127,77,127,77,96,76,31,27,0,12,31,27,0,12,0,12,0,12
1500000US060371032003,060371032003,"Block Group 3, Census Tract 1032, Los Angeles County, California",357,155,196,101,133,81,63,64,15,25,48,60,161,134,111,107,50,83
1500000US060371033001,060371033001,"Block Group 1, Census Tract 1033, Los Angeles County, California",80,48,63,43,49,37,14,24,14,24,0,12,17,20,17,20,0,12
1500000US060371033002,060371033002,"Block Group 2, Census Tract 1033, Los Angeles County, California",43,33,35,30,11,19,24,25,0,12,24,25,8,12,8,12,0,12
1500000US060371034001,060371034001,"Block Group 1, Census Tract 1034, Los Angeles County, California",86,61,72,56,0,12,72,56,0,12,72,56,14,22,14,22,0,12
1500000US060371034002,060371034002,"Block Group 2, Census Tract 1034, Los Angeles County, California",88,88,88,88,88,88,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371034003,060371034003,"Block Group 3, Census Tract 1034, Los Angeles County, California",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371034004,060371034004,"Block Group 4, Census Tract 1034, Los Angeles County, California",39,37,22,28,13,24,9,15,0,12,9,15,17,25,17,25,0,12
1500000US060371034005,060371034005,"Block Group 5, Census Tract 1034, Los Angeles County, California",146,107,0,12,0,12,0,12,0,12,0,12,146,107,131,104,15,24
1500000US060371041031,060371041031,"Block Group 1, Census Tract 1041.03, Los Angeles County, California",275,52,262,50,173,52,89,40,19,26,70,33,13,19,13,19,0,12
1500000US060371041032,060371041032,"Block Group 2, Census Tract 1041.03, Los Angeles County, California",208,50,182,46,115,41,67,31,14,16,53,27,26,26,19,24,7,10
1500000US060371041051,060371041051,"Block Group 1, Census Tract 1041.05, Los Angeles County, California",255,81,255,81,195,75,60,47,60,47,0,12,0,12,0,12,0,12
1500000US060371041052,060371041052,"Block Group 2, Census Tract 1041.05, Los Angeles County, California",879,107,767,120,355,104,412,108,33,41,379,108,112,73,81,61,31,42
1500000US060371041081,060371041081,"Block Group 1, Census Tract 1041.08, Los Angeles County, California",308,84,271,85,200,87,71,55,26,39,45,37,37,38,37,38,0,12
1500000US060371041082,060371041082,"Block Group 2, Census Tract 1041.08, Los Angeles County, California",431,86,278,75,213,75,65,51,30,35,35,36,153,76,88,48,65,55
1500000US060371041083,060371041083,"Block Group 3, Census Tract 1041.08, Los Angeles County, California",154,64,144,65,76,57,68,44,42,33,26,32,10,19,0,12,10,19
1500000US060371041241,060371041241,"Block Group 1, Census Tract 1041.24, Los Angeles County, California",389,102,342,104,259,96,83,72,38,54,45,54,47,46,40,44,7,12
1500000US060371041242,060371041242,"Block Group 2, Census Tract 1041.24, Los Angeles County, California",74,46,69,45,61,44,8,14,8,14,0,12,5,9,0,12,5,9
1500000US060371041243,060371041243,"Block Group 3, Census Tract 1041.24, Los Angeles County, California",56,37,47,40,38,36,9,14,0,12,9,14,9,14,0,12,9,14
1500000US060371042011,060371042011,"Block Group 1, Census Tract 1042.01, Los Angeles County, California",196,52,168,56,73,44,95,54,27,27,68,44,28,32,28,32,0,12
1500000US060371042012,060371042012,"Block Group 2, Census Tract 1042.01, Los Angeles County, California",306,58,291,56,190,54,101,61,66,51,35,33,15,16,6,9,9,13
1500000US060371042013,060371042013,"Block Group 3, Census Tract 1042.01, Los Angeles County, California",187,59,187,59,163,60,24,18,13,17,11,11,0,12,0,12,0,12
1500000US060371042031,060371042031,"Block Group 1, Census Tract 1042.03, Los Angeles County, California",451,72,414,72,304,69,110,61,19,30,91,52,37,30,37,30,0,12
1500000US060371042032,060371042032,"Block Group 2, Census Tract 1042.03, Los Angeles County, California",388,78,356,71,262,63,94,54,47,42,47,36,32,37,21,34,11,16
1500000US060371042041,060371042041,"Block Group 1, Census Tract 1042.04, Los Angeles County, California",244,53,232,52,150,43,82,45,6,9,76,44,12,14,6,9,6,9
1500000US060371042042,060371042042,"Block Group 2, Census Tract 1042.04, Los Angeles County, California",250,56,221,54,152,50,69,37,32,25,37,30,29,23,29,23,0,12
1500000US060371043101,060371043101,"Block Group 1, Census Tract 1043.10, Los Angeles County, California",213,50,192,50,150,52,42,27,10,11,32,27,21,21,0,12,21,21
1500000US060371043102,060371043102,"Block Group 2, Census Tract 1043.10, Los Angeles County, California",324,66,315,63,246,63,69,39,28,28,41,32,9,14,0,12,9,14
1500000US060371043103,060371043103,"Block Group 3, Census Tract 1043.10, Los Angeles County, California",215,45,191,46,105,32,86,43,49,37,37,28,24,25,12,19,12,19
1500000US060371043201,060371043201,"Block Group 1, Census Tract 1043.20, Los Angeles County, California",429,106,407,106,222,78,185,104,83,67,102,76,22,26,22,26,0,12
1500000US060371043202,060371043202,"Block Group 2, Census Tract 1043.20, Los Angeles County, California",170,87,137,89,118,85,19,24,7,12,12,20,33,30,33,30,0,12
1500000US060371043203,060371043203,"Block Group 3, Census Tract 1043.20, Los Angeles County, California",224,72,191,72,66,52,125,65,30,34,95,58,33,30,33,30,0,12
1500000US060371043204,060371043204,"Block Group 4, Census Tract 1043.20, Los Angeles County, California",102,56,97,57,60,50,37,43,22,32,15,25,5,9,5,9,0,12
1500000US060371044011,060371044011,"Block Group 1, Census Tract 1044.01, Los Angeles County, California",286,59,234,60,157,50,77,44,16,16,61,41,52,35,40,29,12,18
1500000US060371044012,060371044012,"Block Group 2, Census Tract 1044.01, Los Angeles County, California",389,53,354,53,255,59,99,40,36,27,63,35,35,25,35,25,0,12
1500000US060371044031,060371044031,"Block Group 1, Census Tract 1044.03, Los Angeles County, California",353,67,337,69,258,72,79,37,23,20,56,32,16,20,16,20,0,12
1500000US060371044032,060371044032,"Block Group 2, Census Tract 1044.03, Los Angeles County, California",242,52,192,55,111,45,81,40,25,26,56,34,50,30,27,27,23,26
1500000US060371044041,060371044041,"Block Group 1, Census Tract 1044.04, Los Angeles County, California",178,50,156,50,115,44,41,29,11,16,30,26,22,16,19,15,3,5
1500000US060371044042,060371044042,"Block Group 2, Census Tract 1044.04, Los Angeles County, California",362,61,357,63,212,58,145,50,69,38,76,40,5,8,0,12,5,8
1500000US060371045001,060371045001,"Block Group 1, Census Tract 1045, Los Angeles County, California",133,42,114,44,81,40,33,26,24,25,9,9,19,17,8,10,11,16
1500000US060371045002,060371045002,"Block Group 2, Census Tract 1045, Los Angeles County, California",464,61,407,73,257,65,150,57,45,30,105,53,57,47,33,32,24,27
1500000US060371046101,060371046101,"Block Group 1, Census Tract 1046.10, Los Angeles County, California",469,60,399,65,222,60,177,50,51,34,126,43,70,42,32,28,38,34
1500000US060371046102,060371046102,"Block Group 2, Census Tract 1046.10, Los Angeles County, California",222,51,197,47,110,38,87,42,33,28,54,34,25,24,16,19,9,14
1500000US060371046201,060371046201,"Block Group 1, Census Tract 1046.20, Los Angeles County, California",234,62,204,57,151,53,53,27,9,11,44,25,30,25,30,25,0,12
1500000US060371046202,060371046202,"Block Group 2, Census Tract 1046.20, Los Angeles County, California",468,60,446,63,320,55,126,48,43,35,83,34,22,20,22,20,0,12
1500000US060371047011,060371047011,"Block Group 1, Census Tract 1047.01, Los Angeles County, California",256,51,256,51,184,51,72,36,22,20,50,29,0,12,0,12,0,12
1500000US060371047012,060371047012,"Block Group 2, Census Tract 1047.01, Los Angeles County, California",386,57,369,60,119,47,250,60,17,19,233,60,17,19,17,19,0,12
1500000US060371047013,060371047013,"Block Group 3, Census Tract 1047.01, Los Angeles County, California",178,47,151,46,86,41,65,37,10,16,55,34,27,22,15,16,12,18
1500000US060371047031,060371047031,"Block Group 1, Census Tract 1047.03, Los Angeles County, California",293,60,246,60,111,48,135,61,69,45,66,46,47,31,47,31,0,12
1500000US060371047032,060371047032,"Block Group 2, Census Tract 1047.03, Los Angeles County, California",199,45,167,43,140,49,27,23,17,16,10,16,32,25,4,6,28,24
1500000US060371047041,060371047041,"Block Group 1, Census Tract 1047.04, Los Angeles County, California",777,80,700,81,437,105,263,105,79,58,184,81,77,41,54,33,23,23
1500000US060371048101,060371048101,"Block Group 1, Census Tract 1048.10, Los Angeles County, California",253,86,241,88,113,54,128,87,62,67,66,69,12,13,8,9,4,8
1500000US060371048102,060371048102,"Block Group 2, Census Tract 1048.10, Los Angeles County, California",184,62,178,65,76,52,102,53,40,35,62,43,6,9,6,9,0,12
1500000US060371048103,060371048103,"Block Group 3, Census Tract 1048.10, Los Angeles County, California",531,98,531,98,381,88,150,76,40,32,110,67,0,12,0,12,0,12
1500000US060371048211,060371048211,"Block Group 1, Census Tract 1048.21, Los Angeles County, California",391,69,374,70,179,56,195,59,58,47,137,66,17,16,14,16,3,6
1500000US060371048212,060371048212,"Block Group 2, Census Tract 1048.21, Los Angeles County, California",231,61,221,61,177,56,44,31,39,30,5,8,10,16,10,16,0,12
1500000US060371048221,060371048221,"Block Group 1, Census Tract 1048.22, Los Angeles County, California",494,59,388,52,241,71,147,62,95,49,52,43,106,47,75,43,31,27
1500000US060371060101,060371060101,"Block Group 1, Census Tract 1060.10, Los Angeles County, California",531,69,496,75,320,92,176,68,115,48,61,44,35,35,27,33,8,12
1500000US060371060201,060371060201,"Block Group 1, Census Tract 1060.20, Los Angeles County, California",387,92,367,95,259,91,108,69,64,62,44,30,20,22,20,22,0,12
1500000US060371060202,060371060202,"Block Group 2, Census Tract 1060.20, Los Angeles County, California",567,98,540,98,353,111,187,90,88,65,99,61,27,26,27,26,0,12
1500000US060371061111,060371061111,"Block Group 1, Census Tract 1061.11, Los Angeles County, California",286,95,249,97,136,74,113,77,10,18,103,74,37,45,27,42,10,15
1500000US060371061112,060371061112,"Block Group 2, Census Tract 1061.11, Los Angeles County, California",467,90,443,91,341,107,102,72,29,26,73,70,24,22,9,14,15,17
1500000US060371061121,060371061121,"Block Group 1, Census Tract 1061.12, Los Angeles County, California",392,91,357,87,184,64,173,73,50,46,123,64,35,37,13,14,22,35
1500000US060371061122,060371061122,"Block Group 2, Census Tract 1061.12, Los Angeles County, California",566,93,543,101,466,98,77,51,63,49,14,17,23,23,23,23,0,12
1500000US060371061131,060371061131,"Block Group 1, Census Tract 1061.13, Los Angeles County, California",303,73,272,69,229,66,43,40,16,18,27,36,31,21,25,20,6,9
1500000US060371061132,060371061132,"Block Group 2, Census Tract 1061.13, Los Angeles County, California",277,63,258,61,223,62,35,23,7,10,28,21,19,22,7,10,12,18
1500000US060371061141,060371061141,"Block Group 1, Census Tract 1061.14, Los Angeles County, California",911,115,827,116,364,115,463,105,175,72,288,105,84,42,33,24,51,35
1500000US060371061142,060371061142,"Block Group 2, Census Tract 1061.14, Los Angeles County, California",280,71,265,73,154,60,111,62,18,22,93,61,15,17,15,17,0,12
1500000US060371064031,060371064031,"Block Group 1, Census Tract 1064.03, Los Angeles County, California",228,51,213,52,151,54,62,38,41,35,21,21,15,12,10,10,5,7
1500000US060371064032,060371064032,"Block Group 2, Census Tract 1064.03, Los Angeles County, California",219,51,205,54,167,54,38,26,3,6,35,26,14,13,8,8,6,10
1500000US060371064033,060371064033,"Block Group 3, Census Tract 1064.03, Los Angeles County, California",175,50,171,51,120,43,51,29,11,11,40,27,4,6,4,6,0,12
1500000US060371064051,060371064051,"Block Group 1, Census Tract 1064.05, Los Angeles County, California",337,98,258,84,159,81,99,53,0,12,99,53,79,68,71,68,8,13
1500000US060371064052,060371064052,"Block Group 2, Census Tract 1064.05, Los Angeles County, California",176,89,158,88,103,66,55,50,16,27,39,42,18,18,18,18,0,12
1500000US060371064053,060371064053,"Block Group 3, Census Tract 1064.05, Los Angeles County, California",248,86,248,86,223,83,25,27,0,12,25,27,0,12,0,12,0,12
1500000US060371064061,060371064061,"Block Group 1, Census Tract 1064.06, Los Angeles County, California",527,102,397,88,359,93,38,33,22,26,16,20,130,76,97,66,33,41
1500000US060371064062,060371064062,"Block Group 2, Census Tract 1064.06, Los Angeles County, California",135,84,120,82,113,83,7,12,0,12,7,12,15,23,15,23,0,12
1500000US060371064063,060371064063,"Block Group 3, Census Tract 1064.06, Los Angeles County, California",165,78,152,76,84,55,68,57,0,12,68,57,13,21,13,21,0,12
1500000US060371064071,060371064071,"Block Group 1, Census Tract 1064.07, Los Angeles County, California",334,65,277,65,158,54,119,58,28,30,91,52,57,36,17,13,40,34
1500000US060371064072,060371064072,"Block Group 2, Census Tract 1064.07, Los Angeles County, California",143,56,116,54,56,31,60,44,4,8,56,43,27,20,27,20,0,12
1500000US060371064081,060371064081,"Block Group 1, Census Tract 1064.08, Los Angeles County, California",638,69,549,69,329,73,220,76,59,46,161,64,89,32,73,30,16,17
1500000US060371064082,060371064082,"Block Group 2, Census Tract 1064.08, Los Angeles County, California",172,53,168,51,80,46,88,38,0,12,88,38,4,9,4,9,0,12
1500000US060371065101,060371065101,"Block Group 1, Census Tract 1065.10, Los Angeles County, California",249,93,201,81,137,64,64,49,48,51,16,20,48,44,16,18,32,40
1500000US060371065102,060371065102,"Block Group 2, Census Tract 1065.10, Los Angeles County, California",324,100,267,101,175,86,92,65,22,34,70,62,57,50,48,46,9,14
1500000US060371065103,060371065103,"Block Group 3, Census Tract 1065.10, Los Angeles County, California",276,105,223,92,165,81,58,48,6,10,52,47,53,54,32,43,21,34
1500000US060371065201,060371065201,"Block Group 1, Census Tract 1065.20, Los Angeles County, California",407,75,370,71,245,68,125,59,81,49,44,34,37,36,28,34,9,12
1500000US060371065202,060371065202,"Block Group 2, Census Tract 1065.20, Los Angeles County, California",376,85,278,88,194,67,84,53,34,31,50,44,98,58,98,58,0,12
1500000US060371065203,060371065203,"Block Group 3, Census Tract 1065.20, Los Angeles County, California",289,66,289,66,171,58,118,59,37,29,81,56,0,12,0,12,0,12
1500000US060371066031,060371066031,"Block Group 1, Census Tract 1066.03, Los Angeles County, California",61,18,61,18,54,18,7,11,0,12,7,11,0,12,0,12,0,12
1500000US060371066032,060371066032,"Block Group 2, Census Tract 1066.03, Los Angeles County, California",45,30,40,29,40,29,0,12,0,12,0,12,5,8,5,8,0,12
1500000US060371066041,060371066041,"Block Group 1, Census Tract 1066.04, Los Angeles County, California",49,37,49,37,25,22,24,37,0,12,24,37,0,12,0,12,0,12
1500000US060371066042,060371066042,"Block Group 2, Census Tract 1066.04, Los Angeles County, California",409,92,336,83,253,86,83,40,28,25,55,34,73,55,29,27,44,49
1500000US060371066043,060371066043,"Block Group 3, Census Tract 1066.04, Los Angeles County, California",199,74,190,74,124,76,66,49,34,40,32,43,9,14,0,12,9,14
1500000US060371066044,060371066044,"Block Group 4, Census Tract 1066.04, Los Angeles County, California",201,71,161,71,80,31,81,68,1,6,80,67,40,31,30,27,10,16
1500000US060371066411,060371066411,"Block Group 1, Census Tract 1066.41, Los Angeles County, California",46,25,41,23,23,15,18,17,5,8,13,15,5,8,5,8,0,12
1500000US060371066421,060371066421,"Block Group 1, Census Tract 1066.42, Los Angeles County, California",29,26,29,26,29,26,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371066422,060371066422,"Block Group 2, Census Tract 1066.42, Los Angeles County, California",50,34,37,31,26,26,11,16,11,16,0,12,13,19,13,19,0,12
1500000US060371066423,060371066423,"Block Group 3, Census Tract 1066.42, Los Angeles County, California",102,63,102,63,80,65,22,34,22,34,0,12,0,12,0,12,0,12
1500000US060371066431,060371066431,"Block Group 1, Census Tract 1066.43, Los Angeles County, California",45,44,45,44,45,44,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371066432,060371066432,"Block Group 2, Census Tract 1066.43, Los Angeles County, California",26,25,26,25,26,25,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371066433,060371066433,"Block Group 3, Census Tract 1066.43, Los Angeles County, California",59,32,59,32,59,32,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371066451,060371066451,"Block Group 1, Census Tract 1066.45, Los Angeles County, California",104,59,94,61,85,59,9,15,0,12,9,15,10,17,10,17,0,12
1500000US060371066452,060371066452,"Block Group 2, Census Tract 1066.45, Los Angeles County, California",28,30,28,30,28,30,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371066461,060371066461,"Block Group 1, Census Tract 1066.46, Los Angeles County, California",51,33,44,31,40,30,4,7,0,12,4,7,7,11,0,12,7,11
1500000US060371066462,060371066462,"Block Group 2, Census Tract 1066.46, Los Angeles County, California",185,39,171,36,133,48,38,24,35,24,3,7,14,13,4,7,10,10
1500000US060371066481,060371066481,"Block Group 1, Census Tract 1066.48, Los Angeles County, California",683,71,632,75,422,85,210,70,53,36,157,58,51,31,37,27,14,15
1500000US060371066482,060371066482,"Block Group 2, Census Tract 1066.48, Los Angeles County, California",238,54,186,53,94,48,92,44,15,24,77,38,52,40,37,36,15,22
1500000US060371066491,060371066491,"Block Group 1, Census Tract 1066.49, Los Angeles County, California",206,49,191,48,110,46,81,45,12,18,69,41,15,15,7,11,8,11
1500000US060371066492,060371066492,"Block Group 2, Census Tract 1066.49, Los Angeles County, California",188,51,162,45,123,42,39,32,25,22,14,24,26,32,19,30,7,11
1500000US060371070101,060371070101,"Block Group 1, Census Tract 1070.10, Los Angeles County, California",668,42,567,60,394,70,173,60,66,36,107,49,101,43,72,36,29,30
1500000US060371070201,060371070201,"Block Group 1, Census Tract 1070.20, Los Angeles County, California",796,104,723,100,513,120,210,93,17,20,193,91,73,44,73,44,0,12
1500000US060371070202,060371070202,"Block Group 2, Census Tract 1070.20, Los Angeles County, California",228,78,228,78,145,65,83,62,83,62,0,12,0,12,0,12,0,12
1500000US060371081011,060371081011,"Block Group 1, Census Tract 1081.01, Los Angeles County, California",71,30,71,30,52,27,19,23,14,21,5,9,0,12,0,12,0,12
1500000US060371081021,060371081021,"Block Group 1, Census Tract 1081.02, Los Angeles County, California",61,32,52,28,42,27,10,15,10,15,0,12,9,13,9,13,0,12
1500000US060371081031,060371081031,"Block Group 1, Census Tract 1081.03, Los Angeles County, California",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371081032,060371081032,"Block Group 2, Census Tract 1081.03, Los Angeles County, California",43,47,43,47,43,47,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371081041,060371081041,"Block Group 1, Census Tract 1081.04, Los Angeles County, California",53,35,53,35,49,34,4,6,0,12,4,6,0,12,0,12,0,12
1500000US060371082011,060371082011,"Block Group 1, Census Tract 1082.01, Los Angeles County, California",29,34,29,34,9,17,20,30,0,12,20,30,0,12,0,12,0,12
1500000US060371082012,060371082012,"Block Group 2, Census Tract 1082.01, Los Angeles County, California",40,48,40,48,40,48,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371082021,060371082021,"Block Group 1, Census Tract 1082.02, Los Angeles County, California",195,89,166,79,145,82,21,34,0,17,21,34,29,36,29,36,0,17
1500000US060371091001,060371091001,"Block Group 1, Census Tract 1091, Los Angeles County, California",132,48,69,32,42,30,27,24,0,12,27,24,63,41,63,41,0,12
1500000US060371091002,060371091002,"Block Group 2, Census Tract 1091, Los Angeles County, California",188,35,188,35,164,33,24,25,7,10,17,24,0,12,0,12,0,12
1500000US060371092001,060371092001,"Block Group 1, Census Tract 1092, Los Angeles County, California",99,59,99,59,91,58,8,12,8,12,0,12,0,12,0,12,0,12
1500000US060371092002,060371092002,"Block Group 2, Census Tract 1092, Los Angeles County, California",91,55,83,55,55,47,28,32,7,13,21,30,8,12,8,12,0,12
1500000US060371092003,060371092003,"Block Group 3, Census Tract 1092, Los Angeles County, California",55,52,12,18,12,18,0,12,0,12,0,12,43,48,32,47,11,18
1500000US060371093001,060371093001,"Block Group 1, Census Tract 1093, Los Angeles County, California",97,51,97,51,92,50,5,10,0,12,5,10,0,12,0,12,0,12
1500000US060371093002,060371093002,"Block Group 2, Census Tract 1093, Los Angeles County, California",142,42,142,42,110,33,32,31,18,27,14,16,0,12,0,12,0,12
1500000US060371093003,060371093003,"Block Group 3, Census Tract 1093, Los Angeles County, California",112,46,86,52,35,29,51,42,22,25,29,34,26,27,10,11,16,25
