GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Family households:,Margin of Error; Family households:,Estimate; Family households: - Married-couple family,Margin of Error; Family households: - Married-couple family,Estimate; Family households: - Other family:,Margin of Error; Family households: - Other family:,"Estimate; Family households: - Other family: - Male householder, no wife present","Margin of Error; Family households: - Other family: - Male householder, no wife present","Estimate; Family households: - Other family: - Female householder, no husband present","Margin of Error; Family households: - Other family: - Female householder, no husband present",Estimate; Nonfamily households:,Margin of Error; Nonfamily households:,Estimate; Nonfamily households: - Householder living alone,Margin of Error; Nonfamily households: - Householder living alone,Estimate; Nonfamily households: - Householder not living alone,Margin of Error; Nonfamily households: - Householder not living alone
1500000US060371011101,060371011101,"Block Group 1, Census Tract 1011.10, Los Angeles County, California",159,75,131,71,53,44,78,58,25,39,53,42,28,25,7,12,21,23
1500000US060371011102,060371011102,"Block Group 2, Census Tract 1011.10, Los Angeles County, California",230,65,151,54,82,53,69,50,11,17,58,47,79,67,58,60,21,32
1500000US060371011103,060371011103,"Block Group 3, Census Tract 1011.10, Los Angeles County, California",62,43,39,32,10,16,29,26,7,15,22,21,23,36,23,36,0,12
1500000US060371011221,060371011221,"Block Group 1, Census Tract 1011.22, Los Angeles County, California",72,54,24,32,24,32,0,12,0,12,0,12,48,48,34,46,14,18
1500000US060371011222,060371011222,"Block Group 2, Census Tract 1011.22, Los Angeles County, California",8,13,8,13,8,13,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371012101,060371012101,"Block Group 1, Census Tract 1012.10, Los Angeles County, California",457,142,362,134,120,76,242,107,92,82,150,85,95,89,95,89,0,12
1500000US060371012102,060371012102,"Block Group 2, Census Tract 1012.10, Los Angeles County, California",419,135,314,126,138,75,176,108,77,71,99,79,105,75,96,75,9,15
1500000US060371012201,060371012201,"Block Group 1, Census Tract 1012.20, Los Angeles County, California",65,37,49,32,49,32,0,12,0,12,0,12,16,19,16,19,0,12
1500000US060371012202,060371012202,"Block Group 2, Census Tract 1012.20, Los Angeles County, California",205,65,149,57,89,46,60,43,45,42,15,16,56,45,47,43,9,14
