"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races"
"1600000US0609122","Burney CDP, California","3807","441","3500","463","3214","466","30","35","131","86","89","88","0","12","0","12","36","44","0","12","36","44","307","184","128","138","0","12","50","74","0","12","0","12","129","105","0","12","0","12","0","12"
"1600000US0663106","Rough and Ready CDP, California","828","372","537","194","526","193","11","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","291","352","291","352","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0663316","Running Springs CDP, California","4296","623","3766","542","3324","503","134","110","18","30","50","44","35","45","0","12","205","161","0","12","205","161","530","259","253","132","0","12","10","16","0","12","0","12","231","232","36","33","36","33","0","12"
"1600000US0646870","Menlo Park city, California","33869","52","28568","530","20238","704","1441","327","200","166","4545","586","419","206","169","156","1556","371","44","44","1512","371","5301","524","2999","670","108","100","88","73","39","42","0","26","1802","445","265","157","148","93","117","94"
"1600000US0637484","Johnstonville CDP, California","1185","237","1157","233","1080","235","0","12","61","34","6","8","0","12","0","12","10","11","0","12","10","11","28","28","28","28","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0601150","Alondra Park CDP, California","8097","914","4275","543","1780","283","1028","449","0","17","1165","188","32","150","0","17","270","204","44","63","226","180","3822","795","1378","438","45","73","269","334","10","14","0","17","1840","782","280","207","124","140","156","147"
"1600000US0610256","Cameron Park CDP, California","19902","920","16539","811","14876","758","174","87","31","26","630","238","0","19","0","19","828","303","13","19","815","304","3363","628","2785","641","0","19","11","17","9","14","0","19","310","230","248","150","155","134","93","71"
"1600000US0682590","Victorville city, California","121861","78","55890","2178","27094","1565","19630","1872","237","153","4563","743","188","134","110","92","4068","1136","134","132","3934","1117","65971","2182","50349","2961","1073","566","901","561","99","61","26","40","10121","1583","3402","876","1758","560","1644","597"
"1600000US0655156","Palmdale city, California","156904","63","62501","1857","31504","1255","19195","1189","745","393","7328","800","236","181","325","166","3168","552","224","155","2944","494","94403","1859","33730","2303","407","176","616","262","110","62","209","209","53751","2513","5580","1114","3673","850","1907","553"
"1600000US0685012","Wheatland city, California","3747","21","3134","221","2663","269","7","7","27","27","141","143","54","60","0","12","242","104","0","12","242","104","613","223","508","228","0","12","6","11","0","12","0","12","27","24","72","59","24","35","48","46"
"1600000US0660704","Ridgecrest city, California","28736","67","23052","697","18781","989","1019","350","280","265","1971","603","0","23","0","23","1001","412","273","396","728","213","5684","697","3049","701","136","159","0","23","19","30","69","83","1960","610","451","283","237","235","214","216"
"1600000US0649180","Morada CDP, California","4068","1310","3781","1313","2881","950","30","48","0","12","782","932","0","12","25","40","63","76","0","12","63","76","287","156","111","92","0","12","0","12","0","12","0","12","73","70","103","107","103","107","0","12"
"1600000US0670770","Sebastopol city, California","7666","36","6953","274","5925","558","152","156","5","8","207","137","82","108","0","17","582","484","0","17","582","484","713","270","410","178","0","17","9","13","0","17","0","17","165","161","129","122","63","87","66","89"
"1600000US0603526","Bakersfield city, California","375699","120","189548","2493","125841","2379","26238","1357","1068","224","27029","1329","730","180","765","363","7877","1042","706","502","7171","909","186151","2505","130425","3538","1423","447","2878","951","524","218","90","81","44027","2777","6784","934","4019","680","2765","644"
"1600000US0630476","Goshen CDP, California","3316","626","770","490","452","263","0","12","65","104","120","271","25","46","42","70","66","70","0","12","66","70","2546","591","1811","558","20","31","78","105","0","12","0","12","551","276","86","115","8","14","78","113"
"1600000US0656294","Pearsonville CDP, California","29","32","29","32","29","32","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0652302","North Shore CDP, California","2892","676","213","180","200","176","0","12","0","12","0","12","0","12","0","12","13","21","0","12","13","21","2679","650","630","383","0","12","0","12","0","12","0","12","2015","611","34","54","0","12","34","54"
"1600000US0659346","Ramona CDP, California","20260","1283","13508","1223","11974","1058","109","81","80","85","694","531","30","47","18","28","603","313","0","23","603","313","6752","1153","4529","1050","24","43","0","23","10","18","0","23","1763","780","426","419","156","133","270","396"
"1600000US0600212","Acton CDP, California","7185","512","5914","546","5522","563","98","69","0","17","146","99","0","17","0","17","148","93","0","17","148","93","1271","188","772","253","0","17","24","32","7","11","0","17","444","184","24","26","24","26","0","17"
"1600000US0614890","Colton city, California","54415","53","16688","1247","9497","1215","3770","788","227","214","2480","471","111","132","24","22","579","291","9","13","570","292","37727","1239","25244","1956","146","85","292","163","85","70","13","16","10639","1632","1308","348","632","269","676","255"
"1600000US0667112","San Jacinto city, California","47474","49","21798","1337","15232","1140","2959","673","511","222","1826","395","12","21","74","65","1184","373","224","222","960","304","25676","1337","16941","1423","311","242","564","299","21","36","15","22","6670","1076","1154","416","739","326","415","210"
"1600000US0640354","La Quinta city, California","40704","48","26832","916","23589","891","691","209","21","27","1491","430","20","36","110","86","910","344","29","33","881","342","13872","912","8650","1086","81","87","27","43","38","50","0","26","4647","977","429","186","352","175","77","74"
"1600000US0618153","Day Valley CDP, California","3439","522","3166","495","2936","420","12","20","1","2","112","110","0","12","0","12","105","119","0","12","105","119","273","145","223","121","0","12","0","12","0","12","0","12","0","12","50","79","50","79","0","12"
"1600000US0658478","Potrero CDP, California","625","416","175","182","175","182","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","450","320","450","320","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0619794","Downieville CDP, California","114","88","104","88","98","88","0","12","0","12","0","12","0","12","0","12","6","9","0","12","6","9","10","16","10","16","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0645232","Malaga CDP, California","1337","278","135","183","133","184","2","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1202","265","811","286","0","12","0","12","0","12","0","12","350","231","41","44","41","44","0","12"
"1600000US0669112","Santa Cruz city, California","64273","36","50695","978","40206","1155","1091","272","82","57","6174","458","75","64","206","114","2861","500","94","84","2767","489","13578","983","8268","1031","100","64","186","119","145","86","45","45","3935","890","899","303","543","246","356","137"
"1600000US0624092","Fillmore city, California","15598","34","3527","550","3157","522","40","42","64","77","202","197","4","10","0","19","60","49","0","19","60","49","12071","548","10363","720","7","12","43","56","32","41","11","22","1238","428","377","200","221","153","156","133"
"1600000US0665112","Sand City city, California","318","85","211","51","180","50","15","10","3","4","7","6","0","12","1","3","5","5","0","12","5","5","107","68","87","65","0","12","0","12","0","12","0","12","16","14","4","8","4","8","0","12"
"1600000US0657260","Pine Valley CDP, California","1669","315","1416","281","1322","254","18","29","14","23","28","36","0","12","0","12","34","40","0","12","34","40","253","177","93","61","10","15","0","12","0","12","0","12","150","166","0","12","0","12","0","12"
"1600000US0673690","Spring Valley CDP (Lake County), California","1081","291","871","257","829","256","0","12","26","28","16","23","0","12","0","12","0","12","0","12","0","12","210","151","8","14","59","61","0","12","0","12","0","12","96","139","47","46","0","12","47","46"
"1600000US0654092","Orangevale CDP, California","34757","1087","30508","1181","27022","1147","469","188","162","82","1034","265","18","33","37","37","1766","431","31","50","1735","425","4249","696","2972","629","66","65","9","13","0","26","0","26","630","231","572","243","173","126","399","194"
"1600000US0637582","Julian CDP, California","930","236","867","226","838","224","0","12","0","12","0","12","0","12","0","12","29","38","0","12","29","38","63","60","63","60","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0654274","Orland city, California","7541","34","3418","360","3189","356","2","5","18","32","150","159","0","17","0","17","59","61","0","17","59","61","4123","360","3211","532","0","17","140","170","0","17","0","17","745","442","27","30","0","17","27","30"
"1600000US0662000","Riverside city, California","323935","138","151273","2639","98193","2411","18594","1195","1069","310","23279","1553","704","232","1000","421","8434","914","370","209","8064","884","172662","2652","99066","4134","1504","384","1589","622","659","261","121","67","62476","3271","7247","1082","4036","710","3211","687"
"1600000US0638065","Kennedy CDP, California","3665","696","706","331","202","97","117","112","0","12","361","283","0","12","0","12","26","25","0","12","26","25","2959","706","2283","649","0","12","28","31","0","12","0","12","513","447","135","156","0","12","135","156"
"1600000US0614708","Collierville CDP, California","2642","883","1563","475","1398","418","0","12","0","12","104","140","0","12","0","12","61","93","0","12","61","93","1079","914","769","861","0","12","0","12","0","12","0","12","20","34","290","333","0","12","290","333"
"1600000US0612860","Cherokee Strip CDP, California","191","118","55","37","55","37","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","136","110","73","92","0","12","0","12","0","12","0","12","63","61","0","12","0","12","0","12"
"1600000US0681736","Valley Center CDP, California","9059","843","7182","821","6263","782","59","53","85","61","382","359","18","27","15","23","360","162","14","25","346","161","1877","552","1407","491","5","5","3","5","14","22","5","11","282","257","161","170","141","166","20","29"
"1600000US0643294","Los Altos Hills town, California","8517","50","8157","265","5187","349","53","81","0","17","2647","289","10","17","25","27","235","103","0","17","235","103","360","260","321","255","13","20","0","17","0","17","0","17","26","30","0","17","0","17","0","17"
"1600000US0602042","Anderson city, California","10265","34","8762","345","7380","469","206","235","438","260","253","179","22","30","0","19","463","143","17","28","446","141","1503","344","1182","363","20","22","54","65","0","19","0","19","176","123","71","58","31","34","40","35"
"1600000US0686216","Woodacre CDP, California","1303","272","1277","277","1230","285","0","12","30","47","0","12","17","29","0","12","0","12","0","12","0","12","26","41","26","41","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0658296","Port Hueneme city, California","22215","33","9019","792","5800","578","873","278","21","28","1292","389","192","131","57","85","784","306","0","23","784","306","13196","799","9958","1089","157","203","139","136","13","15","24","37","1612","566","1293","407","292","151","1001","348"
"1600000US0617022","Crescent City city, California","6681","24","4351","238","3383","268","437","120","217","118","246","123","0","17","2","5","66","61","0","17","66","61","2330","241","2141","242","5","10","0","17","9","14","0","17","121","92","54","51","23","41","31","32"
"1600000US0653505","Old Fig Garden CDP, California","5529","605","3706","498","3348","530","116","109","0","17","176","148","0","17","6","9","60","54","0","17","60","54","1823","353","1311","359","0","17","26","35","18","25","0","17","237","169","231","141","79","62","152","127"
"1600000US0619024","Desert Shores CDP, California","619","273","114","102","58","51","56","88","0","12","0","12","0","12","0","12","0","12","0","12","0","12","505","274","267","200","0","12","0","12","0","12","0","12","238","182","0","12","0","12","0","12"
"1600000US0685684","Willows city, California","6022","24","4254","302","3210","280","145","70","62","39","596","185","0","17","0","17","241","117","0","17","241","117","1768","305","1293","386","0","17","9","16","0","17","0","17","454","349","12","17","9","16","3","4"
"1600000US0659896","Red Corral CDP, California","1930","496","1498","445","1385","460","26","29","20","33","4","8","4","7","0","12","59","64","0","12","59","64","432","221","180","170","3","7","0","12","0","12","0","12","246","203","3","8","0","12","3","8"
"1600000US0686832","Yorba Linda city, California","67815","100","56109","913","39878","1177","1005","480","64","76","12700","788","43","40","112","80","2307","460","100","60","2207","465","11706","912","9648","998","35","41","43","61","102","93","1","4","983","314","894","262","476","186","418","189"
"1600000US0633633","Highlands-Baywood Park CDP, California","4564","322","4314","324","2477","252","44","26","0","12","1457","222","46","50","9","11","281","102","28","46","253","92","250","94","114","64","0","12","0","12","0","12","15","22","86","49","35","39","0","12","35","39"
"1600000US0659962","Redlands city, California","71012","35","47965","1204","35501","1451","4280","947","176","120","5223","697","507","465","194","186","2084","456","75","77","2009","455","23047","1202","15590","1255","196","177","203","130","61","52","0","29","5283","1024","1714","457","995","342","719","253"
"1600000US0687056","Yucca Valley town, California","21543","28","17422","850","14901","1127","1042","575","125","92","252","195","48","67","304","353","750","312","9","16","741","312","4121","847","2959","730","17","28","198","130","0","23","0","23","805","518","142","114","17","27","125","103"
"1600000US0651140","Newman city, California","11119","26","3373","376","2746","466","225","177","0","19","141","117","0","19","36","39","225","189","0","19","225","189","7746","377","7022","463","15","24","79","126","0","19","0","19","494","248","136","106","136","106","0","19"
"1600000US0649488","Moss Landing CDP, California","61","70","37","36","37","36","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","24","38","24","38","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0639486","Lake Elsinore city, California","64037","108","29585","1355","20069","1160","3546","798","163","114","3160","606","38","50","270","249","2339","706","161","244","2178","702","34452","1353","12407","1848","204","253","122","104","59","47","0","29","19938","2369","1722","489","821","319","901","403"
"1600000US0662700","Rollingwood CDP, California","3110","376","912","275","346","128","117","92","0","12","312","205","113","165","0","12","24","27","0","12","24","27","2198","355","1554","407","68","120","0","12","0","12","0","12","548","280","28","31","0","12","28","31"
"1600000US0653000","Oakland city, California","421042","74","307908","2456","118713","1921","97053","2299","1610","253","65591","2042","2529","524","1868","330","20544","1365","829","275","19715","1296","113134","2456","33455","1886","2363","522","2224","610","591","260","143","92","66090","2790","8268","866","4278","644","3990","622"
"1600000US0622846","Esparto CDP, California","3783","652","1771","488","1317","405","0","12","0","12","395","437","0","12","0","12","59","63","0","12","59","63","2012","656","1304","477","0","12","0","12","0","12","0","12","675","491","33","38","28","37","5","9"
"1600000US0657526","Placentia city, California","52049","55","31542","1058","20374","934","826","282","42","42","8974","648","24","25","112","109","1190","254","44","46","1146","251","20507","1061","16811","1261","57","63","377","367","78","136","61","72","2476","592","647","272","276","172","371","231"
"1600000US0620598","East Foothills CDP, California","6278","638","4391","559","2961","445","47","39","1","2","1267","351","0","17","0","17","115","70","0","17","115","70","1887","417","1053","313","59","94","254","276","0","17","0","17","417","195","104","86","65","68","39","59"
"1600000US0644364","Loyalton city, California","1149","192","898","186","884","186","4","6","8","11","0","12","0","12","0","12","2","4","0","12","2","4","251","78","251","78","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0616434","Corralitos CDP, California","2381","464","1758","423","1546","417","0","12","0","12","124","75","0","12","52","83","36","42","0","12","36","42","623","408","259","163","0","12","0","12","0","12","0","12","74","134","290","343","290","343","0","12"
"1600000US0675154","Stonyford CDP, California","136","61","133","62","133","62","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","3","5","2","4","0","12","0","12","0","12","0","12","1","2","0","12","0","12","0","12"
"1600000US0636294","Imperial Beach city, California","27290","42","13019","752","8368","683","1190","405","307","197","1973","434","5","9","0","23","1176","448","11","16","1165","447","14271","757","10730","917","183","268","168","147","64","79","5","9","1734","348","1387","523","455","224","932","373"
"1600000US0648448","Mohawk Vista CDP, California","63","56","63","56","63","56","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0655282","Palo Alto city, California","67019","67","63186","824","37021","1202","1035","369","110","96","21780","1077","119","102","266","150","2855","526","119","102","2736","519","3833","815","2976","754","7","12","95","92","73","60","9","13","448","184","225","137","111","102","114","88"
"1600000US0670712","Sea Ranch CDP, California","1161","189","983","184","974","184","0","12","0","12","9","15","0","12","0","12","0","12","0","12","0","12","178","96","106","84","0","12","0","12","0","12","0","12","72","110","0","12","0","12","0","12"
"1600000US0632044","Harbison Canyon CDP, California","4223","452","3273","348","3040","310","0","12","91","88","62","60","0","12","0","12","80","55","23","34","57","41","950","335","504","209","0","12","0","12","0","12","0","12","224","241","222","179","160","161","62","69"
"1600000US0684438","Westlake Village city, California","8424","24","7784","224","6604","316","119","85","8","19","641","171","0","17","0","17","412","216","40","69","372","199","640","220","519","210","14","20","36","59","0","17","0","17","44","43","27","25","27","25","0","17"
"1600000US0603205","Auburn Lake Trails CDP, California","3499","479","3454","480","3315","471","0","12","13","23","16","27","0","12","0","12","110","95","0","12","110","95","45","54","45","54","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0686230","Woodbridge CDP, California","3865","346","2918","365","2488","374","132","170","47","51","179","49","0","12","0","12","72","69","0","12","72","69","947","331","761","323","0","12","0","12","0","12","0","12","71","75","115","119","7","13","108","119"
"1600000US0620802","East Los Angeles CDP, California","119827","2021","4873","697","2444","469","487","329","154","131","1430","348","20","19","185","119","153","120","0","29","153","120","114954","2144","50782","2543","212","104","622","286","83","65","19","22","61585","2436","1651","391","1134","368","517","161"
"1600000US0624008","Fieldbrook CDP, California","921","126","874","128","769","133","0","12","14","11","15","13","14","22","0","12","62","39","0","12","62","39","47","37","41","36","0","12","0","12","0","12","0","12","6","10","0","12","0","12","0","12"
"1600000US0639460","Lake California CDP, California","3281","524","2679","398","2523","398","19","32","0","12","0","12","0","12","0","12","137","135","0","12","137","135","602","346","343","233","0","12","0","12","0","12","0","12","93","92","166","199","150","201","16","28"
"1600000US0607525","Bootjack CDP, California","768","348","695","318","634","318","0","12","0","12","5","10","0","12","0","12","56","78","0","12","56","78","73","55","57","52","0","12","0","12","0","12","0","12","6","10","10","16","10","16","0","12"
"1600000US0683085","Vista Santa Rosa CDP, California","2967","599","395","258","327","252","0","12","61","62","0","12","0","12","0","12","7","11","0","12","7","11","2572","594","1415","581","0","12","5","7","0","12","0","12","1129","415","23","28","23","28","0","12"
"1600000US0632156","Hardwick CDP, California","30","26","25","25","24","25","1","2","0","12","0","12","0","12","0","12","0","12","0","12","0","12","5","7","5","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0653714","Olivehurst CDP, California","13309","983","8434","810","6596","686","231","178","142","70","825","475","39","33","7","12","594","276","0","19","594","276","4875","828","3156","700","0","19","51","48","23","41","0","19","1162","433","483","312","140","156","343","288"
"1600000US0654232","Orinda city, California","19431","46","18364","308","14021","577","242","124","26","38","3014","502","32","38","34","42","995","307","28","43","967","304","1067","305","826","264","8","13","0","19","0","19","0","19","23","25","210","141","23","38","187","129"
"1600000US0664140","St. Helena city, California","6079","26","4107","291","3881","281","97","76","0","17","58","33","0","17","0","17","71","58","3","8","68","58","1972","294","1334","327","0","17","0","17","0","17","0","17","638","306","0","17","0","17","0","17"
"1600000US0603666","Baldwin Park city, California","76222","70","19671","1248","3018","507","1386","484","131","107","14371","1143","514","358","115","108","136","64","15","26","121","58","56551","1244","25797","1643","308","214","929","464","138","95","0","29","25500","1819","3879","808","3384","741","495","269"
"1600000US0631162","Greenville CDP, California","1108","318","1052","310","890","296","0","12","33","40","64","77","0","12","0","12","65","56","0","12","65","56","56","51","34","41","0","12","22","32","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0681925","Valley Wells CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0623910","Ferndale city, California","1365","213","1298","215","1226","224","0","12","12","21","34","42","0","12","0","12","26","31","0","12","26","31","67","53","32","32","0","12","0","12","0","12","0","12","31","41","4","7","4","7","0","12"
"1600000US0619406","Dixon Lane-Meadow Creek CDP, California","2760","271","1870","224","1759","220","0","12","52","55","22","28","0","12","17","22","20","20","0","12","20","20","890","188","801","162","0","12","0","12","0","12","0","12","89","79","0","12","0","12","0","12"
"1600000US0625030","Fort Bidwell CDP, California","181","72","170","70","70","38","2","4","93","54","5","12","0","12","0","12","0","12","0","12","0","12","11","14","4","8","0","12","7","10","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0625436","Fowler city, California","6364","24","2119","384","1053","222","13","17","14","23","837","303","0","17","0","17","202","133","0","17","202","133","4245","381","3476","436","35","43","17","27","18","28","0","17","629","315","70","45","28","34","42","32"
"1600000US0641142","Lemon Hill CDP, California","14096","1024","8363","962","2410","398","1819","487","30","49","2367","483","194","139","817","710","726","366","93","142","633","326","5733","724","2675","632","0","19","120","166","57","94","0","19","2630","576","251","253","69","63","182","245"
"1600000US0607498","Bonsall CDP, California","4464","330","3318","307","2822","296","56","66","20","26","281","185","0","12","11","18","128","145","0","12","128","145","1146","225","639","278","0","12","0","12","0","12","0","12","394","257","113","111","55","89","58","67"
"1600000US0613756","Claremont city, California","36025","74","26908","798","18091","797","1785","533","175","140","5182","482","13","12","175","162","1487","347","51","34","1436","342","9117","801","5473","810","26","31","182","159","93","85","13","18","2689","746","641","265","229","140","412","213"
"1600000US0685222","Whitley Gardens CDP, California","164","138","164","138","151","139","0","12","0","12","0","12","0","12","13","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0653294","Oceano CDP, California","7678","672","4254","561","3513","538","0","17","0","17","511","344","0","17","0","17","230","157","0","17","230","157","3424","588","2507","630","0","17","69","80","0","17","0","17","598","415","250","251","70","81","180","226"
"1600000US0644042","Los Berros CDP, California","541","369","322","221","322","221","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","219","298","185","292","0","12","0","12","0","12","0","12","0","12","34","54","34","54","0","12"
"1600000US0636882","Isleton city, California","583","126","343","93","281","86","15","22","8","13","11","12","13","20","0","12","15","20","1","3","14","20","240","99","134","54","0","12","0","12","2","4","0","12","92","83","12","20","0","12","12","20"
"1600000US0624897","Forest Meadows CDP, California","1516","354","1152","264","1123","254","0","12","0","12","16","24","0","12","0","12","13","23","0","12","13","23","364","267","229","207","0","12","0","12","0","12","0","12","135","173","0","12","0","12","0","12"
"1600000US0619724","Douglas City CDP, California","668","160","654","160","472","139","0","12","48","37","97","45","0","12","0","12","37","55","0","12","37","55","14","17","8","14","0","12","0","12","0","12","0","12","0","12","6","11","0","12","6","11"
"1600000US0618394","Delano city, California","52713","41","12183","879","2962","460","2145","317","219","164","6283","765","61","31","7","12","506","117","5","6","501","117","40530","880","34674","1435","76","78","246","171","162","193","54","64","4938","1078","380","128","184","100","196","70"
"1600000US0610508","Campo CDP, California","3482","802","1876","443","1693","460","29","46","90","68","19","28","0","12","0","12","45","59","0","12","45","59","1606","815","768","426","0","12","0","12","0","12","0","12","705","695","133","130","66","108","67","74"
"1600000US0623826","Felton CDP, California","3810","472","3496","440","3308","444","0","12","12","18","82","39","0","12","0","12","94","62","0","12","94","62","314","161","230","158","0","12","0","12","0","12","0","12","84","66","0","12","0","12","0","12"
"1600000US0622034","Elkhorn CDP, California","1151","271","992","274","903","264","0","12","5","8","23","28","20","33","0","12","41","45","20","32","21","32","159","143","16","18","0","12","0","12","0","12","0","12","143","143","0","12","0","12","0","12"
"1600000US0678336","Teviston CDP, California","1027","434","87","82","43","63","26","39","0","12","18","26","0","12","0","12","0","12","0","12","0","12","940","423","808","400","0","12","0","12","0","12","0","12","132","135","0","12","0","12","0","12"
"1600000US0639003","La Cañada Flintridge city, California","20374","42","18571","340","11417","568","126","139","0","23","6165","480","0","23","45","50","818","234","0","23","818","234","1803","346","993","256","0","23","0","23","7","10","0","23","334","142","469","232","307","197","162","130"
"1600000US0670742","Seaside city, California","34077","74","19300","665","10530","669","2367","385","223","151","3292","463","986","234","92","127","1810","384","4","9","1806","382","14777","664","10805","1060","132","107","71","34","28","28","21","23","3234","834","486","206","309","195","177","73"
"1600000US0677784","Talmage CDP, California","921","236","808","230","446","160","53","61","12","19","220","152","0","12","0","12","77","76","0","12","77","76","113","88","74","81","0","12","0","12","0","12","0","12","32","31","7","11","0","12","7","11"
"1600000US0664224","Salinas city, California","156550","84","33388","1087","20678","970","1835","354","247","164","8373","717","50","45","216","154","1989","395","23","23","1966","390","123162","1090","53030","2996","204","107","865","360","268","154","14","25","65550","2985","3231","733","1830","532","1401","438"
"1600000US0645120","Magalia CDP, California","12671","806","11674","762","10608","765","6","9","70","54","78","68","33","46","0","19","879","334","65","88","814","298","997","252","653","214","0","19","112","103","19","30","0","19","41","46","172","129","107","100","65","78"
"1600000US0609346","Byron CDP, California","1348","233","827","170","742","163","33","31","25","37","22","27","0","12","0","12","5","8","5","8","0","12","521","249","286","189","8","17","36","59","0","12","0","12","181","181","10","21","10","21","0","12"
"1600000US0607260","Bodega Bay CDP, California","733","252","690","252","690","252","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","43","24","26","15","0","12","0","12","0","12","0","12","17","24","0","12","0","12","0","12"
"1600000US0640592","Las Lomas CDP, California","3755","1085","417","229","352","199","0","12","0","12","6","9","0","12","0","12","59","85","0","12","59","85","3338","1135","1935","1028","0","12","246","370","0","12","0","12","1157","535","0","12","0","12","0","12"
"1600000US0624568","Flournoy CDP, California","171","79","132","61","132","61","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","39","54","39","54","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0680882","Tuttle CDP, California","63","79","21","38","0","12","0","12","10","18","0","12","11","21","0","12","0","12","0","12","0","12","42","66","0","12","0","12","0","12","0","12","0","12","42","66","0","12","0","12","0","12"
