"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races"
"1600000US0667000","San Francisco city, California","870044","*****","737393","*****","353670","486","43619","746","1363","235","294846","1598","2694","354","4163","856","37038","1603","1510","390","35528","1580","132651","*****","52868","2621","1783","466","1383","456","2821","518","217","119","63261","2783","10318","1024","5541","810","4777","580"
"1600000US0686804","Yolo CDP, California","429","202","88","66","88","66","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","341","187","169","113","0","12","0","12","0","12","0","12","172","182","0","12","0","12","0","12"
"1600000US0616651","Country Club CDP, California","9846","736","4430","487","3301","407","261","202","15","18","609","265","0","17","0","17","244","129","0","17","244","129","5416","711","3095","628","83","69","79","69","146","187","0","17","917","332","1096","538","149","88","947","537"
"1600000US0614008","Cleone CDP, California","804","268","483","175","483","175","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","321","264","127","159","0","12","194","227","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0621061","East Richmond Heights CDP, California","3214","338","2607","273","1730","223","478","124","0","12","268","166","0","12","18","28","113","96","9","15","104","96","607","196","167","128","0","12","0","12","81","92","0","12","330","231","29","35","5","8","24","34"
"1600000US0620270","Durham CDP, California","5863","429","5105","411","4765","404","25","39","0","17","0","17","0","17","0","17","315","170","0","17","315","170","758","253","523","187","0","17","0","17","24","28","0","17","173","159","38","46","16","27","22","33"
"1600000US0651336","Nicolaus CDP, California","166","45","129","37","126","37","0","12","0","12","3","4","0","12","0","12","0","12","0","12","0","12","37","19","24","18","0","12","0","12","3","4","0","12","10","9","0","12","0","12","0","12"
"1600000US0682072","Vandenberg AFB CDP, California","3379","385","2587","355","1554","236","358","185","29","34","191","88","0","12","0","12","455","200","6","9","449","199","792","177","527","186","6","13","0","12","0","12","28","39","50","37","181","81","18","22","163","78"
"1600000US0644812","Macdoel CDP, California","105","108","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","105","108","105","108","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0627080","Fruitdale CDP, California","899","240","748","212","594","195","22","18","12","18","120","84","0","12","0","12","0","12","0","12","0","12","151","99","130","93","0","12","0","12","0","12","0","12","21","32","0","12","0","12","0","12"
"1600000US0660942","Rio Linda CDP, California","15460","979","12222","866","10193","840","295","185","43","41","1244","452","10","17","0","19","437","219","25","38","412","216","3238","638","2207","640","6","9","71","85","81","103","0","19","602","270","271","337","241","332","30","40"
"1600000US0640872","La Vina CDP, California","239","365","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","239","365","239","365","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0673276","South San Gabriel CDP, California","8643","881","5649","713","631","285","22","24","12","19","4924","674","0","17","0","17","60","48","0","17","60","48","2994","560","1439","524","0","17","0","17","20","32","0","17","1420","374","115","103","10","18","105","103"
"1600000US0609360","Cabazon CDP, California","3367","711","1680","538","1281","459","94","91","212","287","63","95","0","12","0","12","30","28","0","12","30","28","1687","761","1520","750","0","12","0","12","0","12","0","12","137","121","30","31","0","12","30","31"
"1600000US0657148","Pine Grove CDP, California","1730","449","1321","328","1302","327","0","12","0","12","0","12","0","12","0","12","19","20","0","12","19","20","409","272","396","272","0","12","13","22","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0684578","West Modesto CDP, California","5911","812","1977","427","1572","390","74","58","37","55","186","169","19","33","0","17","89","81","0","17","89","81","3934","702","2929","639","0","17","0","17","0","17","3","5","925","413","77","74","56","58","21","23"
"1600000US0645246","Malibu city, California","12846","52","11733","339","10871","404","140","84","0","19","240","118","34","42","0","19","448","210","12","24","436","199","1113","333","1038","323","0","19","0","19","0","19","0","19","33","32","42","48","18","26","24","38"
"1600000US0675672","Sultana CDP, California","1030","332","52","50","25","28","0","12","12","23","12","17","0","12","0","12","3","5","0","12","3","5","978","331","775","317","0","12","0","12","10","15","0","12","174","132","19","26","19","26","0","12"
"1600000US0640746","Laton CDP, California","2166","360","359","180","343","179","0","12","0","12","0","12","0","12","0","12","16","26","0","12","16","26","1807","369","1295","359","0","12","0","12","0","12","0","12","450","206","62","101","0","12","62","101"
"1600000US0686944","Yreka city, California","7551","46","6630","205","5521","283","128","82","367","97","33","28","105","67","27","31","449","139","0","17","449","139","921","204","372","113","0","17","96","65","0","17","10","13","132","118","311","104","54","47","257","105"
"1600000US0614974","Commerce city, California","12933","39","616","239","155","92","180","113","113","119","73","78","15","24","14","21","66","55","13","23","53","51","12317","237","9094","629","16","24","106","111","0","19","0","19","2923","590","178","97","47","45","131","90"
"1600000US0666004","San Diego Country Estates CDP, California","10381","598","8996","554","8393","577","108","86","68","74","176","75","0","19","8","12","243","138","0","19","243","138","1385","322","1052","357","0","19","0","19","0","19","0","19","141","120","192","149","162","144","30","36"
"1600000US0657204","Pine Hills CDP, California","3146","540","2841","473","2117","402","3","8","141","180","210","214","0","12","0","12","370","279","0","12","370","279","305","211","246","195","0","12","0","12","59","100","0","12","0","12","0","12","0","12","0","12"
"1600000US0610494","Camp Nelson CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0616322","Corning city, California","7535","22","4178","678","3943","678","61","99","55","71","23","37","0","17","0","17","96","92","35","53","61","79","3357","677","2348","670","0","17","180","165","0","17","0","17","799","415","30","36","11","18","19","30"
"1600000US0684536","West Menlo Park CDP, California","4116","408","3906","431","2872","343","88","97","0","12","785","282","0","12","0","12","161","102","0","12","161","102","210","123","208","123","0","12","0","12","0","12","0","12","2","2","0","12","0","12","0","12"
"1600000US0602112","Angels city, California","3811","31","3579","167","3357","233","0","12","39","44","18","24","0","12","0","12","165","144","0","12","165","144","232","165","159","139","0","12","0","12","0","12","0","12","73","110","0","12","0","12","0","12"
"1600000US0658422","Posey CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0646632","Meadow Vista CDP, California","3460","398","3282","390","3154","384","0","12","51","54","41","41","0","12","0","12","36","42","0","12","36","42","178","144","173","145","0","12","0","12","0","12","0","12","0","12","5","9","5","9","0","12"
"1600000US0683332","Walnut city, California","30008","32","23963","604","3350","373","995","350","15","21","18896","673","0","26","33","33","674","269","25","24","649","267","6045","602","2918","478","0","26","112","92","119","62","21","34","2459","607","416","204","182","103","234","176"
"1600000US0644378","Loyola CDP, California","3364","315","3220","301","1963","169","5","7","5","7","1042","285","0","12","0","12","205","111","0","12","205","111","144","84","106","67","0","12","0","12","0","12","0","12","9","13","29","43","29","43","0","12"
"1600000US0644028","Los Banos city, California","38119","48","10709","788","8128","747","578","313","69","73","1007","344","268","189","5","9","654","338","21","24","633","338","27410","791","15183","1439","85","81","146","90","181","171","0","26","10695","1424","1120","561","898","495","222","142"
"1600000US0619150","Diablo CDP, California","364","257","364","257","364","257","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0664294","Salton City CDP, California","5611","854","1867","400","1613","345","159","113","6","9","49","73","20","31","0","17","20","33","0","17","20","33","3744","780","1631","752","0","17","0","17","0","17","0","17","2086","575","27","30","27","30","0","17"
"1600000US0636770","Irvine city, California","265502","81","238166","1963","108183","3066","4661","1249","364","197","111661","3091","562","296","686","269","12049","1627","649","258","11400","1619","27336","1949","18085","1469","273","124","63","52","514","317","0","29","6642","1231","1759","474","795","336","964","326"
"1600000US0648354","Modesto city, California","211336","78","129110","1777","96483","1877","8263","965","980","273","15065","1122","2320","440","134","91","5865","686","271","161","5594","690","82226","1787","60270","2368","744","340","895","247","437","207","168","114","16274","1770","3438","631","1567","411","1871","440"
"1600000US0660242","Reedley city, California","25493","28","6043","568","4236","540","342","250","25","23","653","202","23","30","0","23","764","277","0","23","764","277","19450","567","14556","1076","46","52","135","190","0","23","0","23","4084","947","629","247","145","109","484","233"
"1600000US0649544","Mountain Center CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0630410","Good Hope CDP, California","9173","1186","955","255","714","231","161","99","38","40","13","32","0","17","0","17","29","34","0","17","29","34","8218","1160","1725","606","10","16","24","31","0","17","0","17","6458","1110","1","2","0","17","1","2"
"1600000US0610914","Canyondam CDP, California","66","53","66","53","25","21","0","12","21","33","0","12","0","12","0","12","20","33","0","12","20","33","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0651294","Nice CDP, California","2393","426","2122","381","1789","320","120","100","0","12","65","94","0","12","93","148","55","48","0","12","55","48","271","170","129","116","0","12","0","12","0","12","0","12","142","135","0","12","0","12","0","12"
"1600000US0667126","San Joaquin city, California","4021","17","90","58","90","58","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","3931","59","2946","309","0","12","0","12","0","12","0","12","966","298","19","31","19","31","0","12"
"1600000US0644760","McClellan Park CDP, California","809","240","642","217","377","187","116","106","0","12","67","55","0","12","0","12","82","53","0","12","82","53","167","98","23","25","28","21","0","12","0","12","0","12","80","77","36","60","36","60","0","12"
"1600000US0601290","Altadena CDP, California","45146","1393","32482","1299","18075","849","9498","932","36","33","2904","430","51","72","259","123","1659","435","16","24","1643","431","12664","1194","6367","908","250","143","152","191","28","44","0","26","5393","1021","474","237","224","132","250","162"
"1600000US0640438","Larkspur city, California","12375","60","11352","284","10110","388","73","56","49","70","663","152","0","19","18","28","439","188","0","19","439","188","1023","285","771","241","0","19","7","17","22","27","14","23","204","154","5","17","0","19","5","17"
"1600000US0646114","Martinez city, California","38117","60","31440","882","24939","1130","1316","348","74","56","3381","509","25","41","108","94","1597","352","0","26","1597","352","6677","882","3765","644","25","28","60","51","132","82","0","26","1982","658","713","238","302","166","411","184"
"1600000US0630714","Graniteville CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0675994","Sunnyside CDP, California","4451","785","2848","566","1944","430","164","201","0","12","652","334","25","34","0","12","63","52","26","37","37","36","1603","606","1315","555","0","12","11","16","0","12","0","12","244","269","33","47","33","47","0","12"
"1600000US0644910","McKinleyville CDP, California","16612","928","15296","1043","13341","883","71","59","473","221","358","211","0","19","108","154","945","444","0","19","945","444","1316","435","951","398","0","19","143","127","0","19","0","19","160","201","62","78","8","13","54","77"
"1600000US0619318","Dinuba city, California","23871","29","3130","407","2381","434","68","76","46","50","532","305","4","7","0","23","99","74","22","24","77","70","20741","407","15835","863","39","47","67","49","27","33","0","23","4281","791","492","227","222","185","270","154"
"1600000US0677392","Sutter Creek city, California","2538","25","2367","109","2233","141","7","14","59","61","42","64","0","12","0","12","26","21","0","12","26","21","171","106","121","90","0","12","0","12","2","4","0","12","23","24","25","30","15","24","10","18"
"1600000US0671806","Sierra Madre city, California","11006","44","9234","296","7220","437","120","70","7","11","1358","284","21","35","144","211","364","202","71","85","293","170","1772","286","1430","352","24","31","17","29","0","19","0","19","85","75","216","175","109","154","107","133"
"1600000US0602700","Armona CDP, California","3795","630","1188","316","700","210","191","169","26","35","182","202","0","12","0","12","89","82","0","12","89","82","2607","587","1405","562","0","12","26","41","0","12","0","12","1081","337","95","91","75","85","20","31"
"1600000US0601164","Alpaugh CDP, California","1074","200","178","92","129","65","0","12","40","57","5","8","0","12","0","12","4","6","0","12","4","6","896","175","694","139","0","12","13","22","0","12","0","12","143","103","46","44","20","32","26","29"
"1600000US0660620","Richmond city, California","109340","61","64448","1725","19538","1011","21401","1411","216","136","17672","1524","569","348","1026","518","4026","640","56","55","3970","636","44892","1724","21137","1778","416","184","195","158","196","130","77","114","20669","1966","2202","531","1050","380","1152","370"
"1600000US0631029","Greenhorn CDP, California","254","92","228","68","228","68","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","26","43","0","12","0","12","0","12","0","12","0","12","0","12","26","43","0","12","26","43"
"1600000US0657540","Placerville city, California","10860","21","8790","461","8443","482","81","47","69","71","66","70","0","19","0","19","131","88","0","19","131","88","2070","466","1732","494","0","19","0","19","0","19","0","19","311","208","27","34","16","28","11","19"
"1600000US0668434","San Simeon CDP, California","583","262","141","45","125","45","0","12","0","12","16","22","0","12","0","12","0","12","0","12","0","12","442","268","442","268","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0670966","Sequoia Crest CDP, California","28","42","28","42","28","42","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0606406","Big Bear City CDP, California","13312","1027","10613","831","9978","830","74","78","62","53","170","128","0","19","5","10","324","146","0","19","324","146","2699","729","2629","727","0","19","9","15","5","9","0","19","33","50","23","38","0","19","23","38"
"1600000US0639094","Ladera CDP, California","1465","307","1465","307","1265","319","0","12","0","12","97","81","0","12","0","12","103","111","0","12","103","111","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0655184","Palm Desert city, California","52124","55","38825","1366","33632","1353","1220","559","79","72","2623","564","91","68","143","95","1037","264","64","57","973","260","13299","1375","9361","1295","103","104","117","122","28","35","0","29","2450","879","1240","600","726","424","514","443"
"1600000US0659506","Rancho Murieta CDP, California","5603","367","5042","389","4439","397","274","273","41","43","113","100","20","33","18","30","137","104","0","17","137","104","561","140","380","181","0","17","0","17","0","17","0","17","77","73","104","96","68","80","36","46"
"1600000US0601228","Alpine Village CDP, California","155","62","155","62","115","60","0","12","40","34","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0672576","Solvang city, California","5734","22","4023","377","3678","329","47","76","0","17","127","113","0","17","49","76","122","92","0","17","122","92","1711","375","1295","413","0","17","17","27","0","17","0","17","399","410","0","17","0","17","0","17"
"1600000US0678750","Tipton CDP, California","3218","439","235","94","230","91","0","12","5","8","0","12","0","12","0","12","0","12","0","12","0","12","2983","439","2427","433","0","12","0","12","0","12","0","12","541","253","15","24","15","24","0","12"
"1600000US0622146","Elmira CDP, California","285","142","146","93","146","93","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","139","179","17","27","0","12","0","12","0","12","0","12","122","176","0","12","0","12","0","12"
"1600000US0646492","Maywood city, California","27542","24","557","164","364","136","93","64","16","18","68","45","0","23","8","12","8","8","0","23","8","8","26985","169","20840","938","7","11","0","23","0","23","0","23","6039","908","99","87","65","72","34","53"
"1600000US0675630","Suisun City city, California","29379","63","22122","658","8411","756","5958","808","103","89","5840","713","208","285","106","95","1496","315","104","90","1392","300","7257","654","3938","672","103","93","78","71","204","143","0","23","2256","630","678","305","91","69","587","306"
"1600000US0652764","Oakhurst CDP, California","3424","810","2876","712","2463","676","0","12","50","58","298","263","0","12","0","12","65","62","49","57","16","31","548","381","507","383","0","12","0","12","0","12","0","12","41","61","0","12","0","12","0","12"
"1600000US0633336","Herlong CDP, California","1353","201","816","154","390","119","270","63","62","41","31","33","0","12","9","16","54","41","25","31","29","27","537","87","351","80","35","36","0","12","0","12","0","12","117","59","34","30","34","30","0","12"
"1600000US0636658","Inyokern CDP, California","740","434","740","434","728","432","0","12","0","12","0","12","0","12","0","12","12","19","0","12","12","19","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0644280","Lost Hills CDP, California","1943","265","14","15","14","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1929","267","1772","254","0","12","0","12","8","12","0","12","149","112","0","12","0","12","0","12"
"1600000US0686300","Woodlake city, California","7636","18","644","228","582","229","16","25","0","17","44","76","0","17","0","17","2","4","0","17","2","4","6992","230","4918","596","55","80","26","29","0","17","22","35","1827","537","144","91","60","42","84","79"
"1600000US0643252","Los Alamos CDP, California","1623","637","980","509","831","562","0","12","0","12","86","121","22","42","0","12","41","58","0","12","41","58","643","579","575","574","0","12","0","12","0","12","0","12","68","115","0","12","0","12","0","12"
"1600000US0680784","Tupman CDP, California","186","71","149","60","138","56","0","12","1","4","0","12","0","12","0","12","10","11","0","12","10","11","37","37","36","38","0","12","0","12","0","12","0","12","1","3","0","12","0","12","0","12"
"1600000US0655751","Parksdale CDP, California","2493","616","382","217","315","210","48","48","0","12","0","12","0","12","0","12","19","21","0","12","19","21","2111","570","1399","450","0","12","49","88","0","12","0","12","663","401","0","12","0","12","0","12"
"1600000US0684120","West Bishop CDP, California","2661","220","2410","250","2331","251","0","12","43","43","3","4","0","12","0","12","33","51","0","12","33","51","251","153","195","144","0","12","11","16","0","12","0","12","25","30","20","29","14","24","6","12"
"1600000US0621964","Elizabeth Lake CDP, California","1895","266","1385","240","1254","264","0","12","49","47","10","12","0","12","0","12","72","74","0","12","72","74","510","202","329","153","0","12","0","12","0","12","0","12","181","180","0","12","0","12","0","12"
"1600000US0645400","Manhattan Beach city, California","35573","99","32604","486","26441","634","150","132","59","57","4225","499","0","26","105","117","1624","355","185","221","1439","314","2969","478","1862","369","40","50","12","18","30","47","0","26","638","296","387","155","264","124","123","83"
"1600000US0647192","Mexican Colony CDP, California","363","136","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","363","136","244","118","0","12","0","12","0","12","0","12","119","100","0","12","0","12","0","12"
"1600000US0619440","Dogtown CDP, California","2629","297","2054","287","1830","290","0","12","10","23","126","101","6","9","0","12","82","71","0","12","82","71","575","207","403","204","0","12","0","12","5","9","0","12","66","77","101","65","5","8","96","64"
"1600000US0619878","Doyle CDP, California","622","208","608","207","608","207","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","14","22","14","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0616090","Contra Costa Centre CDP, California","6497","573","5853","514","3495","477","240","172","0","17","1677","461","0","17","0","17","441","222","17","26","424","215","644","268","519","264","0","17","0","17","0","17","0","17","100","77","25","40","0","17","25","40"
"1600000US0678715","Timber Cove CDP, California","149","50","122","44","117","44","0","12","0","12","2","5","3","4","0","12","0","12","0","12","0","12","27","26","12","10","0","12","0","12","0","12","0","12","15","25","0","12","0","12","0","12"
"1600000US0650034","Murphys CDP, California","2100","424","2015","415","1950","364","0","12","18","19","0","12","0","12","0","12","47","120","0","12","47","120","85","103","13","18","0","12","68","99","0","12","0","12","0","12","4","7","4","7","0","12"
"1600000US0646884","Mentone CDP, California","9847","564","6167","470","4794","425","252","105","9","13","691","238","44","55","43","48","334","155","12","18","322","150","3680","536","2562","538","23","38","27","28","32","48","0","17","881","305","155","100","79","73","76","68"
"1600000US0608786","Buena Park city, California","82781","64","51023","1503","20210","1343","2490","682","178","102","25632","1266","671","491","71","69","1771","376","226","197","1545","339","31758","1492","22210","1723","9","14","428","239","255","144","72","97","7293","1232","1491","442","847","322","644","286"
"1600000US0614904","Columbia CDP, California","2217","346","2102","358","2008","357","0","12","7","13","6","9","0","12","0","12","81","51","5","9","76","51","115","71","28","23","0","12","0","12","0","12","0","12","5","10","82","76","2","4","80","76"
"1600000US0625590","Freeport CDP, California","81","67","81","67","81","67","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0604198","Bass Lake CDP, California","500","240","500","240","452","215","0","12","18","29","0","12","0","12","0","12","30","49","0","12","30","49","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0675714","Summerland CDP, California","923","233","882","254","882","254","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","41","60","4","8","0","12","0","12","0","12","0","12","37","61","0","12","0","12","0","12"
"1600000US0618485","Delleker CDP, California","514","251","377","209","377","209","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","137","103","90","104","0","12","0","12","0","12","0","12","0","12","47","73","47","73","0","12"
"1600000US0611691","Casa de Oro-Mount Helix CDP, California","19635","1149","14662","900","12482","916","979","346","0","19","473","178","31","42","21","24","676","305","34","40","642","291","4973","827","3399","586","65","48","49","40","89","128","11","19","948","526","412","222","165","128","247","175"
"1600000US0645064","Madison CDP, California","563","277","24","32","12","16","0","12","0","12","12","17","0","12","0","12","0","12","0","12","0","12","539","278","243","207","0","12","12","25","0","12","0","12","284","253","0","12","0","12","0","12"
"1600000US0630882","Grayson CDP, California","1224","359","80","79","80","79","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1144","356","945","358","0","12","0","12","0","12","0","12","199","197","0","12","0","12","0","12"
"1600000US0677805","Tamalpais-Homestead Valley CDP, California","11261","562","10735","601","9349","614","203","203","0","19","686","140","0","19","23","36","474","158","0","19","474","158","526","209","381","165","0","19","0","19","0","19","0","19","82","103","63","75","13","21","50","70"
"1600000US0639420","Lake Almanor Peninsula CDP, California","416","153","375","139","375","139","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","41","43","23","32","0","12","0","12","0","12","0","12","18","26","0","12","0","12","0","12"
"1600000US0670042","Santa Paula city, California","30258","48","5705","495","4827","442","56","44","19","21","416","256","0","26","66","86","321","136","8","13","313","136","24553","485","21263","703","19","30","142","99","83","68","0","26","2472","521","574","241","303","154","271","181"
"1600000US0639304","La Habra Heights city, California","5383","27","3975","532","2929","531","4","11","9","16","985","367","0","17","30","36","18","20","0","17","18","20","1408","529","686","291","0","17","0","17","0","17","0","17","616","438","106","91","90","85","16","29"
"1600000US0639114","Ladera Ranch CDP, California","30288","1008","25618","958","19965","1083","609","436","0","26","3284","574","171","146","17","28","1572","465","12","20","1560","463","4670","665","3692","695","9","14","0","26","98","96","21","32","481","305","369","238","327","236","42","52"
"1600000US0606798","Bishop city, California","3765","26","2729","329","2488","326","28","32","14","17","112","56","0","12","0","12","87","56","0","12","87","56","1036","325","795","253","0","12","0","12","0","12","0","12","62","54","179","168","164","170","15","26"
"1600000US0641124","Lemon Grove city, California","26767","51","14258","907","7739","711","3618","532","40","47","1614","270","112","77","17","27","1118","432","4","8","1114","432","12509","898","9302","1247","209","144","85","63","17","20","9","18","2337","706","550","264","433","253","117","74"
"1600000US0640956","Lebec CDP, California","1802","711","978","339","658","236","0","12","36","50","284","261","0","12","0","12","0","12","0","12","0","12","824","617","587","514","0","12","154","245","0","12","0","12","16","24","67","107","0","12","67","107"
"1600000US0608954","Burbank city, California","104275","50","79555","1270","59122","1601","2676","629","329","181","12786","1038","10","16","1285","550","3347","683","216","113","3131","645","24720","1273","14318","1153","259","131","366","232","293","195","0","29","7671","1095","1813","434","1012","287","801","390"
"1600000US0652162","North Richmond CDP, California","4233","662","1133","320","143","151","476","223","0","12","450","204","0","12","0","12","64","77","0","12","64","77","3100","662","1364","433","5","9","0","12","0","12","0","12","1612","641","119","102","8","14","111","101"
"1600000US0659550","Rancho San Diego CDP, California","21289","1107","17125","1010","14799","1048","553","287","15","17","830","332","0","23","96","157","832","344","39","69","793","332","4164","767","2980","640","0","23","122","89","14","23","0","23","607","383","441","230","178","139","263","186"
"1600000US0606070","Berry Creek CDP, California","1241","229","1163","214","1060","206","0","12","28","25","34","29","11","20","0","12","30","30","3","5","27","30","78","51","49","44","0","12","4","6","3","5","0","12","20","20","2","5","0","12","2","5"
"1600000US0611782","Cassel CDP, California","176","146","176","146","176","146","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0657960","Point Reyes Station CDP, California","290","99","245","85","245","85","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","45","71","0","12","0","12","0","12","0","12","0","12","45","71","0","12","0","12","0","12"
"1600000US0609892","Calistoga city, California","5285","21","3136","537","2817","548","0","17","0","17","256","264","16","26","0","17","47","45","0","17","47","45","2149","536","1442","523","27","42","98","129","0","17","0","17","582","334","0","17","0","17","0","17"
"1600000US0612902","Cherryland CDP, California","16387","1124","7622","918","2897","325","2190","644","16","16","1971","571","300","207","0","19","248","177","0","19","248","177","8765","961","4889","922","75","72","76","73","0","19","0","19","3378","907","347","234","152","94","195","201"
