"GEO_ID","NAME","B25002_001E","B25002_001M","B25002_002E","B25002_002M","B25002_003E","B25002_003M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Occupied","Margin of Error!!Total!!Occupied","Estimate!!Total!!Vacant","Margin of Error!!Total!!Vacant"
"1600000US0602770","Arnold CDP, California","5108","139","1248","190","3860","221"
"1600000US0667112","San Jacinto city, California","14225","493","12717","387","1508","313"
"1600000US0602924","Arvin city, California","5193","221","4873","198","320","95"
"1600000US0609780","California City city, California","4632","346","4021","258","611","243"
"1600000US0618926","Derby Acres CDP, California","166","29","130","23","36","19"
"1600000US0686944","Yreka city, California","3664","197","3394","187","270","124"
"1600000US0622300","El Paso de Robles (Paso Robles) city, California","12590","465","12109","456","481","197"
"1600000US0639670","Lake Nacimiento CDP, California","1967","174","1142","125","825","194"
"1600000US0622972","Etna city, California","331","62","283","54","48","28"
"1600000US0641936","Live Oak city, California","2444","144","2444","144","0","17"
"1600000US0677378","Sutter CDP, California","1117","88","1044","96","73","64"
"1600000US0620598","East Foothills CDP, California","2262","143","2098","147","164","86"
"1600000US0641282","Lexington Hills CDP, California","933","78","901","81","32","47"
"1600000US0611250","Carmel-by-the-Sea city, California","3874","229","1873","201","2001","173"
"1600000US0618590","Del Monte Forest CDP, California","2865","152","1760","154","1105","158"
"1600000US0668140","San Lucas CDP, California","104","46","100","45","4","7"
"1600000US0673612","Spreckels CDP, California","171","83","142","85","29","45"
"1600000US0623462","Fallbrook CDP, California","11289","238","10606","268","683","199"
"1600000US0630703","Granite Hills CDP, California","1068","135","999","136","69","65"
"1600000US0629350","Georgetown CDP, California","1119","178","968","180","151","97"
"1600000US0644784","McCloud CDP, California","745","68","489","73","256","65"
"1600000US0648690","Montague city, California","651","70","551","77","100","40"
"1600000US0616630","Cottonwood CDP, California","1318","206","1244","209","74","79"
"1600000US0671568","Shingletown CDP, California","1182","132","969","122","213","101"
"1600000US0603209","August CDP, California","2578","223","2331","232","247","101"
"1600000US0622790","Escalon city, California","2779","235","2704","217","75","109"
"1600000US0660706","Ridgemark CDP, California","1276","66","1200","68","76","38"
"1600000US0610816","Cantua Creek CDP, California","100","45","84","37","16","25"
"1600000US0670770","Sebastopol city, California","3425","181","3263","152","162","92"
"1600000US0641166","Lemoore Station CDP, California","1821","121","1683","158","138","93"
"1600000US0655856","Parlier city, California","4206","212","3963","199","243","96"
"1600000US0685614","Willowbrook CDP, California","5263","124","5060","159","203","90"
"1600000US0633549","Hidden Valley Lake CDP, California","2537","227","2284","220","253","136"
"1600000US0640130","Lancaster city, California","52516","866","47650","685","4866","567"
"1600000US0663218","Rowland Heights CDP, California","15450","215","14644","258","806","172"
"1600000US0648298","Mi-Wuk Village CDP, California","1224","251","483","189","741","208"
"1600000US0611446","Carpinteria city, California","6023","246","5102","237","921","239"
"1600000US0604772","Beckwourth CDP, California","320","118","146","81","174","109"
"1600000US0648760","Montara CDP, California","1196","180","1064","186","132","107"
"1600000US0664434","San Anselmo town, California","5491","227","5293","223","198","129"
"1600000US0686878","Yosemite Lakes CDP, California","2124","90","1995","113","129","90"
"1600000US0659500","Rancho Mirage city, California","15555","470","9406","316","6149","360"
"1600000US0640704","Lathrop city, California","5698","236","5373","197","325","135"
"1600000US0621936","El Granada CDP, California","2212","163","2119","171","93","87"
"1600000US0668252","San Mateo city, California","41226","624","38583","605","2643","378"
"1600000US0673388","South Taft CDP, California","655","116","505","113","150","94"
"1600000US0607568","Boron CDP, California","1203","74","963","93","240","77"
"1600000US0623042","Eureka city, California","12701","539","11284","465","1417","353"
"1600000US0636882","Isleton city, California","365","56","260","50","105","35"
"1600000US0639108","Ladera Heights CDP, California","3115","162","2909","199","206","146"
"1600000US0684592","Westmont CDP, California","11385","117","10505","200","880","165"
"1600000US0623294","Fair Oaks CDP, California","13213","179","12395","307","818","249"
"1600000US0603526","Bakersfield city, California","124227","1260","116854","1243","7373","783"
"1600000US0609360","Cabazon CDP, California","1030","147","973","151","57","63"
"1600000US0616350","Corona city, California","51504","919","49658","885","1846","297"
"1600000US0686244","Woodcrest CDP, California","4960","217","4678","244","282","122"
"1600000US0645358","Mammoth Lakes town, California","9767","291","2679","320","7088","329"
"1600000US0626028","French Camp CDP, California","623","73","543","77","80","56"
"1600000US0613966","Clearlake Oaks CDP, California","1733","180","1075","189","658","149"
"1600000US0610928","Canyon Lake city, California","4489","260","3936","190","553","202"
"1600000US0686034","Winters city, California","2488","192","2448","186","40","38"
"1600000US0618324","Deer Park CDP, California","658","91","411","73","247","102"
"1600000US0677924","Tara Hills CDP, California","1851","84","1759","97","92","72"
"1600000US0647710","Mill Valley city, California","6502","296","6081","250","421","203"
"1600000US0641040","Le Grand CDP, California","551","57","525","56","26","22"
"1600000US0608142","Brentwood city, California","20122","539","19543","469","579","241"
"1600000US0657764","Pleasant Hill city, California","14122","407","13679","344","443","193"
"1600000US0662938","Roseville city, California","51422","622","49204","617","2218","411"
"1600000US0685586","Williams city, California","1589","130","1501","125","88","63"
"1600000US0644364","Loyalton city, California","392","86","322","84","70","29"
"1600000US0676015","Sunnyside-Tahoe City CDP, California","2050","115","529","114","1521","125"
"1600000US0621061","East Richmond Heights CDP, California","1515","95","1408","115","107","74"
"1600000US0613210","Chino city, California","21895","672","20536","612","1359","306"
"1600000US0664308","Salton Sea Beach CDP, California","212","97","141","86","71","69"
"1600000US0624092","Fillmore city, California","4593","221","4302","214","291","130"
"1600000US0622370","El Rio CDP, California","1637","117","1597","120","40","43"
"1600000US0681652","Vallecito CDP, California","142","71","120","62","22","36"
"1600000US0665000","San Bernardino city, California","62760","816","58385","813","4375","466"
"1600000US0654274","Orland city, California","2666","165","2539","165","127","99"
"1600000US0663316","Running Springs CDP, California","3781","140","1694","185","2087","186"
"1600000US0618485","Delleker CDP, California","372","130","172","75","200","143"
"1600000US0623150","Fairbanks Ranch CDP, California","1153","177","800","199","353","173"
"1600000US0636294","Imperial Beach city, California","10488","447","9175","355","1313","302"
"1600000US0658520","Poway city, California","16465","403","15766","404","699","227"
"1600000US0681736","Valley Center CDP, California","3237","279","2942","212","295","139"
"1600000US0616035","Concow CDP, California","391","85","327","75","64","48"
"1600000US0630994","Greenfield city, California","3934","246","3739","215","195","102"
"1600000US0654848","Pacific Grove city, California","8431","254","6835","229","1596","217"
"1600000US0664476","San Ardo CDP, California","167","47","153","45","14","13"
"1600000US0670742","Seaside city, California","11333","415","10458","349","875","230"
"1600000US0675630","Suisun City city, California","9495","345","9318","339","177","119"
"1600000US0659426","Rancho Calaveras CDP, California","2304","141","2115","189","189","146"
"1600000US0602364","Apple Valley town, California","26119","634","24161","569","1958","371"
"1600000US0604030","Barstow city, California","9390","421","8303","341","1087","252"
"1600000US0606635","Big River CDP, California","1063","38","540","62","523","64"
"1600000US0630282","Golden Hills CDP, California","3634","147","3315","177","319","152"
"1600000US0637946","Keene CDP, California","166","84","103","62","63","73"
"1600000US0610032","Calwa CDP, California","555","135","457","145","98","80"
"1600000US0644280","Lost Hills CDP, California","544","50","508","52","36","21"
"1600000US0614190","Cloverdale city, California","3226","244","3144","244","82","59"
"1600000US0611964","Castro Valley CDP, California","23380","448","22458","462","922","221"
"1600000US0614218","Clovis city, California","37808","646","36418","660","1390","295"
"1600000US0630028","Glen Ellen CDP, California","479","140","376","117","103","115"
"1600000US0662546","Rohnert Park city, California","16589","464","15969","424","620","246"
"1600000US0613014","Chico city, California","40176","740","35903","644","4273","573"
"1600000US0654388","Oroville East CDP, California","3276","157","2958","171","318","112"
"1600000US0628182","Garden Acres CDP, California","3061","119","2890","139","171","102"
"1600000US0641558","Lincoln Village CDP, California","1682","142","1647","132","35","39"
"1600000US0611194","Carlsbad city, California","47117","814","43293","651","3824","471"
"1600000US0613392","Chula Vista city, California","85810","1245","78940","1036","6870","787"
"1600000US0633532","Hidden Meadows CDP, California","1672","140","1376","135","296","114"
"1600000US0637120","Jamul CDP, California","2108","164","1889","157","219","113"
"1600000US0640004","La Mesa city, California","24898","582","23298","555","1600","368"
"1600000US0602812","Aromas CDP, California","885","142","863","139","22","24"
"1600000US0607578","Boronda CDP, California","303","113","303","113","0","12"
"1600000US0630392","Gonzales city, California","2124","144","2087","140","37","36"
"1600000US0645778","Marina city, California","8066","337","7549","288","517","158"
"1600000US0655044","Pajaro CDP, California","681","88","660","91","21","33"
"1600000US0681554","Vacaville city, California","34195","600","32922","538","1273","241"
"1600000US0647086","Mesa Vista CDP, California","111","27","69","20","42","27"
"1600000US0612132","Cayucos CDP, California","2461","39","1367","172","1094","172"
"1600000US0678162","Templeton CDP, California","3026","250","2930","254","96","77"
"1600000US0620242","Dunsmuir city, California","1131","72","762","71","369","73"
"1600000US0631134","Greenview CDP, California","117","46","117","46","0","12"
"1600000US0644812","Macdoel CDP, California","36","36","36","36","0","12"
"1600000US0683850","Weed city, California","1341","129","1157","110","184","64"
"1600000US0610088","Cambrian Park CDP, California","1048","119","1021","118","27","37"
"1600000US0610345","Campbell city, California","17819","580","16510","476","1309","328"
"1600000US0617610","Cupertino city, California","21788","438","20657","349","1131","270"
"1600000US0629504","Gilroy city, California","16585","421","16208","411","377","166"
"1600000US0640426","Larkfield-Wikiup CDP, California","3606","254","3460","257","146","104"
"1600000US0622146","Elmira CDP, California","139","51","139","51","0","12"
"1600000US0660984","Rio Vista city, California","4629","217","4286","177","343","157"
"1600000US0681666","Vallejo city, California","44869","709","41991","652","2878","408"
"1600000US0608968","Burbank CDP, California","2098","132","2020","134","78","64"
"1600000US0614498","Colfax city, California","931","121","868","110","63","45"
"1600000US0667126","San Joaquin city, California","1147","95","1065","80","82","41"
"1600000US0671246","Shaver Lake CDP, California","2188","113","257","43","1931","116"
"1600000US0601458","Alum Rock CDP, California","2832","158","2777","161","55","47"
"1600000US0627080","Fruitdale CDP, California","438","83","359","74","79","70"
"1600000US0643280","Los Altos city, California","11040","265","10585","239","455","150"
"1600000US0647766","Milpitas city, California","23574","503","22637","423","937","288"
"1600000US0649278","Morgan Hill city, California","15070","349","14670","318","400","152"
"1600000US0645120","Magalia CDP, California","5723","227","5054","282","669","195"
"1600000US0655520","Paradise town, California","12595","566","11118","453","1477","366"
"1600000US0685600","Willits city, California","2087","190","2055","180","32","46"
"1600000US0677784","Talmage CDP, California","191","69","191","69","0","12"
"1600000US0634281","Home Garden CDP, California","452","88","415","87","37","28"
"1600000US0631470","Guerneville CDP, California","3312","171","2372","226","940","165"
"1600000US0645512","Manton CDP, California","182","61","145","43","37","48"
"1600000US0659604","Rancho Tehama Reserve CDP, California","791","156","630","142","161","93"
"1600000US0620270","Durham CDP, California","2229","126","2108","149","121","104"
"1600000US0602700","Armona CDP, California","1210","121","1094","128","116","62"
"1600000US0636084","Huron city, California","1888","169","1771","158","117","61"
"1600000US0608786","Buena Park city, California","24313","528","23443","425","870","273"
"1600000US0668084","San Leandro city, California","33068","631","31727","603","1341","326"
"1600000US0607750","Bowles CDP, California","40","16","40","16","0","12"
"1600000US0667056","Sanger city, California","7340","377","7086","340","254","136"
"1600000US0600884","Alhambra city, California","31394","577","29427","537","1967","329"
"1600000US0607946","Bradbury city, California","394","39","292","35","102","33"
"1600000US0613560","Citrus CDP, California","2530","144","2451","150","79","58"
"1600000US0664420","San Andreas CDP, California","1109","208","975","198","134","122"
"1600000US0642566","London CDP, California","486","41","466","42","20","17"
"1600000US0623826","Felton CDP, California","1851","181","1564","176","287","145"
"1600000US0681050","Twin Lakes CDP, California","2738","112","2378","182","360","155"
"1600000US0608172","Bret Harte CDP, California","1382","86","1338","94","44","50"
"1600000US0648354","Modesto city, California","75423","594","72106","620","3317","476"
"1600000US0664210","Salida CDP, California","4188","233","4117","244","71","89"
"1600000US0680812","Turlock city, California","25838","619","24696","598","1142","334"
"1600000US0684480","Westley CDP, California","192","79","173","73","19","30"
"1600000US0660942","Rio Linda CDP, California","5002","153","4796","200","206","97"
"1600000US0633504","Hickman CDP, California","198","36","186","35","12","13"
"1600000US0634904","Hughson city, California","2570","198","2456","184","114","89"
"1600000US0617708","Cutler CDP, California","1304","165","1267","165","37","40"
"1600000US0630476","Goshen CDP, California","1053","158","1011","158","42","32"
"1600000US0673710","Springville CDP, California","483","151","483","151","0","12"
"1600000US0638548","Kings Beach CDP, California","2358","85","1189","189","1169","165"
"1600000US0641474","Lincoln city, California","18210","382","17607","375","603","240"
"1600000US0651637","North Auburn CDP, California","5738","259","5177","291","561","184"
"1600000US0607172","Bluewater CDP, California","535","28","88","26","447","29"
"1600000US0660466","Rialto city, California","27100","545","25922","498","1178","231"
"1600000US0686594","Wrightwood CDP, California","2772","66","1590","165","1182","162"
"1600000US0654120","Orcutt CDP, California","11221","249","10829","296","392","142"
"1600000US0670182","Santa Ynez CDP, California","1832","142","1633","155","199","133"
"1600000US0611390","Carmichael CDP, California","27801","313","26144","368","1657","323"
"1600000US0624498","Florin CDP, California","16047","211","14939","300","1108","261"
"1600000US0682852","Vineyard CDP, California","8445","157","8239","207","206","122"
"1600000US0616224","Corcoran city, California","4232","265","3850","240","382","109"
"1600000US0675252","Stratford CDP, California","188","78","188","78","0","12"
"1600000US0639220","Laguna Hills city, California","10980","371","10555","364","425","174"
"1600000US0601164","Alpaugh CDP, California","282","41","266","42","16","12"
"1600000US0623616","Farmersville city, California","2842","235","2760","217","82","62"
"1600000US0675280","Strathmore CDP, California","854","170","794","191","60","68"
"1600000US0682954","Visalia city, California","44819","793","42209","742","2610","559"
"1600000US0639259","Laguna Woods city, California","12500","341","11156","251","1344","301"
"1600000US0639290","La Habra city, California","19421","381","18660","334","761","212"
"1600000US0670686","Seal Beach city, California","13774","348","12500","288","1274","289"
"1600000US0682744","Villa Park city, California","2107","118","1993","98","114","62"
"1600000US0646632","Meadow Vista CDP, California","1434","92","1367","115","67","63"
"1600000US0633000","Hayward city, California","49715","789","47768","751","1947","289"
"1600000US0641992","Livermore city, California","32559","516","31534","513","1025","285"
"1600000US0641124","Lemon Grove city, California","8957","351","8441","339","516","167"
"1600000US0623973","Fetters Hot Springs-Agua Caliente CDP, California","1761","166","1596","159","165","72"
"1600000US0633056","Healdsburg city, California","5236","291","4666","215","570","179"
"1600000US0656784","Petaluma city, California","23172","493","22505","463","667","180"
"1600000US0647794","Mineral CDP, California","585","114","118","63","467","114"
"1600000US0659892","Red Bluff city, California","5984","353","5597","303","387","189"
"1600000US0640928","Laytonville CDP, California","601","140","520","142","81","66"
"1600000US0634120","Hollister city, California","11104","224","10700","231","404","131"
"1600000US0612552","Cerritos city, California","16231","346","15406","322","825","186"
"1600000US0602896","Artesia city, California","4853","229","4594","217","259","117"
"1600000US0603386","Azusa city, California","13767","335","12697","293","1070","261"
"1600000US0603666","Baldwin Park city, California","18803","416","17859","435","944","203"
"1600000US0614974","Commerce city, California","3684","164","3549","160","135","64"
"1600000US0633518","Hidden Hills city, California","580","65","544","63","36","26"
"1600000US0636490","Industry city, California","91","30","82","27","9","11"
"1600000US0636546","Inglewood city, California","38354","717","36604","592","1750","277"
"1600000US0641180","Lennox CDP, California","5569","129","5272","154","297","105"
"1600000US0610914","Canyondam CDP, California","55","40","41","35","14","23"
"1600000US0617050","Crescent Mills CDP, California","139","60","114","60","25","39"
"1600000US0640312","La Porte CDP, California","115","52","0","12","115","52"
"1600000US0641789","Little Grass Valley CDP, California","113","41","0","12","113","41"
"1600000US0648448","Mohawk Vista CDP, California","80","36","33","26","47","32"
"1600000US0613182","Chinese Camp CDP, California","73","37","73","37","0","12"
"1600000US0672674","Sonora city, California","2433","221","2115","161","318","152"
"1600000US0680966","Twain Harte CDP, California","2442","301","1268","238","1174","293"
"1600000US0660088","Redway CDP, California","709","181","443","178","266","123"
"1600000US0660900","Rio Dell city, California","1597","176","1381","165","216","84"
"1600000US0649488","Moss Landing CDP, California","52","34","34","41","18","30"
"1600000US0605164","Belvedere city, California","1065","41","916","73","149","62"
"1600000US0623168","Fairfax town, California","3729","286","3390","211","339","186"
"1600000US0684774","West Puente Valley CDP, California","5123","128","5034","139","89","57"
"1600000US0614946","Colusa city, California","2325","141","2119","125","206","88"
"1600000US0624897","Forest Meadows CDP, California","762","113","526","100","236","90"
"1600000US0621810","El Cerrito CDP, California","1542","60","1464","88","78","66"
"1600000US0636203","Idyllwild-Pine Cove CDP, California","4142","108","1145","147","2997","183"
"1600000US0686020","Winterhaven CDP, California","232","86","147","64","85","61"
"1600000US0613294","Chowchilla city, California","3947","289","3578","260","369","183"
"1600000US0655751","Parksdale CDP, California","605","110","496","112","109","60"
"1600000US0612048","Cathedral City city, California","22679","564","17984","496","4695","346"
"1600000US0633574","Highgrove CDP, California","1477","159","1382","176","95","86"
"1600000US0651560","Norco city, California","7438","329","7152","325","286","104"
"1600000US0662000","Riverside city, California","96797","1697","90866","1662","5931","622"
"1600000US0678120","Temecula city, California","35936","683","33889","628","2047","404"
"1600000US0631568","Gustine city, California","2172","249","2033","221","139","115"
"1600000US0654806","Pacifica city, California","14632","393","13954","333","678","177"
"1600000US0620284","Dustin Acres CDP, California","195","43","154","38","41","32"
"1600000US0624764","Ford City CDP, California","1506","49","1281","99","225","89"
"1600000US0638310","Kernville CDP, California","826","229","533","183","293","152"
"1600000US0644350","Lower Lake CDP, California","889","131","688","142","201","98"
"1600000US0639283","Lagunitas-Forest Knolls CDP, California","773","114","635","118","138","83"
"1600000US0640438","Larkspur city, California","6264","278","5895","230","369","191"
"1600000US0678890","Tomales CDP, California","195","67","144","64","51","47"
"1600000US0623630","Farmington CDP, California","55","49","29","27","26","42"
"1600000US0648256","Mission Viejo city, California","34664","505","33358","541","1306","331"
"1600000US0601651","Amesti CDP, California","822","43","786","61","36","45"
"1600000US0616434","Corralitos CDP, California","860","136","845","138","15","23"
"1600000US0642202","Lodi city, California","24033","536","22933","511","1100","251"
"1600000US0625576","Freedom CDP, California","1142","127","1125","130","17","27"
"1600000US0670588","Scotts Valley city, California","4634","242","4364","210","270","156"
"1600000US0616580","Coto de Caza CDP, California","5124","102","4863","139","261","118"
"1600000US0640256","La Palma city, California","5062","200","4922","163","140","99"
"1600000US0651182","Newport Beach city, California","44801","935","37870","743","6931","667"
"1600000US0665084","San Clemente city, California","27868","575","24530","578","3338","470"
"1600000US0642412","Loma Rica CDP, California","1139","200","1040","201","99","98"
"1600000US0624134","Firebaugh city, California","2240","166","2172","146","68","76"
"1600000US0606000","Berkeley city, California","48248","851","44978","748","3270","357"
"1600000US0626000","Fremont city, California","77756","700","74445","569","3311","463"
"1600000US0603190","Auberry CDP, California","934","138","921","141","13","22"
"1600000US0673794","Squaw Valley CDP, California","1268","176","1070","131","198","142"
"1600000US0603344","Avocado Heights CDP, California","4058","64","3885","108","173","94"
"1600000US0604982","Bellflower city, California","25209","607","23517","502","1692","282"
"1600000US0609598","Calabasas city, California","9208","334","8893","281","315","157"
"1600000US0678666","Tiburon town, California","4248","242","3817","162","431","199"
"1600000US0658870","Prunedale CDP, California","6247","249","5824","283","423","159"
"1600000US0631393","Grover Beach city, California","5748","374","5216","327","532","202"
"1600000US0634694","Hornbrook CDP, California","133","31","104","26","29","17"
"1600000US0678176","Tennant CDP, California","91","35","14","14","77","37"
"1600000US0686972","Yuba City city, California","23765","248","22572","350","1193","277"
"1600000US0643294","Los Altos Hills town, California","3356","152","3053","149","303","104"
"1600000US0648956","Monte Sereno city, California","1251","100","1139","74","112","73"
"1600000US0670280","Saratoga city, California","11417","289","10950","259","467","177"
"1600000US0677000","Sunnyvale city, California","58915","723","55938","667","2977","427"
"1600000US0616560","Cotati city, California","2978","171","2824","153","154","81"
"1600000US0624960","Forestville CDP, California","1709","90","1635","104","74","59"
"1600000US0630812","Graton CDP, California","833","152","768","155","65","82"
"1600000US0653266","Occidental CDP, California","705","119","491","112","214","108"
"1600000US0616322","Corning city, California","2773","290","2537","253","236","163"
"1600000US0631260","Gridley city, California","2487","194","2172","146","315","141"
"1600000US0678106","Tehama city, California","215","50","191","47","24","17"
"1600000US0611691","Casa de Oro-Mount Helix CDP, California","7242","316","6894","334","348","156"
"1600000US0666000","San Diego city, California","540644","2243","503463","2373","37181","1802"
"1600000US0607974","Bradley CDP, California","41","20","35","19","6","8"
"1600000US0638520","King City city, California","3431","209","3235","195","196","83"
"1600000US0664224","Salinas city, California","42231","727","40623","685","1608","307"
"1600000US0623182","Fairfield city, California","37892","610","36348","602","1544","277"
"1600000US0601228","Alpine Village CDP, California","65","26","35","15","30","25"
"1600000US0638646","Kirkwood CDP, California","702","92","27","28","675","87"
"1600000US0668154","San Luis Obispo city, California","20550","484","18708","465","1842","321"
"1600000US0621530","Edgewood CDP, California","15","9","15","9","0","12"
"1600000US0629252","Gazelle CDP, California","31","13","31","13","0","12"
"1600000US0644112","Los Gatos town, California","12925","382","12108","308","817","247"
"1600000US0644378","Loyola CDP, California","1194","67","1122","76","72","38"
"1600000US0673906","Stanford CDP, California","3816","209","3428","232","388","162"
"1600000US0601192","Alpine CDP, California","5601","131","5426","137","175","111"
"1600000US0610559","Camp Pendleton North CDP, California","1764","398","1670","412","94","142"
"1600000US0619584","Dorris city, California","411","60","351","61","60","29"
"1600000US0610074","Cambria CDP, California","4196","84","2758","159","1438","160"
"1600000US0657414","Pismo Beach city, California","5806","251","4245","222","1561","234"
"1600000US0680686","Tulelake city, California","475","65","282","67","193","47"
"1600000US0655282","Palo Alto city, California","27753","539","26212","469","1541","339"
"1600000US0606560","Biggs city, California","695","84","680","84","15","16"
"1600000US0654386","Oroville city, California","7069","393","6204","322","865","209"
"1600000US0655086","Palermo CDP, California","2191","126","1987","138","204","97"
"1600000US0612734","Charter Oak CDP, California","2999","163","2881","184","118","96"
"1600000US0617498","Cudahy city, California","5775","160","5601","132","174","71"
"1600000US0624477","Florence-Graham CDP, California","15277","164","14735","199","542","136"
"1600000US0628168","Gardena city, California","21441","518","20619","504","822","251"
"1600000US0632548","Hawthorne city, California","30656","707","29281","630","1375","324"
"1600000US0633364","Hermosa Beach city, California","10049","398","8979","317","1070","291"
"1600000US0656112","Patterson city, California","6197","329","5824","322","373","190"
"1600000US0678092","Tehachapi city, California","3632","313","3319","283","313","140"
"1600000US0661068","Riverbank city, California","7473","347","7158","278","315","137"
"1600000US0654092","Orangevale CDP, California","13718","221","13086","255","632","198"
"1600000US0644826","McFarland city, California","3285","158","3228","151","57","41"
"1600000US0686174","Wofford Heights CDP, California","1888","270","1139","248","749","248"
"1600000US0620697","East Hemet CDP, California","6269","208","5766","246","503","173"
"1600000US0634316","Homeland CDP, California","2326","171","2100","191","226","114"
"1600000US0681708","Valle Vista CDP, California","6287","178","5628","206","659","164"
"1600000US0604415","Bay Point CDP, California","7226","172","6899","192","327","131"
"1600000US0617274","Crockett CDP, California","1550","106","1404","111","146","87"
"1600000US0621796","El Cerrito city, California","10603","239","9987","214","616","145"
"1600000US0605108","Belmont city, California","10963","308","10328","290","635","199"
"1600000US0608310","Brisbane city, California","1932","166","1836","138","96","102"
"1600000US0646870","Menlo Park city, California","12869","429","11936","380","933","293"
"1600000US0647486","Millbrae city, California","8588","210","8044","195","544","156"
"1600000US0625338","Foster City city, California","13343","332","12600","281","743","239"
"1600000US0633633","Highlands-Baywood Park CDP, California","1557","85","1541","85","16","18"
"1600000US0633798","Hillsborough town, California","4188","183","3664","141","524","137"
"1600000US0651840","North Fair Oaks CDP, California","4286","140","4147","156","139","81"
"1600000US0637400","Johannesburg CDP, California","163","72","80","54","83","68"
"1600000US0648452","Mojave CDP, California","1897","130","1568","142","329","134"
"1600000US0653448","Oildale CDP, California","14158","297","12661","445","1497","378"
"1600000US0662854","Rosedale CDP, California","5559","286","5394","278","165","131"
"1600000US0614260","Coachella city, California","15405","758","14674","778","731","169"
"1600000US0641670","Linden CDP, California","653","111","627","109","26","41"
"1600000US0612916","Cherry Valley CDP, California","2946","157","2836","150","110","99"
"1600000US0639598","Lakeland Village CDP, California","3814","227","3558","241","256","145"
"1600000US0639836","Lakeview CDP, California","590","87","549","89","41","32"
"1600000US0646660","Mecca CDP, California","2191","181","1955","185","236","122"
"1600000US0649270","Moreno Valley city, California","53885","838","50620","764","3265","417"
"1600000US0652624","Nuevo CDP, California","1954","155","1852","146","102","70"
"1600000US0683304","Wallace CDP, California","414","121","414","121","0","12"
"1600000US0600296","Adelanto city, California","8626","395","7805","323","821","217"
"1600000US0607064","Bloomington CDP, California","6275","251","5715","308","560","161"
"1600000US0650734","Needles city, California","2930","180","2050","162","880","111"
"1600000US0659962","Redlands city, California","26327","669","24280","495","2047","415"
"1600000US0670728","Searles Valley CDP, California","977","62","729","82","248","79"
"1600000US0650874","Nevada City city, California","1585","176","1469","140","116","94"
"1600000US0638044","Kelseyville CDP, California","1450","179","1366","182","84","90"
"1600000US0601360","Alta Sierra CDP, California","2991","83","2856","138","135","112"
"1600000US0639885","Lake Wildwood CDP, California","2733","120","2192","178","541","169"
"1600000US0644910","McKinleyville CDP, California","6710","195","6399","221","311","148"
"1600000US0639696","Lake of the Woods CDP, California","436","100","354","86","82","76"
"1600000US0640956","Lebec CDP, California","827","206","701","203","126","105"
"1600000US0647164","Mettler CDP, California","45","21","45","21","0","12"
"1600000US0649600","Mountain Mesa CDP, California","433","177","390","171","43","70"
"1600000US0653910","Onyx CDP, California","396","149","255","152","141","99"
"1600000US0659668","Randsburg CDP, California","102","59","56","42","46","53"
"1600000US0662826","Rosamond CDP, California","7507","239","6765","312","742","259"
"1600000US0673868","Stallion Springs CDP, California","1323","176","1218","206","105","101"
"1600000US0683542","Wasco city, California","6319","278","5925","267","394","145"
"1600000US0610046","Camarillo city, California","25601","545","24797","503","804","255"
"1600000US0611656","Casa Conejo CDP, California","1103","75","1070","77","33","47"
"1600000US0649138","Moorpark city, California","11796","324","11282","273","514","193"
"1600000US0672016","Simi Valley city, California","43272","568","42029","521","1243","248"
"1600000US0678582","Thousand Oaks city, California","47749","682","45777","697","1972","426"
"1600000US0660242","Reedley city, California","7520","336","7201","333","319","130"
"1600000US0639486","Lake Elsinore city, California","18059","569","16956","542","1103","300"
"1600000US0640354","La Quinta city, California","25143","621","15505","477","9638","485"
"1600000US0655254","Palm Springs city, California","37434","596","23719","516","13715","439"
"1600000US0684536","West Menlo Park CDP, California","1375","105","1336","105","39","49"
"1600000US0604734","Bear Valley Springs CDP, California","2946","113","2346","184","600","191"
"1600000US0648844","Montecito CDP, California","4262","155","3159","221","1103","216"
"1600000US0679529","Toro Canyon CDP, California","952","118","664","136","288","125"
"1600000US0606616","Big Pine CDP, California","812","80","701","77","111","48"
"1600000US0663148","Round Valley CDP, California","188","46","179","47","9","14"
"1600000US0684120","West Bishop CDP, California","1164","61","1022","75","142","61"
"1600000US0685551","Wilkerson CDP, California","199","37","184","34","15","23"
"1600000US0601094","Almanor CDP, California","50","34","0","12","50","34"
"1600000US0639411","Lake Almanor Country Club CDP, California","1411","127","173","47","1238","134"
"1600000US0645022","Madera city, California","19091","474","18037","495","1054","302"
"1600000US0649950","Muir Beach CDP, California","183","41","132","37","51","35"
"1600000US0652582","Novato city, California","22848","511","22077","507","771","232"
"1600000US0645932","Mariposa CDP, California","900","151","818","149","82","75"
"1600000US0610256","Cameron Park CDP, California","7752","247","7320","289","432","182"
"1600000US0677364","Susanville city, California","3529","278","3029","268","500","138"
"1600000US0616651","Country Club CDP, California","3875","197","3511","195","364","131"
"1600000US0638065","Kennedy CDP, California","938","139","892","140","46","50"
"1600000US0646898","Merced city, California","27321","548","25827","533","1494","314"
"1600000US0658380","Portola Valley town, California","1898","161","1744","135","154","95"
"1600000US0680238","Tracy city, California","26280","492","25472","484","808","272"
"1600000US0646618","Meadow Valley CDP, California","290","84","200","71","90","56"
"1600000US0613077","Chilcoot-Vinton CDP, California","201","103","131","96","70","82"
"1600000US0636735","Iron Horse CDP, California","153","129","60","85","93","104"
