"GEO_ID","NAME","B25002_001E","B25002_001M","B25002_002E","B25002_002M","B25002_003E","B25002_003M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Occupied","Margin of Error!!Total!!Occupied","Estimate!!Total!!Vacant","Margin of Error!!Total!!Vacant"
"1600000US0657288","Pinole city, California","7089","289","6669","269","420","186"
"1600000US0662700","Rollingwood CDP, California","805","95","754","92","51","55"
"1600000US0653476","Ojai city, California","3414","269","3073","239","341","137"
"1600000US0658296","Port Hueneme city, California","7754","458","6593","384","1161","230"
"1600000US0670042","Santa Paula city, California","9374","349","8979","301","395","157"
"1600000US0636616","Inverness CDP, California","1069","73","632","98","437","103"
"1600000US0657960","Point Reyes Station CDP, California","333","89","222","74","111","70"
"1600000US0639425","Lake Almanor West CDP, California","541","89","64","23","477","89"
"1600000US0658352","Portola city, California","1231","163","822","122","409","123"
"1600000US0675168","Storrie CDP, California","0","12","0","12","0","12"
"1600000US0680952","Twain CDP, California","111","75","33","41","78","74"
"1600000US0642006","Livingston city, California","3756","215","3650","200","106","97"
"1600000US0620956","East Palo Alto city, California","7929","360","7478","345","451","159"
"1600000US0660102","Redwood City city, California","31288","621","30157","568","1131","263"
"1600000US0665028","San Bruno city, California","15241","386","14810","372","431","176"
"1600000US0639122","Lafayette city, California","10007","265","9407","215","600","207"
"1600000US0646114","Martinez city, California","15229","378","14668","382","561","233"
"1600000US0649651","Mountain View CDP, California","832","202","813","202","19","30"
"1600000US0657456","Pittsburg city, California","22053","538","20958","483","1095","325"
"1600000US0683346","Walnut Creek city, California","32650","621","31105","595","1545","337"
"1600000US0613157","China Lake Acres CDP, California","1094","185","794","179","300","155"
"1600000US0631708","Half Moon Bay city, California","5141","234","4715","253","426","179"
"1600000US0644028","Los Banos city, California","11117","360","10568","336","549","194"
"1600000US0603092","Atherton town, California","2448","112","2221","116","227","71"
"1600000US0617918","Daly City city, California","32765","656","31620","630","1145","268"
"1600000US0673178","South Oroville CDP, California","1123","106","896","114","227","111"
"1600000US0678470","Thermalito CDP, California","2549","131","2243","162","306","113"
"1600000US0607596","Borrego Springs CDP, California","2823","239","1075","261","1748","282"
"1600000US0611978","Castroville CDP, California","1601","95","1524","116","77","72"
"1600000US0607624","Bostonia CDP, California","5891","255","5664","260","227","132"
"1600000US0618506","Del Mar city, California","2695","348","2140","242","555","250"
"1600000US0621712","El Cajon city, California","33920","593","32844","584","1076","233"
"1600000US0618688","Del Rey Oaks city, California","741","27","642","50","99","43"
"1600000US0622034","Elkhorn CDP, California","459","93","415","94","44","49"
"1600000US0665112","Sand City city, California","167","33","148","29","19","17"
"1600000US0605290","Benicia city, California","11649","275","11130","270","519","150"
"1600000US0619402","Dixon city, California","6304","283","6015","247","289","164"
"1600000US0602868","Arroyo Grande city, California","7685","323","6999","328","686","212"
"1600000US0603064","Atascadero city, California","12029","417","11580","391","449","188"
"1600000US0653294","Oceano CDP, California","3281","128","2596","209","685","202"
"1600000US0671134","Shandon CDP, California","472","105","416","104","56","38"
"1600000US0611481","Carrick CDP, California","26","27","26","27","0","12"
"1600000US0659248","Rainbow CDP, California","708","63","664","64","44","27"
"1600000US0682590","Victorville city, California","35599","921","32917","780","2682","595"
"1600000US0637918","Keeler CDP, California","34","22","15","8","19","24"
"1600000US0606994","Blairsden CDP, California","35","25","16","14","19","21"
"1600000US0657876","Point Arena city, California","249","47","182","43","67","23"
"1600000US0617106","Crest CDP, California","1061","97","1003","108","58","45"
"1600000US0659550","Rancho San Diego CDP, California","7941","230","7488","270","453","156"
"1600000US0666004","San Diego Country Estates CDP, California","3746","86","3522","148","224","129"
"1600000US0602000","Anaheim city, California","105286","1196","100615","1230","4671","560"
"1600000US0628000","Fullerton city, California","48095","791","45782","732","2313","402"
"1600000US0608100","Brea city, California","15558","420","14992","350","566","211"
"1600000US0617750","Cypress city, California","16328","352","15824","320","504","157"
"1600000US0617946","Dana Point city, California","17317","461","14561","389","2756","423"
"1600000US0636000","Huntington Beach city, California","81396","937","76821","877","4575","608"
"1600000US0663050","Rossmoor CDP, California","3968","120","3911","122","57","54"
"1600000US0680854","Tustin city, California","27489","661","26132","660","1357","312"
"1600000US0604576","Beale AFB CDP, California","351","63","338","65","13","22"
"1600000US0602980","Ashland CDP, California","7979","204","7723","214","256","142"
"1600000US0619150","Diablo CDP, California","202","133","202","133","0","12"
"1600000US0600618","Alamo CDP, California","5670","221","5223","223","447","172"
"1600000US0609346","Byron CDP, California","432","39","427","40","5","8"
"1600000US0660620","Richmond city, California","39904","719","37209","738","2695","405"
"1600000US0682842","Vine Hill CDP, California","1372","147","1296","152","76","54"
"1600000US0633861","Hilmar-Irwin CDP, California","2040","203","1992","219","48","72"
"1600000US0656182","Paxton CDP, California","0","12","0","12","0","12"
"1600000US0681869","Valley Ranch CDP, California","66","28","5","8","61","27"
"1600000US0652764","Oakhurst CDP, California","1356","215","1188","185","168","118"
"1600000US0606150","Bertsch-Oceanview CDP, California","1044","120","873","124","171","86"
"1600000US0617022","Crescent City city, California","1899","207","1735","211","164","86"
"1600000US0638702","Klamath CDP, California","377","54","250","46","127","24"
"1600000US0613945","Clearlake city, California","8042","357","5979","334","2063","237"
"1600000US0647332","Middletown CDP, California","489","160","303","142","186","71"
"1600000US0602476","Arcata city, California","8140","387","7311","366","829","242"
"1600000US0634928","Humboldt Hill CDP, California","1580","213","1545","206","35","52"
"1600000US0678148","Temple City city, California","12049","314","11319","307","730","209"
"1600000US0682422","Vernon city, California","38","15","38","15","0","12"
"1600000US0682667","View Park-Windsor Hills CDP, California","5127","88","4693","177","434","167"
"1600000US0684116","West Athens CDP, California","2943","116","2873","124","70","43"
"1600000US0602168","Angwin CDP, California","914","87","798","86","116","69"
"1600000US0609892","Calistoga city, California","2407","273","2082","222","325","159"
"1600000US0614904","Columbia CDP, California","1183","137","1059","133","124","83"
"1600000US0637106","Jamestown CDP, California","1531","185","1364","174","167","138"
"1600000US0633308","Hercules city, California","8351","284","8098","289","253","122"
"1600000US0680763","Tuolumne City CDP, California","829","217","689","215","140","126"
"1600000US0647724","Millville CDP, California","292","51","266","48","26","24"
"1600000US0663134","Round Mountain CDP, California","70","30","57","28","13","15"
"1600000US0653070","Oakley city, California","12090","385","11812","350","278","186"
"1600000US0662490","Rodeo CDP, California","3395","98","3329","113","66","58"
"1600000US0614274","Coalinga city, California","4560","239","4146","214","414","152"
"1600000US0627000","Fresno city, California","178081","1173","166758","1182","11323","787"
"1600000US0684816","West Sacramento city, California","19215","446","18174","380","1041","312"
"1600000US0636613","Interlaken CDP, California","1994","151","1862","125","132","111"
"1600000US0641922","Live Oak CDP, California","6671","243","6340","227","331","172"
"1600000US0660928","Rio del Mar CDP, California","5123","198","4102","223","1021","223"
"1600000US0651476","Nipomo CDP, California","5988","212","5664","244","324","182"
"1600000US0653322","Oceanside city, California","66475","836","61656","737","4819","563"
"1600000US0645988","Markleeville CDP, California","245","63","54","38","191","53"
"1600000US0649362","Morro Bay city, California","6246","271","4792","201","1454","219"
"1600000US0625128","Fort Jones city, California","397","58","314","57","83","38"
"1600000US0631246","Grenada CDP, California","187","57","160","57","27","24"
"1600000US0652526","Norwalk city, California","28475","491","27180","433","1295","272"
"1600000US0640088","Lamont CDP, California","3918","151","3658","178","260","113"
"1600000US0657240","Pine Mountain Club CDP, California","2080","210","775","198","1305","234"
"1600000US0671106","Shafter city, California","5122","273","4804","249","318","120"
"1600000US0681722","Valley Acres CDP, California","222","49","208","51","14","20"
"1600000US0656294","Pearsonville CDP, California","27","17","13","14","14","22"
"1600000US0678050","Tecopa CDP, California","173","40","87","31","86","38"
"1600000US0617288","Cromberg CDP, California","240","65","133","57","107","55"
"1600000US0630560","Graeagle CDP, California","1002","74","291","72","711","90"
"1600000US0636364","Indian Falls CDP, California","43","26","30","30","13","20"
"1600000US0657828","Plumas Eureka CDP, California","507","61","184","43","323","62"
"1600000US0658618","Prattville CDP, California","107","43","14","14","93","47"
"1600000US0659080","Quincy CDP, California","843","131","703","127","140","104"
"1600000US0672954","South Dos Palos CDP, California","617","141","449","138","168","115"
"1600000US0606210","Bethel Island CDP, California","1421","126","885","157","536","130"
"1600000US0657792","Pleasanton city, California","29701","418","28498","414","1203","290"
"1600000US0616728","Covelo CDP, California","572","95","440","93","132","57"
"1600000US0681134","Ukiah city, California","6389","296","5923","306","466","215"
"1600000US0603162","Atwater city, California","9465","298","8984","288","481","138"
"1600000US0653000","Oakland city, California","171829","1294","161483","1128","10346","780"
"1600000US0656938","Piedmont city, California","4013","147","3948","148","65","57"
"1600000US0618674","Del Rey CDP, California","411","61","395","62","16","25"
"1600000US0625436","Fowler city, California","1987","116","1925","104","62","54"
"1600000US0638562","Kingsburg city, California","4089","196","3961","190","128","92"
"1600000US0654008","Orange Cove city, California","2539","145","2383","137","156","90"
"1600000US0608954","Burbank city, California","43595","769","41505","741","2090","400"
"1600000US0619052","Desert View Highlands CDP, California","941","137","849","147","92","71"
"1600000US0620802","East Los Angeles CDP, California","33290","329","31544","353","1746","281"
"1600000US0620984","East Pasadena CDP, California","2197","58","1889","112","308","109"
"1600000US0631596","Hacienda Heights CDP, California","17065","180","16232","236","833","161"
"1600000US0639766","Lakeside CDP, California","8006","284","7554","357","452","210"
"1600000US0650398","National City city, California","17539","773","16478","741","1061","238"
"1600000US0659584","Rancho Santa Fe CDP, California","1268","122","935","124","333","117"
"1600000US0668196","San Marcos city, California","30639","667","29171","630","1468","338"
"1600000US0640536","Las Flores CDP (Tehama County), California","101","55","59","46","42","50"
"1600000US0640872","La Vina CDP, California","83","90","53","75","30","50"
"1600000US0640998","Lee Vining CDP, California","78","63","55","55","23","37"
"1600000US0641026","Leggett CDP, California","92","36","40","27","52","27"
"1600000US0641656","Lindcove CDP, California","155","49","123","43","32","27"
"1600000US0641142","Lemon Hill CDP, California","4579","168","4209","223","370","163"
"1600000US0641208","Leona Valley CDP, California","659","84","607","82","52","54"
"1600000US0641390","Likely CDP, California","31","47","0","12","31","47"
"1600000US0641740","Linnell Camp CDP, California","177","86","155","85","22","34"
"1600000US0641782","Litchfield CDP, California","92","41","68","34","24","27"
"1600000US0641866","Little River CDP, California","136","86","127","85","9","14"
"1600000US0642146","Lockwood CDP, California","231","59","193","62","38","29"
"1600000US0642230","Lodoga CDP, California","150","48","64","27","86","40"
"1600000US0642328","Loleta CDP, California","329","85","289","83","40","32"
"1600000US0642384","Loma Mar CDP, California","36","57","36","57","0","12"
"1600000US0642510","Lompico CDP, California","524","99","418","104","106","73"
"1600000US0642622","Long Barn CDP, California","477","171","65","65","412","174"
"1600000US0643126","Lookout CDP, California","28","17","21","14","7","11"
"1600000US0644042","Los Berros CDP, California","205","101","168","97","37","60"
"1600000US0644168","Los Olivos CDP, California","435","69","369","61","66","36"
"1600000US0644182","Los Osos CDP, California","6829","158","6482","198","347","163"
"1600000US0644242","Los Ranchos CDP, California","640","79","626","79","14","21"
"1600000US0644420","Lucerne Valley CDP, California","2776","155","1956","214","820","188"
"1600000US0644644","Lytle Creek CDP, California","494","79","393","76","101","65"
"1600000US0644672","Mabie CDP, California","43","37","43","37","0","12"
"1600000US0644760","McClellan Park CDP, California","273","65","273","65","0","12"
"1600000US0644770","McClenney Tract CDP, California","49","26","22","21","27","18"
"1600000US0644830","McGee Creek CDP, California","0","12","0","12","0","12"
"1600000US0645006","McSwain CDP, California","1523","129","1449","131","74","64"
"1600000US0645064","Madison CDP, California","137","68","137","68","0","12"
"1600000US0645092","Mad River CDP, California","352","59","173","50","179","47"
"1600000US0645386","Manchester CDP, California","116","30","75","30","41","21"
"1600000US0645414","Manila CDP, California","420","57","359","56","61","46"
"1600000US0645680","March ARB CDP, California","755","91","492","87","263","80"
"1600000US0645820","Marin City CDP, California","1427","124","1356","133","71","54"
"1600000US0646100","Martell CDP, California","83","40","83","40","0","12"
"1600000US0646223","Matheny CDP, California","323","57","298","58","25","17"
"1600000US0646226","Mather CDP, California","1444","89","1419","92","25","29"
"1600000US0646338","Maxwell CDP, California","436","54","346","55","90","32"
"1600000US0646400","Mayfair CDP, California","1594","160","1463","173","131","84"
"1600000US0646520","Meadowbrook CDP, California","995","125","888","120","107","77"
"1600000US0646646","Mead Valley CDP, California","4717","295","4382","288","335","142"
"1600000US0646926","Meridian CDP, California","191","38","158","33","33","22"
"1600000US0647066","Mesa Verde CDP, California","247","61","155","54","92","52"
"1600000US0647192","Mexican Colony CDP, California","103","31","91","31","12","20"
"1600000US0647374","Midpines CDP, California","781","177","586","163","195","120"
"1600000US0647430","Midway City CDP, California","2607","194","2506","188","101","94"
"1600000US0647472","Milford CDP, California","104","64","66","68","38","44"
"1600000US0647822","Minkler CDP, California","512","138","499","138","13","21"
"1600000US0648060","Miranda CDP, California","340","105","279","114","61","57"
"1600000US0648592","Monmouth CDP, California","51","24","41","24","10","13"
"1600000US0648602","Mono City CDP, California","87","71","52","55","35","43"
"1600000US0648676","Monson CDP, California","74","34","63","33","11","18"
"1600000US0648718","Montalvin Manor CDP, California","837","163","801","157","36","58"
"1600000US0648916","Monterey Park Tract CDP, California","63","50","63","50","0","12"
"1600000US0649045","Monument Hills CDP, California","724","155","543","134","181","135"
"1600000US0649432","Moskowite Corner CDP, California","83","36","70","31","13","21"
"1600000US0649544","Mountain Center CDP, California","37","30","0","12","37","30"
"1600000US0649558","Mountain Gate CDP, California","399","99","370","100","29","46"
"1600000US0649582","Mountain House CDP, California","4238","356","4238","356","0","19"
"1600000US0651000","Newcastle CDP, California","626","96","581","93","45","41"
"1600000US0649796","Mount Hermon CDP, California","401","104","277","90","124","88"
"1600000US0649810","Mount Laguna CDP, California","168","61","0","12","168","61"
"1600000US0650146","Myers Flat CDP, California","54","51","0","12","54","51"
"1600000US0651028","New Cuyama CDP, California","243","46","227","45","16","17"
"1600000US0651042","Newell CDP, California","236","57","92","42","144","47"
"1600000US0651168","New Pine Creek CDP, California","103","51","39","32","64","46"
"1600000US0651280","Nicasio CDP, California","36","14","30","14","6","7"
"1600000US0651336","Nicolaus CDP, California","89","28","89","28","0","12"
"1600000US0651470","Nipinnawasee CDP, California","137","57","119","54","18","25"
"1600000US0651574","Nord CDP, California","108","85","108","85","0","12"
"1600000US0651622","Norris Canyon CDP, California","291","49","282","51","9","14"
"1600000US0651890","North Gate CDP, California","212","64","212","64","0","12"
"1600000US0652162","North Richmond CDP, California","1222","101","1064","110","158","70"
"1600000US0652246","North San Juan CDP, California","164","65","149","63","15","24"
"1600000US0652302","North Shore CDP, California","915","144","915","144","0","12"
"1600000US0652610","Nubieber CDP, California","15","10","15","10","0","12"
"1600000US0652715","Oak Glen CDP, California","154","60","154","60","0","12"
"1600000US0652760","Oak Hills CDP, California","3157","354","2856","393","301","200"
"1600000US0653160","Oak Shores CDP, California","752","139","127","56","625","156"
"1600000US0653196","Oakville CDP, California","76","49","42","48","34","34"
"1600000US0653224","Oasis CDP, California","1340","129","1028","115","312","108"
"1600000US0653505","Old Fig Garden CDP, California","2372","151","2175","160","197","81"
"1600000US0653602","Old Station CDP, California","83","47","17","18","66","53"
"1600000US0654218","Orick CDP, California","203","39","130","38","73","25"
"1600000US0655048","Pajaro Dunes CDP, California","596","124","152","73","444","136"
"1600000US0655506","Panorama Heights CDP, California","164","37","31","17","133","40"
"1600000US0655528","Paradise CDP, California","103","37","79","34","24","23"
"1600000US0655604","Paradise Park CDP, California","498","108","269","86","229","111"
"1600000US0655728","Parklawn CDP, California","298","91","264","82","34","39"
"1600000US0655800","Parkway CDP, California","5252","159","4790","218","462","145"
"1600000US0656028","Pasatiempo CDP, California","404","81","387","87","17","28"
"1600000US0656042","Paskenta CDP, California","66","21","45","15","21","14"
"1600000US0656120","Patterson Tract CDP, California","724","139","637","139","87","55"
"1600000US0656140","Patton Village CDP, California","409","99","289","82","120","66"
"1600000US0656196","Paynes Creek CDP, California","35","29","35","29","0","12"
"1600000US0656476","Penngrove CDP, California","1299","161","1142","175","157","121"
"1600000US0656546","Penryn CDP, California","434","89","347","102","87","56"
"1600000US0656756","Pescadero CDP, California","102","44","79","39","23","38"
"1600000US0656798","Peters CDP, California","209","47","209","47","0","12"
"1600000US0656826","Phelan CDP, California","5027","208","4531","259","496","194"
"1600000US0656854","Phillipsville CDP, California","71","51","50","48","21","34"
"1600000US0656868","Philo CDP, California","113","44","97","44","16","19"
"1600000US0656870","Phoenix Lake CDP, California","1895","170","1670","194","225","160"
"1600000US0657011","Pierpoint CDP, California","130","97","0","12","130","97"
"1600000US0657036","Pike CDP, California","49","38","28","19","21","34"
"1600000US0657070","Pine Canyon CDP, California","704","117","696","117","8","12"
"1600000US0657134","Pine Flat CDP, California","241","50","71","30","170","37"
"1600000US0657148","Pine Grove CDP, California","956","190","812","186","144","105"
"1600000US0657244","Pine Mountain Lake CDP, California","3200","135","1311","167","1889","209"
"1600000US0657302","Pi�on Hills CDP, California","3046","109","2582","206","464","188"
"1600000US0657330","Pioneer CDP, California","649","143","571","132","78","59"
"1600000US0657568","Plainview CDP, California","270","88","252","85","18","19"
"1600000US0685894","Winchester CDP, California","721","135","689","138","32","39"
"1600000US0633084","Heber CDP, California","1317","187","1129","186","188","131"
"1600000US0664294","Salton City CDP, California","2833","219","1876","220","957","205"
"1600000US0611600","Cartago CDP, California","92","44","7","10","85","43"
"1600000US0628021","Furnace Creek CDP, California","132","44","109","40","23","19"
"1600000US0653116","Oak Park CDP, California","5486","146","5306","200","180","133"
"1600000US0665042","San Buenaventura (Ventura) city, California","43463","748","41096","733","2367","390"
"1600000US0613985","Clearlake Riviera CDP, California","1648","224","1268","196","380","187"
"1600000US0614008","Cleone CDP, California","423","104","321","94","102","75"
"1600000US0614148","Clipper Mills CDP, California","126","98","126","98","0","12"
"1600000US0614288","Coarsegold CDP, California","844","180","708","142","136","119"
"1600000US0614406","Coffee Creek CDP, California","171","40","91","33","80","28"
"1600000US0614442","Cohasset CDP, California","570","160","376","113","194","152"
"1600000US0614450","Cold Springs CDP (El Dorado County), California","214","51","214","51","0","12"
"1600000US0614454","Cold Springs CDP (Tuolumne County), California","270","124","44","47","226","128"
"1600000US0614484","Coleville CDP, California","266","107","166","83","100","75"
"1600000US0614554","College City CDP, California","82","34","82","34","0","12"
"1600000US0614708","Collierville CDP, California","777","175","718","159","59","88"
"1600000US0614764","Coloma CDP, California","316","127","287","136","29","44"
"1600000US0615030","Comptche CDP, California","43","24","31","16","12","17"
"1600000US0616420","Coronita CDP, California","769","107","738","98","31","36"
"1600000US0616714","Courtland CDP, California","147","63","124","62","23","38"
"1600000US0616762","Cowan CDP, California","138","87","138","87","0","12"
"1600000US0617078","Cressey CDP, California","140","39","120","35","20","23"
"1600000US0617232","Creston CDP, California","7","12","7","12","0","12"
"1600000US0617372","Crowley Lake CDP, California","494","132","286","94","208","106"
"1600000US0617428","Crows Landing CDP, California","118","45","105","44","13","19"
"1600000US0617727","Cuyama CDP, California","8","9","8","9","0","12"
"1600000US0617995","Daphnedale Park CDP, California","58","54","35","36","23","36"
"1600000US0618086","Davenport CDP, California","141","41","121","40","20","19"
"1600000US0618450","Delft Colony CDP, California","139","120","139","120","0","12"
"1600000US0618940","Descanso CDP, California","709","103","583","111","126","71"
"1600000US0618982","Desert Center CDP, California","239","57","95","60","144","37"
"1600000US0618986","Desert Edge CDP, California","3610","193","1795","182","1815","229"
"1600000US0619022","Desert Palms CDP, California","5191","79","4010","321","1181","317"
"1600000US0619155","Diablo Grande CDP, California","365","79","314","64","51","48"
"1600000US0619416","Dobbins CDP, California","340","126","211","114","129","72"
"1600000US0619440","Dogtown CDP, California","969","85","926","87","43","40"
"1600000US0619654","Dos Palos Y CDP, California","122","44","112","43","10","16"
"1600000US0619724","Douglas City CDP, California","489","77","313","75","176","49"
"1600000US0619794","Downieville CDP, California","158","90","86","63","72","64"
"1600000US0619878","Doyle CDP, California","517","103","319","108","198","79"
"1600000US0619976","Drytown CDP, California","20","24","20","24","0","12"
"1600000US0620228","Dunnigan CDP, California","503","83","473","87","30","35"
"1600000US0620298","Dutch Flat CDP, California","160","38","112","36","48","30"
"1600000US0620424","Eagleville CDP, California","58","28","32","22","26","20"
"1600000US0620900","East Nicolaus CDP, California","116","27","101","25","15","15"
"1600000US0621034","East Rancho Dominguez CDP, California","3670","181","3524","187","146","67"
"1600000US0621210","East Tulare Villa CDP, California","266","57","250","57","16","20"
"1600000US0621558","Edmundson Acres CDP, California","103","32","103","32","0","12"
"1600000US0621565","Edna CDP, California","84","30","69","36","15","25"
"1600000US0622328","El Portal CDP, California","199","60","127","58","72","46"
"1600000US0621964","Elizabeth Lake CDP, California","763","58","721","70","42","40"
"1600000US0622006","Elk Creek CDP, California","80","30","77","30","3","5"
"1600000US0622286","El Nido CDP, California","100","32","95","30","5","9"
"1600000US0622360","El Rancho CDP, California","7","13","7","13","0","12"
"1600000US0622454","El Sobrante CDP (Contra Costa County), California","5245","252","4885","222","360","161"
"1600000US0622457","El Sobrante CDP (Riverside County), California","4055","263","4055","263","0","19"
"1600000US0622524","Elverta CDP, California","1873","116","1840","122","33","37"
"1600000US0623000","Eucalyptus Hills CDP, California","1984","121","1789","179","195","125"
"1600000US0623210","Fairmead CDP, California","344","59","333","58","11","17"
"1600000US0623980","Fiddletown CDP, California","157","81","105","49","52","81"
"1600000US0624008","Fieldbrook CDP, California","391","45","349","38","42","27"
"1600000US0624022","Fields Landing CDP, California","217","121","189","130","28","46"
"1600000US0624218","Fish Camp CDP, California","251","69","44","11","207","68"
"1600000US0624526","Floriston CDP, California","79","58","20","22","59","62"
"1600000US0624568","Flournoy CDP, California","55","20","55","20","0","12"
"1600000US0624750","Forbestown CDP, California","147","85","147","85","0","12"
"1600000US0624918","Forest Ranch CDP, California","348","142","249","100","99","110"
"1600000US0625030","Fort Bidwell CDP, California","150","36","71","29","79","34"
"1600000US0625114","Fort Irwin CDP, California","2808","139","2500","215","308","179"
"1600000US0625300","Fort Washington CDP, California","214","105","214","105","0","12"
"1600000US0625488","Franklin CDP (Merced County), California","2071","181","2017","183","54","86"
"1600000US0625506","Franklin CDP (Sacramento County), California","74","40","49","32","25","39"
"1600000US0625590","Freeport CDP, California","57","39","57","39","0","12"
"1600000US0626067","French Valley CDP, California","8808","228","8539","257","269","173"
"1600000US0627130","Fruitridge Pocket CDP, California","1978","138","1798","151","180","102"
"1600000US0627190","Fuller Acres CDP, California","233","50","194","52","39","27"
"1600000US0628014","Fulton CDP, California","167","81","167","81","0","12"
"1600000US0628154","Garberville CDP, California","626","116","549","130","77","63"
"1600000US0628210","Garden Farms CDP, California","134","63","134","63","0","12"
"1600000US0629070","Garey CDP, California","33","19","26","18","7","11"
"1600000US0629112","Garnet CDP, California","2358","216","1705","221","653","212"
"1600000US0629154","Gasquet CDP, California","322","89","254","86","68","60"
"1600000US0629392","Gerber CDP, California","514","123","451","117","63","55"
"1600000US0629420","Geyserville CDP, California","360","61","309","59","51","35"
"1600000US0630339","Gold Mountain CDP, California","66","27","0","12","66","27"
"1600000US0630410","Good Hope CDP, California","2341","197","1977","207","364","135"
"1600000US0630420","Goodyears Bar CDP, California","74","55","20","20","54","51"
"1600000US0630686","Grangeville CDP, California","184","62","184","62","0","12"
"1600000US0630714","Graniteville CDP, California","47","37","0","12","47","37"
"1600000US0630900","Greeley Hill CDP, California","615","121","388","100","227","99"
"1600000US0630938","Greenacres CDP, California","2125","200","1975","228","150","73"
"1600000US0630944","Green Acres CDP, California","728","115","666","126","62","57"
"1600000US0630987","Greenfield CDP, California","1093","206","1042","212","51","83"
"1600000US0631092","Green Valley CDP (Los Angeles County), California","492","41","402","58","90","43"
"1600000US0631099","Green Valley CDP (Solano County), California","689","113","689","113","0","12"
"1600000US0631288","Grimes CDP, California","107","59","90","51","17","27"
"1600000US0631302","Grizzly Flats CDP, California","726","157","451","126","275","151"
"1600000US0631372","Groveland CDP, California","232","90","177","86","55","61"
"1600000US0631540","Guinda CDP, California","71","74","57","64","14","23"
"1600000US0632030","Happy Camp CDP, California","559","62","397","67","162","44"
"1600000US0632156","Hardwick CDP, California","16","14","16","14","0","12"
"1600000US0632324","Hartland CDP, California","48","66","0","12","48","66"
"1600000US0632340","Hartley CDP, California","1146","146","990","137","156","91"
"1600000US0632385","Hasley Canyon CDP, California","354","57","335","50","19","22"
"1600000US0633935","Hiouchi CDP, California","285","108","189","103","96","76"
"1600000US0632408","Hat Creek CDP, California","202","84","96","70","106","68"
"1600000US0633294","Herald CDP, California","351","64","332","68","19","29"
"1600000US0633336","Herlong CDP, California","138","44","101","43","37","20"
"1600000US0634392","Homestead Valley CDP, California","2274","162","1402","189","872","158"
"1600000US0634405","Homewood Canyon CDP, California","45","26","29","26","16","12"
"1600000US0634428","Honcut CDP, California","184","71","60","38","124","75"
"1600000US0634484","Hood CDP, California","100","51","100","51","0","12"
"1600000US0634652","Hopland CDP, California","278","41","246","42","32","26"
"1600000US0634708","Hornitos CDP, California","80","80","43","55","37","58"
"1600000US0636098","Hyampom CDP, California","167","86","79","62","88","59"
"1600000US0636168","Idlewild CDP, California","21","17","0","12","21","17"
"1600000US0636420","Indianola CDP, California","348","68","348","68","0","12"
"1600000US0636452","Indio Hills CDP, California","331","114","230","86","101","71"
"1600000US0637022","Jacumba CDP, California","134","100","134","100","0","12"
"1600000US0603820","Banning city, California","11815","441","10885","422","930","247"
"1600000US0609864","Calimesa city, California","3724","221","3325","173","399","130"
"1600000US0634302","Home Gardens CDP, California","3108","220","3059","220","49","45"
"1600000US0608058","Brawley city, California","8472","465","6707","376","1765","320"
"1600000US0621782","El Centro city, California","13769","439","11569","426","2200","281"
"1600000US0634246","Holtville city, California","2126","353","1591","260","535","214"
"1600000US0636280","Imperial city, California","5502","502","4309","367","1193","343"
"1600000US0644406","Lucerne CDP, California","1720","118","1189","150","531","119"
"1600000US0651990","North Lakeport CDP, California","1651","174","1424","156","227","135"
"1600000US0639690","Lake of the Pines CDP, California","1854","170","1676","165","178","103"
"1600000US0680588","Truckee town, California","13568","420","6028","321","7540","380"
"1600000US0619262","Dillon Beach CDP, California","525","82","76","31","449","91"
"1600000US0662756","Romoland CDP, California","543","108","520","107","23","25"
"1600000US0636448","Indio city, California","37734","1066","31468","884","6266","516"
"1600000US0650076","Murrieta city, California","33890","753","32212","543","1678","421"
"1600000US0678596","Thousand Palms CDP, California","3813","114","2728","269","1085","247"
"1600000US0609710","Calexico city, California","11155","470","8787","433","2368","370"
"1600000US0619024","Desert Shores CDP, California","475","168","323","135","152","110"
"1600000US0653378","Ocotillo CDP, California","289","75","35","34","254","77"
"1600000US0607316","Bolinas CDP, California","851","117","555","111","296","91"
"1600000US0616462","Corte Madera town, California","4053","225","3893","211","160","122"
"1600000US0607274","Bodfish CDP, California","1029","228","727","193","302","178"
"1600000US0618394","Delano city, California","12175","399","11339","402","836","208"
"1600000US0612669","Channel Islands Beach CDP, California","1919","167","1138","184","781","182"
"1600000US0680000","Torrance city, California","58283","949","54360","750","3923","639"
"1600000US0681638","Valinda CDP, California","5395","139","5229","156","166","60"
"1600000US0640032","La Mirada city, California","14692","287","14331","289","361","164"
"1600000US0640830","La Verne city, California","11785","286","11367","276","418","178"
"1600000US0640886","Lawndale city, California","10372","375","9822","337","550","158"
"1600000US0641880","Littlerock CDP, California","391","135","391","135","0","12"
"1600000US0645806","Marina del Rey CDP, California","6132","299","5477","347","655","260"
"1600000US0666070","San Dimas city, California","12184","378","11479","350","705","229"
"1600000US0637134","Janesville CDP, California","556","96","524","102","32","37"
"1600000US0637274","Jenner CDP, California","117","54","32","31","85","49"
"1600000US0637484","Johnstonville CDP, California","514","70","431","73","83","41"
"1600000US0637596","Junction City CDP, California","372","58","295","58","77","26"
"1600000US0637624","June Lake CDP, California","761","148","200","101","561","134"
