"GEO_ID","NAME","B25026_001E","B25026_001M","B25026_002E","B25026_002M","B25026_003E","B25026_003M","B25026_004E","B25026_004M","B25026_005E","B25026_005M","B25026_006E","B25026_006M","B25026_007E","B25026_007M","B25026_008E","B25026_008M","B25026_009E","B25026_009M","B25026_010E","B25026_010M","B25026_011E","B25026_011M","B25026_012E","B25026_012M","B25026_013E","B25026_013M","B25026_014E","B25026_014M","B25026_015E","B25026_015M"
"id","Geographic Area Name","Estimate!!Total population in occupied housing units","Margin of Error!!Total population in occupied housing units","Estimate!!Total population in occupied housing units!!Owner occupied","Margin of Error!!Total population in occupied housing units!!Owner occupied","Estimate!!Total population in occupied housing units!!Owner occupied!!Moved in 2017 or later","Margin of Error!!Total population in occupied housing units!!Owner occupied!!Moved in 2017 or later","Estimate!!Total population in occupied housing units!!Owner occupied!!Moved in 2015 to 2016","Margin of Error!!Total population in occupied housing units!!Owner occupied!!Moved in 2015 to 2016","Estimate!!Total population in occupied housing units!!Owner occupied!!Moved in 2010 to 2014","Margin of Error!!Total population in occupied housing units!!Owner occupied!!Moved in 2010 to 2014","Estimate!!Total population in occupied housing units!!Owner occupied!!Moved in 2000 to 2009","Margin of Error!!Total population in occupied housing units!!Owner occupied!!Moved in 2000 to 2009","Estimate!!Total population in occupied housing units!!Owner occupied!!Moved in 1990 to 1999","Margin of Error!!Total population in occupied housing units!!Owner occupied!!Moved in 1990 to 1999","Estimate!!Total population in occupied housing units!!Owner occupied!!Moved in 1989 or earlier","Margin of Error!!Total population in occupied housing units!!Owner occupied!!Moved in 1989 or earlier","Estimate!!Total population in occupied housing units!!Renter occupied","Margin of Error!!Total population in occupied housing units!!Renter occupied","Estimate!!Total population in occupied housing units!!Renter occupied!!Moved in 2017 or later","Margin of Error!!Total population in occupied housing units!!Renter occupied!!Moved in 2017 or later","Estimate!!Total population in occupied housing units!!Renter occupied!!Moved in 2015 to 2016","Margin of Error!!Total population in occupied housing units!!Renter occupied!!Moved in 2015 to 2016","Estimate!!Total population in occupied housing units!!Renter occupied!!Moved in 2010 to 2014","Margin of Error!!Total population in occupied housing units!!Renter occupied!!Moved in 2010 to 2014","Estimate!!Total population in occupied housing units!!Renter occupied!!Moved in 2000 to 2009","Margin of Error!!Total population in occupied housing units!!Renter occupied!!Moved in 2000 to 2009","Estimate!!Total population in occupied housing units!!Renter occupied!!Moved in 1990 to 1999","Margin of Error!!Total population in occupied housing units!!Renter occupied!!Moved in 1990 to 1999","Estimate!!Total population in occupied housing units!!Renter occupied!!Moved in 1989 or earlier","Margin of Error!!Total population in occupied housing units!!Renter occupied!!Moved in 1989 or earlier"
"1600000US0603274","Avalon city, California","3743","35","857","296","0","12","25","41","331","200","48","56","303","191","150","111","2886","294","140","97","542","331","989","432","853","322","362","273","0","12"
"1600000US0686328","Woodland city, California","57876","247","31637","1232","540","272","1876","491","7434","901","11163","1221","5875","928","4749","610","26239","1264","1476","572","4746","806","13423","1242","5486","1156","928","380","180","176"
"1600000US0600212","Acton CDP, California","7171","513","6788","507","179","140","632","285","1270","306","2519","539","1034","351","1154","539","383","193","23","36","35","43","217","168","69","64","39","45","0","17"
"1600000US0602462","Arcadia city, California","57668","295","35045","1386","481","237","1344","452","5703","879","14007","1443","6413","892","7097","739","22623","1372","1681","584","4095","938","10485","1095","4016","839","1912","715","434","240"
"1600000US0604870","Bell city, California","35121","402","11192","1063","44","55","384","247","1486","395","2854","629","3175","777","3249","809","23929","1058","375","253","3321","748","9746","1026","7509","1130","2486","657","492","263"
"1600000US0611530","Carson city, California","91681","173","66715","2034","534","233","2305","600","11412","1378","19840","1688","15172","1767","17452","1317","24966","2022","1488","548","2931","712","9038","1263","7230","1302","3336","1119","943","380"
"1600000US0615044","Compton city, California","96671","227","51927","2031","817","337","2203","546","10808","1505","17461","1588","9698","1292","10940","1042","44744","2015","2389","787","5257","1117","18767","1567","13061","1466","3428","736","1842","534"
"1600000US0619192","Diamond Bar city, California","56228","104","42050","1292","524","266","2135","653","6430","953","13426","1375","10729","1437","8806","965","14178","1269","1239","478","3275","747","7185","1093","1906","643","452","250","121","104"
"1600000US0621096","East San Gabriel CDP, California","15808","660","9366","909","173","128","149","109","1682","593","3381","543","2165","602","1816","353","6442","824","442","226","1175","469","2769","524","1246","385","652","370","158","183"
"1600000US0684550","Westminster city, California","91040","150","49445","1842","673","410","2293","808","7719","1141","15817","1461","12002","1243","10941","1128","41595","1863","2033","568","6362","1092","18239","1444","11105","1326","3245","718","611","284"
"1600000US0646170","Marysville city, California","11690","151","5231","834","36","59","878","784","895","353","1973","695","622","295","827","234","6459","850","366","239","1562","552","3304","705","966","549","219","229","42","39"
"1600000US0657829","Plumas Lake CDP, California","7342","871","6365","880","58","50","1029","387","2651","712","2556","523","32","51","39","66","977","422","204","270","383","241","352","213","38","45","0","17","0","17"
"1600000US0658134","Ponderosa CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0658422","Posey CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0658436","Poso Park CDP, California","2","3","2","3","0","12","0","12","0","12","0","12","0","12","2","3","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0658478","Potrero CDP, California","625","416","555","410","0","12","0","12","555","410","0","12","0","12","0","12","70","89","0","12","0","12","15","23","0","12","55","88","0","12"
"1600000US0658506","Potter Valley CDP, California","412","127","269","123","0","12","25","26","73","69","45","38","61","59","65","67","143","85","6","9","22","23","41","52","13","19","15","25","46","67"
"1600000US0658758","Princeton CDP, California","297","104","179","69","0","12","19","28","53","52","20","26","30","18","57","32","118","85","0","12","0","12","95","84","14","14","9","13","0","12"
"1600000US0658814","Proberta CDP, California","165","170","165","170","0","12","0","12","0","12","0","12","0","12","165","170","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0659115","Rackerby CDP, California","189","97","112","56","0","12","0","12","4","6","52","48","13","15","43","29","77","83","0","12","64","81","7","12","6","9","0","12","0","12"
"1600000US0659896","Red Corral CDP, California","1838","505","1536","421","11","17","0","12","385","275","616","282","336","277","188","158","302","263","0","12","87","124","197","295","18","29","0","12","0","12"
"1600000US0659906","Redcrest CDP, California","23","29","23","29","0","12","0","12","0","12","0","12","23","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0660214","Redwood Valley CDP, California","1376","389","963","369","0","12","84","93","42","66","509","360","185","152","143","101","413","332","0","12","0","12","221","284","72","117","120","145","0","12"
"1600000US0660279","Reliez Valley CDP, California","3542","421","3294","438","96","138","133","116","940","401","800","326","585","334","740","222","248","150","28","32","29","34","191","151","0","12","0","12","0","12"
"1600000US0660592","Richfield CDP, California","272","110","182","91","0","12","0","12","73","63","49","49","36","36","24","21","90","73","0","12","61","61","18","33","11","19","0","12","0","12"
"1600000US0660662","Richvale CDP, California","99","59","99","59","0","12","0","12","0","12","15","23","59","59","25","40","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0660970","Rio Oso CDP, California","406","119","268","70","0","12","32","29","26","33","134","58","46","22","30","17","138","94","0","12","3","4","71","61","57","70","7","8","0","12"
"1600000US0672380","Smith River CDP, California","632","291","341","184","0","12","78","107","0","12","84","94","23","19","156","144","291","186","0","12","0","12","291","186","0","12","0","12","0","12"
"1600000US0672408","Snelling CDP, California","101","82","93","82","0","12","0","12","0","12","81","81","0","12","12","11","8","11","0","12","0","12","6","11","2","3","0","12","0","12"
"1600000US0672478","Soda Bay CDP, California","933","311","689","234","52","69","25","46","353","224","46","56","202","173","11","20","244","270","0","12","0","12","14","22","0","12","186","254","44","75"
"1600000US0672492","Soda Springs CDP, California","21","34","0","12","0","12","0","12","0","12","0","12","0","12","0","12","21","34","0","12","0","12","21","34","0","12","0","12","0","12"
"1600000US0673167","South Monrovia Island CDP, California","7060","760","4271","702","27","42","197","168","498","268","924","328","1301","486","1324","424","2789","836","0","17","282","214","1927","889","437","239","73","63","70","94"
"1600000US0673554","Spaulding CDP, California","110","53","101","53","0","12","0","12","34","37","47","30","20","22","0","12","9","13","0","12","0","12","9","13","0","12","0","12","0","12"
"1600000US0673690","Spring Valley CDP (Lake County), California","1081","291","603","127","14","32","34","45","39","44","453","126","54","38","9","14","478","270","0","12","132","127","179","164","167","206","0","12","0","12"
"1600000US0673696","Spring Valley CDP (San Diego County), California","31455","1246","18351","1141","235","138","907","365","3317","710","7103","1017","2509","638","4280","578","13104","1196","805","472","2685","724","5709","1079","3363","660","153","79","389","246"
"1600000US0673700","Spring Valley Lake CDP, California","7744","796","5290","899","95","156","390","271","1699","813","1566","486","776","440","764","448","2454","725","303","335","74","95","1746","640","331","333","0","17","0","17"
"1600000US0674130","Stevenson Ranch CDP, California","19364","679","15262","866","267","188","1394","416","3525","936","7193","901","2680","644","203","211","4102","576","507","316","659","309","2279","522","618","333","39","62","0","19"
"1600000US0674144","Stevinson CDP, California","331","125","117","75","0","12","50","50","37","49","0","12","23","33","7","12","214","122","0","12","3","7","211","123","0","12","0","12","0","12"
"1600000US0674186","Stirling City CDP, California","307","236","56","51","0","12","0","12","0","12","37","42","19","29","0","12","251","244","0","12","0","12","0","12","0","12","219","238","32","49"
"1600000US0675154","Stonyford CDP, California","133","62","84","52","0","12","4","7","7","9","46","53","12","9","15","9","49","39","0","12","0","12","20","27","0","12","26","28","3","6"
"1600000US0675315","Strawberry CDP (Marin County), California","5437","390","2781","367","72","117","154","127","929","299","742","281","475","220","409","109","2656","360","302","152","533","184","1249","306","445","181","94","77","33","23"
"1600000US0675322","Strawberry CDP (Tuolumne County), California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0675588","Sugarloaf Mountain Park CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0675592","Sugarloaf Saw Mill CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0675596","Sugarloaf Village CDP, California","10","11","10","11","0","12","0","12","0","12","2","5","8","11","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0675672","Sultana CDP, California","1030","332","194","137","0","12","0","12","0","12","28","42","27","31","139","129","836","331","36","40","126","118","298","184","300","258","76","102","0","12"
"1600000US0675994","Sunnyside CDP, California","4445","785","3053","650","11","17","242","272","1126","497","675","236","388","187","611","223","1392","439","0","12","137","196","873","424","344","224","9","17","29","33"
"1600000US0676040","Sunny Slopes CDP, California","80","42","80","42","23","35","0","12","0","12","8","13","42","37","7","11","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0677960","Tarpey Village CDP, California","3381","622","2311","469","153","225","202","164","544","322","496","225","324","149","592","208","1070","476","0","12","393","328","594","304","38","57","45","187","0","12"
"1600000US0677308","Sun Village CDP, California","13516","1186","8245","1187","609","657","415","342","1394","444","2842","985","1543","534","1442","594","5271","1129","139","177","1045","773","2331","831","1115","589","624","794","17","34"
"1600000US0677430","Swall Meadows CDP, California","218","73","218","73","8","13","2","3","26","21","71","43","69","56","42","32","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0677728","Tahoma CDP, California","867","254","594","188","15","26","0","12","29","22","204","152","141","71","205","113","273","172","29","45","0","12","212","164","32","28","0","12","0","12"
"1600000US0678232","Terminous CDP, California","411","117","391","117","26","38","25","36","126","110","64","36","90","49","60","39","20","21","0","12","0","12","0","12","10","15","10","15","0","12"
"1600000US0678336","Teviston CDP, California","1027","434","268","182","0","12","0","12","0","12","150","140","43","63","75","65","759","397","75","118","0","12","169","209","515","388","0","12","0","12"
"1600000US0678456","Thermal CDP, California","1354","546","740","427","0","12","22","35","206","209","39","41","164","225","309","301","614","308","0","12","0","12","133","140","333","242","102","162","46","76"
"1600000US0678568","Thornton CDP, California","1038","235","409","168","18","30","10","34","58","67","152","119","93","94","78","47","629","194","0","12","175","146","181","122","222","116","0","12","51","50"
"1600000US0606070","Berry Creek CDP, California","1241","229","965","212","92","68","54","49","217","135","250","107","195","96","157","69","276","126","14","20","0","12","193","102","69","56","0","12","0","12"
"1600000US0606336","Bieber CDP, California","178","106","146","89","3","5","20","37","36","56","37","46","0","12","50","35","32","49","0","12","0","12","0","12","32","49","0","12","0","12"
"1600000US0606518","Big Creek CDP, California","181","80","34","27","0","12","0","12","17","25","0","12","6","8","11","10","147","75","0","12","72","69","75","51","0","12","0","12","0","12"
"1600000US0606567","Big Lagoon CDP, California","118","53","107","53","4","6","0","12","41","40","45","32","7","10","10","10","11","11","0","12","6","9","0","12","5","7","0","12","0","12"
"1600000US0606928","Blackhawk CDP, California","9860","681","8996","696","205","122","743","405","2462","527","2467","526","2444","490","675","251","864","336","37","60","43","46","730","331","54","85","0","17","0","17"
"1600000US0606935","Blacklake CDP, California","892","282","836","280","0","12","189","278","194","117","268","178","185","132","0","12","56","62","0","12","0","12","56","62","0","12","0","12","0","12"
"1600000US0607036","Bloomfield CDP, California","387","158","269","157","0","12","0","12","0","12","111","136","47","75","111","108","118","98","0","12","0","12","60","78","0","12","58","64","0","12"
"1600000US0607246","Bodega CDP, California","473","187","363","199","0","12","35","53","0","12","62","101","68","91","198","147","110","111","0","12","26","39","63","100","0","12","21","31","0","12"
"1600000US0607470","Bonny Doon CDP, California","2891","293","2507","290","28","41","103","85","292","144","904","223","559","167","621","126","384","160","59","71","37","47","105","89","119","119","11","15","53","69"
"1600000US0607512","Boonville CDP, California","838","197","381","159","21","33","19","27","74","91","131","112","29","35","107","89","457","188","20","32","143","116","159","116","81","73","0","12","54","73"
"1600000US0607694","Boulevard CDP, California","445","251","180","203","0","12","0","12","0","12","180","203","0","12","0","12","265","241","112","177","88","134","65","100","0","12","0","12","0","12"
"1600000US0608240","Bridgeport CDP, California","439","255","409","252","0","12","0","12","12","22","199","214","117","136","81","64","30","36","0","12","0","12","0","12","27","36","0","12","3","6"
"1600000US0608478","Brookdale CDP, California","2345","684","2076","706","0","12","91","101","290","207","590","284","613","412","492","393","269","167","0","12","0","12","204","183","65","71","0","12","0","12"
"1600000US0608530","Brooktrails CDP, California","3709","766","2034","523","61","97","104","131","578","355","799","350","252","163","240","147","1675","667","91","134","457","288","716","550","245","241","166","226","0","12"
"1600000US0608680","Buckhorn CDP, California","2246","380","1568","250","34","28","182","103","377","154","429","125","325","148","221","107","678","340","0","12","24","27","443","263","38","36","33","48","140","209"
"1600000US0608716","Buck Meadows CDP, California","51","56","0","12","0","12","0","12","0","12","0","12","0","12","0","12","51","56","0","12","0","12","51","56","0","12","0","12","0","12"
"1600000US0608828","Buena Vista CDP, California","526","218","346","210","0","12","136","168","99","111","111","62","0","12","0","12","180","159","63","96","0","12","47","81","56","97","0","12","14","22"
"1600000US0609150","Burnt Ranch CDP, California","338","108","315","106","20","24","0","12","32","30","112","78","26","30","125","74","23","20","8","12","0","12","7","12","8","10","0","12","0","12"
"1600000US0609310","Butte Creek Canyon CDP, California","931","273","902","272","0","12","62","73","122","174","301","188","118","85","299","173","29","48","0","12","0","12","0","12","0","12","0","12","29","48"
"1600000US0609318","Butte Meadows CDP, California","53","86","53","86","0","12","0","12","53","86","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0609324","Butte Valley CDP, California","503","186","393","179","13","21","26","46","51","57","149","109","127","110","27","32","110","105","0","12","0","12","67","80","43","65","0","12","0","12"
"1600000US0609822","California Hot Springs CDP, California","36","24","36","24","0","12","0","12","2","4","15","20","3","4","16","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0609834","California Pines CDP, California","488","233","322","169","0","12","29","45","16","28","209","136","68","70","0","12","166","138","67","85","25","35","74","98","0","12","0","12","0","12"
"1600000US0677588","Taft Heights CDP, California","2424","507","762","282","0","12","176","228","278","254","37","42","83","77","188","101","1662","537","96","117","509","339","1004","512","53","86","0","12","0","12"
"1600000US0606728","Biola CDP, California","1451","298","804","216","36","58","0","12","57","93","462","201","96","122","153","95","647","289","85","133","44","70","55","70","405","247","0","12","58","91"
"1600000US0669112","Santa Cruz city, California","54291","545","25089","1172","285","231","1041","339","4051","670","6822","1019","6145","866","6745","894","29202","1313","2970","885","5638","956","13569","1543","4733","923","1790","672","502","224"
"1600000US0612524","Ceres city, California","47233","192","28146","1362","244","168","1635","550","9065","1083","10329","1240","4216","727","2657","440","19087","1367","1831","644","3271","833","9539","1221","3727","726","594","320","125","129"
"1600000US0632506","Hawaiian Gardens city, California","14389","36","6213","784","19","22","427","322","1114","409","1889","644","1230","473","1534","448","8176","780","400","299","739","360","2791","670","2672","721","1364","495","210","168"
"1600000US0640340","La Puente city, California","40180","74","23770","1351","317","245","801","391","3770","754","7325","1236","5672","901","5885","743","16410","1359","569","219","1934","693","7783","1225","3611","777","1420","486","1093","466"
"1600000US0648914","Monterey Park city, California","60523","145","31009","1530","311","167","1499","378","4564","699","9187","1026","5890","820","9558","873","29514","1531","1700","563","4287","891","13100","1590","6465","1050","2526","706","1436","543"
"1600000US0655618","Paramount city, California","54465","143","21516","1202","156","128","510","250","4239","692","6992","1091","5421","827","4198","840","32949","1198","1450","521","4422","850","14587","1391","8555","1390","3107","772","828","279"
"1600000US0666140","San Fernando city, California","24468","83","13112","1098","149","215","541","238","1801","598","3577","821","3724","894","3320","633","11356","1098","314","244","1006","424","4380","978","3672","827","1555","599","429","197"
"1600000US0670000","Santa Monica city, California","90415","344","30774","1285","1324","371","1618","495","7163","971","8287","1100","6343","649","6039","655","59641","1307","3072","583","9565","1124","23957","1547","11530","1291","6249","870","5268","636"
"1600000US0672996","South El Monte city, California","20669","85","9753","884","220","178","690","235","1203","351","2182","590","2302","458","3156","583","10916","888","493","354","1236","464","3968","860","3340","793","1246","496","633","320"
"1600000US0673080","South Gate city, California","95034","93","43351","1901","851","569","1281","544","7157","1009","13097","1517","11163","1237","9802","1147","51683","1903","1393","515","5933","1159","21577","1632","14285","1640","6398","1060","2097","591"
"1600000US0673220","South Pasadena city, California","25704","111","13138","687","176","153","880","299","2721","552","3744","630","2348","487","3269","517","12566","687","929","377","1951","488","5877","694","2631","509","979","303","199","116"
"1600000US0684200","West Covina city, California","106326","228","69386","1759","796","286","3290","678","10958","1336","20490","1554","17564","1361","16288","1299","36940","1738","2765","627","6293","985","18473","1520","6619","1137","2161","564","629","257"
"1600000US0684410","West Hollywood city, California","36222","63","7414","946","294","200","576","220","2018","533","2224","511","1050","281","1252","443","28808","956","1511","397","4004","735","13329","1153","4617","705","3679","586","1668","455"
"1600000US0629000","Garden Grove city, California","171959","330","91037","2637","1024","369","4579","1059","16443","1644","30051","1865","21460","1746","17480","1291","80922","2654","2665","651","12683","1595","36895","2024","22461","2186","4597","840","1621","531"
"1600000US0639248","Laguna Niguel city, California","65294","116","44501","1383","652","312","3079","697","9191","1024","13598","1377","12659","944","5322","608","20793","1387","1989","602","6003","1208","9343","1262","3127","686","253","145","78","59"
"1600000US0686832","Yorba Linda city, California","67532","119","55783","1081","1471","487","4017","873","13827","1245","16228","1281","10611","1052","9629","843","11749","1084","841","316","2427","821","5876","897","2104","573","375","179","126","111"
"1600000US0612612","Challenge-Brownsville CDP, California","864","372","710","327","0","12","157","210","202","167","159","135","71","112","121","103","154","195","0","12","0","12","154","195","0","12","0","12","0","12"
"1600000US0641572","Linda CDP, California","19281","811","8776","906","230","168","877","403","2124","665","3334","774","1095","374","1116","261","10505","1057","868","504","2532","695","4749","704","2118","642","159","106","79","67"
"1600000US0685012","Wheatland city, California","3727","24","2254","318","51","59","138","105","594","304","1144","328","181","113","146","78","1473","317","146","116","262","155","606","246","366","235","83","103","10","17"
"1600000US0669196","Santa Maria city, California","104395","207","46742","2174","746","386","2917","771","12295","1814","16826","1520","8443","1369","5515","992","57653","2155","3161","927","10382","1441","26970","2176","14328","1746","2252","623","560","213"
"1600000US0608758","Buellton city, California","5092","21","3529","567","93","91","115","110","765","316","1493","667","600","321","463","243","1563","562","0","17","358","333","708","326","173","167","118","172","206","266"
"1600000US0631414","Guadalupe city, California","7350","27","3551","621","0","17","240","228","348","331","981","396","873","451","1109","375","3799","619","170","216","346","285","1867","536","1068","486","205","216","143","180"
"1600000US0669070","Santa Barbara city, California","89943","276","36856","1712","909","318","1535","430","7415","1102","8967","1186","7274","1010","10756","1017","53087","1728","4382","701","7451","979","25681","2044","11926","1418","2487","654","1160","474"
"1600000US0649446","Moss Beach CDP, California","3672","717","2461","638","0","12","90","116","701","423","777","486","297","175","596","331","1211","654","38","62","54","105","100","119","606","248","67","76","346","534"
"1600000US0623532","Fall River Mills CDP, California","231","182","163","131","0","12","0","12","0","12","0","12","24","36","139","128","68","125","0","12","0","12","68","125","0","12","0","12","0","12"
"1600000US0626056","French Gulch CDP, California","441","90","336","86","0","12","18","17","86","50","132","54","56","27","44","32","105","50","6","9","11","10","40","22","44","43","0","12","4","5"
"1600000US0677700","Tahoe Vista CDP, California","1288","311","796","252","0","12","32","32","62","51","324","266","209","154","169","92","492","194","99","139","78","81","277","149","38","42","0","12","0","12"
"1600000US0636658","Inyokern CDP, California","740","434","333","216","52","60","0","12","0","12","36","57","210","198","35","57","407","402","0","12","0","12","183","198","224","354","0","12","0","12"
"1600000US0609066","Burlingame city, California","29940","191","15757","1009","492","264","736","289","4194","680","3885","669","3077","649","3373","416","14183","1017","1227","404","2968","621","5920","835","3402","628","372","155","294","136"
"1600000US0665070","San Carlos city, California","29950","112","22801","640","601","219","1227","322","5204","558","6741","733","4907","514","4121","427","7149","611","499","177","1389","360","3037","467","1940","443","195","113","89","49"
"1600000US0673262","South San Francisco city, California","66534","243","40979","1596","1008","440","1651","553","5847","993","12203","1362","9882","1346","10388","1169","25555","1578","961","361","2711","754","9692","1346","9459","1580","2250","854","482","204"
"1600000US0621600","Edwards AFB CDP, California","2403","251","0","12","0","12","0","12","0","12","0","12","0","12","0","12","2403","251","328","198","768","211","1207","280","100","133","0","12","0","12"
"1600000US0625534","Frazier Park CDP, California","2570","522","1249","408","20","32","23","34","359","237","466","270","267","238","114","120","1321","494","0","12","151","129","975","461","195","152","0","12","0","12"
"1600000US0644924","McKittrick CDP, California","127","48","102","42","0","12","6","8","0","12","31","24","28","34","37","29","25","22","15","17","0","12","0","12","4","5","5","13","1","3"
"1600000US0673815","Squirrel Mountain Valley CDP, California","1159","387","845","264","0","12","0","12","110","103","98","83","203","172","434","276","314","323","61","79","30","54","223","310","0","12","0","12","0","12"
"1600000US0683863","Weedpatch CDP, California","2238","320","831","218","20","29","0","12","9","14","381","178","273","128","148","95","1407","295","191","140","186","136","412","225","507","279","88","93","23","31"
"1600000US0648046","Mira Monte CDP, California","6871","750","5382","752","139","133","584","240","1023","361","1621","477","1075","389","940","272","1489","413","41","61","578","325","408","151","426","295","19","30","17","27"
"1600000US0654652","Oxnard city, California","206023","477","105918","3331","1323","452","4103","897","21588","2027","35650","2791","22420","1985","20834","1735","100105","3266","4457","984","16384","2253","49618","3303","25236","2563","3368","847","1042","320"
"1600000US0606982","Black Point-Green Point CDP, California","1655","242","1378","241","71","80","70","72","391","210","392","156","108","85","346","166","277","119","84","102","9","13","57","42","127","83","0","12","0","12"
"1600000US0644399","Lucas Valley-Marinwood CDP, California","6715","323","5857","503","71","111","156","133","1120","355","1657","493","1269","388","1584","303","858","375","0","17","78","71","425","240","212","231","15","23","128","179"
"1600000US0662980","Ross town, California","2240","209","1897","200","14","22","164","80","367","135","503","164","300","109","549","131","343","161","18","26","8","11","285","152","28","42","4","6","0","12"
"1600000US0667070","San Geronimo CDP, California","466","283","431","281","0","12","21","32","65","85","49","56","85","105","211","263","35","33","0","12","0","12","35","33","0","12","0","12","0","12"
"1600000US0677805","Tamalpais-Homestead Valley CDP, California","11240","562","8907","699","76","91","354","173","1994","450","2407","569","2139","463","1937","354","2333","497","148","120","590","236","783","326","602","308","149","88","61","74"
"1600000US0686216","Woodacre CDP, California","1303","272","1084","274","0","12","0","12","192","134","421","256","249","172","222","132","219","139","26","41","0","12","94","93","99","103","0","12","0","12"
"1600000US0630798","Grass Valley city, California","12411","229","4676","645","169","121","400","223","1549","429","1540","472","614","295","404","183","7735","661","453","303","1525","651","4254","822","1152","478","198","157","153","138"
"1600000US0656518","Penn Valley CDP, California","1409","627","1250","634","0","12","336","452","195","140","136","126","269","344","314","362","159","117","0","12","19","31","16","26","124","122","0","12","0","12"
"1600000US0631162","Greenville CDP, California","1108","318","791","238","0","12","69","105","83","83","387","229","109","106","143","124","317","231","0","12","103","136","139","194","8","13","0","12","67","77"
"1600000US0639420","Lake Almanor Peninsula CDP, California","416","153","382","142","7","10","0","12","92","62","241","125","20","23","22","24","34","42","0","12","4","12","0","12","24","41","6","9","0","12"
"1600000US0678008","Taylorsville CDP, California","244","255","217","253","0","12","0","12","160","239","9","14","0","12","48","76","27","42","0","12","0","12","0","12","27","42","0","12","0","12"
"1600000US0678792","Tobin CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0657582","Planada CDP, California","4418","488","2542","438","0","12","162","168","485","234","696","287","826","359","373","222","1876","421","0","12","69","91","1321","422","210","162","171","152","105","93"
"1600000US0686076","Winton CDP, California","11761","955","5456","687","168","191","305","233","1093","433","2195","622","1067","458","628","279","6305","980","306","252","1219","416","3263","878","1299","480","218","208","0","19"
"1600000US0608338","Broadmoor CDP, California","5249","605","3363","431","0","17","156","164","492","298","1040","396","665","344","1010","312","1886","666","0","17","19","30","854","504","959","547","47","77","7","16"
"1600000US0614736","Colma town, California","1450","289","817","228","30","47","10","11","62","63","236","113","85","63","394","184","633","177","11","13","63","52","212","130","307","126","30","26","10","10"
"1600000US0622587","Emerald Lake Hills CDP, California","4551","425","3990","470","58","65","171","118","691","307","1220","310","1063","360","787","214","561","273","31","52","37","37","452","270","41","50","0","12","0","12"
"1600000US0607218","Blythe city, California","13385","307","6905","595","407","327","349","161","1529","427","2070","503","1583","379","967","278","6480","599","645","280","1460","439","2875","653","989","325","425","211","86","68"
"1600000US0686440","Woodside town, California","5541","21","5044","205","12","18","315","225","1086","278","1504","350","1054","262","1073","181","497","206","18","19","40","30","83","90","244","161","112","101","0","17"
"1600000US0609332","Buttonwillow CDP, California","1583","332","598","213","10","15","0","12","146","119","216","142","131","105","95","61","985","322","83","129","194","127","561","279","147","117","0","12","0","12"
"1600000US0661012","Ripley CDP, California","408","166","140","88","0","12","12","21","45","53","23","26","14","18","46","52","268","148","0","12","55","87","178","129","21","23","0","12","14","21"
"1600000US0661124","River Pines CDP, California","607","410","526","408","0","12","0","12","64","94","0","12","386","404","76","98","81","82","0","12","81","82","0","12","0","12","0","12","0","12"
"1600000US0662168","Robbins CDP, California","321","96","182","66","0","12","0","12","30","29","75","55","40","39","37","29","139","81","14","21","48","55","56","60","21","35","0","12","0","12"
"1600000US0662200","Robinson Mill CDP, California","35","26","16","23","0","12","0","12","0","12","16","23","0","12","0","12","19","27","0","12","0","12","19","27","0","12","0","12","0","12"
"1600000US0662496","Rodriguez Camp CDP, California","87","57","0","12","0","12","0","12","0","12","0","12","0","12","0","12","87","57","0","12","0","12","25","38","37","40","25","37","0","12"
"1600000US0662625","Rolling Hills CDP, California","896","229","896","229","76","83","163","158","48","61","194","133","143","124","272","132","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0662860","Rose Hills CDP, California","2612","268","2320","314","0","12","201","176","393","191","633","273","394","169","699","234","292","187","0","12","8","12","199","153","68","103","17","27","0","12"
